domain,application,version,users,MAU,HYAU,posts
reluctantly.social,mastodon,4.2.8,6,1,1,10848
minimeadow.art,mastodon,4.2.8,6,2,5,100
marctodon.marci.one,mastodon,4.2.8,6,2,4,2971
rubberdr.one,mastodon,4.0.0,6,2,3,199
overgrown.garden,mastodon,4.2.7,6,4,5,725
masto.halfpastfour.club,mastodon,4.2.8,6,1,1,79
mcd.dk,mastodon,4.2.8,6,2,4,112
mastodon.xorp.hu,mastodon,4.2.8,6,1,1,266
preciouslittle.life,mastodon,4.2.8,6,4,7,27667
social.drazisil.com,mastodon,4.3.0-alpha.0+glitch,6,0,2,1138
rigor-mortis.nmrc.org,mastodon,4.1.16,6,3,3,1581
patashnik.club,mastodon,4.2.8,6,5,6,3885
firedragons.net,mastodon,4.0.2,6,4,5,4400
leaninto.it,mastodon,4.1.4,6,1,2,1509
social.kd0ioe.com,mastodon,4.2.8,6,2,3,12420
songsforno.one,mastodon,4.1.15,6,1,3,159
social.desbasques.com,mastodon,4.2.8,6,6,43,31529
3rdwall.net,mastodon,4.2.8,6,1,2,47
geneadon.social,mastodon,4.2.8,6,1,3,94
915.social,mastodon,4.2.7,6,2,3,21
themeparks.social,mastodon,4.2.8,6,2,27,1150
slon.yojik.net,mastodon,4.1.5,6,2,5,13
mast.wurmela.de,mastodon,4.2.8,6,3,5,644
mastodon.spacefox.fr,mastodon,4.2.7,6,2,3,801
heretic.social,mastodon,4.2.5,6,2,2,384
kitzmiller.social,mastodon,4.2.8,6,1,2,1617
masto.masto.com,mastodon,4.2.8,6,1,2,965
social.fantorovevo.com,mastodon,4.3.0-alpha.3+glitch,6,4,4,3349
nyxa.jojess.net,mastodon,4.2.8,6,2,4,1026
mastodon.stahlstadt.cloud,mastodon,4.2.7,6,2,4,968
mutual.tls.zone,mastodon,4.2.7,6,3,3,891
ukraine.rs,mastodon,4.2.7,6,3,5,544
techdon.dev,mastodon,4.2.8,6,1,3,87
mastodon.medienzentrenbw.de,mastodon,4.2.8,6,1,8,10
m.selden.page,mastodon,4.2.8,6,2,3,494
masto.adamchandler.me,mastodon,4.2.8,6,3,4,937
blasmusik.social,mastodon,4.2.8,6,4,4,284
smol.boo,mastodon,4.2.8,6,1,3,165
naapurinpoika.com,mastodon,4.3.0-alpha.3,6,2,4,532
ourdoma.in,mastodon,4.3.0-alpha.3+glitch,6,2,4,28
climatescienc.es,mastodon,4.2.8-stable+ff1,6,2,3,12
guzmer.social,mastodon,4.1.16,6,2,3,169
queef.social,mastodon,4.2.8,6,1,2,1430
social.amichan.de,mastodon,4.2.8,6,3,3,544
notbird.app,mastodon,4.1.4+glitch,6,1,2,125
vnecke.social,mastodon,4.2.8,6,1,3,451
crosshatch.fun,mastodon,4.2.8,6,1,3,13
mastodon.digitaino.com,mastodon,4.2.8,6,3,3,166
mastodon.beehive.ee,mastodon,4.2.7,6,1,4,50
agora-thinktanks.social,mastodon,4.2.7,6,3,4,299
albanian.social,mastodon,4.1.0,6,0,45,9
mastodon.inclusion.cc,mastodon,4.2.7,6,0,0,157
nofun.social,mastodon,4.1.13,6,4,5,423
mainburg.hallertau.social,mastodon,4.2.8,6,4,5,3118
social.mobile-adenum.fr,mastodon,4.2.8,6,3,6,31
social.thegeneral.chat,mastodon,4.2.7,6,4,4,1283
brinjal.org,mastodon,4.2.8,6,4,9,8690
mastodon.pixeloasis.eu,mastodon,4.2.8,6,3,4,349
trivia.town,mastodon,4.2.8,6,1,3,2426
nlyze.net,mastodon,4.2.8,6,1,1,26
datboi.network,mastodon,4.2.8,6,3,5,396
theolddude.masto.host,mastodon,4.2.8,6,1,1,38
gardons.contact,mastodon,4.2.8,6,1,4,60
ferrovipath.es,mastodon,4.2.8,6,3,4,64
terror.black,mastodon,4.1.4+glitch,6,3,4,27925
o0o.social,mastodon,4.2.7,6,4,9,1803
silicorn.social,mastodon,4.3.0-alpha.3+glitch,6,3,4,2482
mousectrl.org,mastodon,4.2.8,6,2,2,227
mast.shbbl.ru,mastodon,4.2.8,6,1,3,405
fb.paulgeanta.com,mastodon,3.4.1,6,1,2,81
snoot.tube,mastodon,4.3.0-alpha.3+glitch-snoot,6,4,5,10984
kish.social,mastodon,4.2.8,6,2,26,342
notwork.in,mastodon,4.2.7,6,1,5,252
mastodon.despise.computer,mastodon,4.2.8,6,4,6,555
volumetrics.social,mastodon,4.2.8,6,3,4,875
outre.social,mastodon,4.2.8,6,2,4,162
nosocialnet.work,mastodon,4.2.8,6,5,5,1942
boopsnoot.de,mastodon,4.2.8,6,4,5,1182
social.arnaus.net,mastodon,4.3.0-alpha.3+glitch,6,4,6,1040
vgg.lol,mastodon,4.2.8,6,2,3,494
bkcastle.net,mastodon,4.0.2,6,2,4,7370
mammut.mx,mastodon,4.1.2,6,2,3,114
m.gctxl.com,mastodon,4.2.8,6,2,5,1691
social.naked.cash,mastodon,4.2.8,6,4,6,442
social.outof.coffee,mastodon,4.2.7,6,3,7,223
bayerwald.social,mastodon,4.2.8,6,5,6,129
social.obeygravity.de,mastodon,4.2.8,6,5,6,16696
mastodon.sacamano.net,mastodon,4.2.8,6,3,4,72
altparty.social,mastodon,4.3.0-alpha.3+glitch,6,2,6,64
rails.social,mastodon,4.2.7,6,1,2,91
social.nerd.net,mastodon,4.2.8,6,2,2,793
mastodon.nervesocket.com,mastodon,4.3.0-nightly.2024-05-09+glitch,6,3,6,2041
social.retronerd.at,mastodon,4.2.8,6,3,10,140
social.thecum.zone,mastodon,4.2.8,6,1,2,181
yasaiseikatsu.net,mastodon,3.2.0,6,5,5,19729
mastodon.simulakrum.vpndns.org,mastodon,3.5.3,6,0,1,1
mastodon.xolus.net,mastodon,4.2.7,6,1,1,459
hydaelyn.coerthansnowstorm.online,mastodon,4.2.7,6,5,5,4072
eattra.sh,mastodon,4.2.8,6,1,2,802
mastodon.naturemag.org,mastodon,4.0.2,6,0,13,28
mastodon.collazo.ws,mastodon,4.2.7,6,1,2,47
social.process-one.net,mastodon,4.2.8,6,3,3,354
mastodon.blaede.family,mastodon,4.2.8,6,4,6,9932
mastodon.thomaspreece.net,mastodon,4.2.8,6,4,5,3757
mstdn.aoirint.com,mastodon,4.2.8,6,3,4,2796
toots.hubns.net,mastodon,4.2.8,6,1,4,68
rope-access-work.com,mastodon,4.2.7,6,2,12,407
social.team-prism.rocks,mastodon,4.2.8,6,2,5,285
app.ediscovery.social,mastodon,4.2.7,6,0,2,0
grand-duchy.net,mastodon,4.2.8,6,0,2,43
veterinary.education,mastodon,4.2.8,6,0,1,20
redrosewriter.com,mastodon,4.2.8,6,0,1,1
mastodon.friendnet.eu,mastodon,4.2.8,6,1,5,80
oak.social,mastodon,4.2.8,6,3,3,5
social.metaccount.de,mastodon,4.2.8,6,2,3,86
m.kawaii.gg,mastodon,4.2.8,6,1,3,79
squeak.games,mastodon,4.2.8,6,6,6,810
social-entorno-pruebas.wikimedia.es,mastodon,4.1.13,6,1,1,22896
social.tepitus.de,mastodon,4.2.8,6,4,6,18
uksocial.net,mastodon,4.2.8,6,1,2,51
mastodon.akop.online,mastodon,4.3.0-nightly.2024-02-02-security+glitch,6,2,2,304
blasius.club,mastodon,4.1.15,6,5,6,331
social.campusgemeinde.de,mastodon,4.2.8,6,0,2,219
masto.wardenburg.social,mastodon,4.2.8,6,0,0,3
masto.flyonthewall.buzz,mastodon,4.2.3,6,2,5,12
m.comfycamp.space,mastodon,4.2.8,6,1,1,98
masto.musicto.com,mastodon,4.2.8,6,1,3,63
mstdn.bar,mastodon,4.3.0-alpha.0+glitch,6,0,7,50
honeybadger.social,mastodon,4.2.8,6,2,3,64
steamedbread.pro,mastodon,4.2.8,6,4,6,2979
social.toot9.de,mastodon,4.2.8,6,2,5,1150
posts.dynamic.land,mastodon,4.2.8,6,3,5,25
mastodon.novak.to,mastodon,4.2.8,6,1,2,392
t.tusooa.xyz,mastodon,4.1.2,6,0,1,2752
social.curious.bio,mastodon,4.2.8,6,1,2,136
freie-radios.org,mastodon,4.2.7,6,4,6,1598
social.jabjab.de,mastodon,4.2.8,6,4,5,909
mastodon.pirate.lgbt,mastodon,4.2.8,6,4,5,3341
fedpic.com,mastodon,4.2.8,6,6,6,28697
social.reset.tech,mastodon,4.0.2,6,3,5,437
mastodon.nuwus.org,mastodon,4.1.16,6,2,2,15173
your-face.social,mastodon,4.0.2,6,0,3,407
sinophone.world,mastodon,4.2.8,6,3,5,57
sns.opencourse.kr,mastodon,4.2.8,6,3,3,6885
mxin.org,mastodon,3.4.6,6,0,1,63
scientists.today,mastodon,4.2.8,6,2,2,58
mstdn.tian-shen.pro,mastodon,4.2.7,6,0,3,90
non-designer.studio,mastodon,3.4.6,6,3,3,1348
edtechyogi.com,mastodon,4.1.0,6,1,4,41
mastodon.breiteberg.de,mastodon,4.2.8,6,4,5,61
furs.town,mastodon,4.2.8,6,5,6,425
jinxd.tech,mastodon,4.1.9,6,1,2,0
kunichogi.icu,mastodon,3.5.17,6,6,6,3887
deadlymilehigh.club,mastodon,4.2.8,6,4,6,119
xn--80aaid7au.su,mastodon,4.2.8,6,3,9,103
social.pornstarpromote.com,mastodon,4.2.8,6,2,5,11
melonpan.run,mastodon,3.5.3,6,4,4,15406
masto.pogmom.me,mastodon,4.2.8,6,3,3,1975
tschunk.social,mastodon,4.0.2,6,2,3,19
social.accessbhsystems.com,mastodon,4.2.7,6,1,3,12
nothingburger.club,mastodon,4.1.5,6,1,1,7
mastodon.my-ant.myds.me,mastodon,4.2.8,6,2,4,32
mastodon.useless.one,mastodon,4.1.15,6,1,3,9
deaf.group,mastodon,4.2.8,6,2,3,2
hlavac.social,mastodon,4.1.5,6,1,3,28
heimat.drensteinfurt.net,mastodon,4.2.8,6,1,2,173
aus.lgbt,mastodon,4.1.4+glitch_0715_2f6ac6b,6,1,1,340
mastodon.monotropa-satellite.social,mastodon,3.5.3,6,2,4,13
social.knot.space,mastodon,4.2.8,6,2,2,58
mastodon.craftingcomrades.net,mastodon,4.3.0-nightly.2024-05-16+chuckya,6,1,16,21
mastodon.staropa.net,mastodon,4.3.0-alpha.3+glitch,6,2,5,183
mastodon.dredgelords.com,mastodon,4.2.7,6,3,3,222
asocial.social,mastodon,4.1.6,6,1,5,3
mastodon.rosenberg-watt.com,mastodon,4.2.7,6,3,3,338
tf3.social,mastodon,4.2.8,6,2,6,30
mastodon.skapmedia.xyz,mastodon,4.1.0,6,0,2,1
mnglw.xyz,mastodon,4.3.0-alpha.1+glitch,6,6,6,44658
social.pint.com,mastodon,4.2.8,6,1,3,1
social.ttnrtsite.me,mastodon,4.2.8,6,1,7,31
social.moormaker.space,mastodon,4.2.8,6,1,3,2
nekton.social,mastodon,4.0.2,6,0,5,4
fotz.cc,mastodon,4.2.8,6,1,2,4
writersaur.us,mastodon,4.0.2,6,3,3,1381
test.mastodon.slexn.com,mastodon,4.2.8,6,3,8,2698
pp-social.com,mastodon,4.2.1,6,0,3,15
mas.panix.com,mastodon,4.1.1,6,0,1,0
social.nordgaming.eu,mastodon,4.2.8,6,2,7,42
mastodon.pontalk.com,mastodon,4.0.2,6,1,2,4
mastodon.in-two.com,mastodon,4.1.5,6,2,5,32
fantasyhockey.social,mastodon,4.2.7,6,4,4,3906
mastodon.pavilion.tech,mastodon,4.2.8,6,1,3,10
backtoroot.xyz,mastodon,4.2.8,6,0,1,12
mastodon2.artsrn.ualberta.ca,mastodon,4.1.10,6,2,5,2
it.szeged.social,mastodon,3.1.4,6,0,1,18
mastodon.houchouas.name,mastodon,4.1.2,6,0,4,0
mastodon.voltesg.fcio.net,mastodon,4.2.8,6,0,2,4
hatedon.1984.cz,mastodon,4.0.2,6,1,3,72
m6n.eu,mastodon,4.2.5,6,0,2,0
r2beat.jp,mastodon,4.2.8,6,3,3,104
280562.com,mastodon,4.2.8,6,2,2,192
zika.social,mastodon,4.2.8,6,1,6,74
sprout.whippy.kr,mastodon,4.2.1+whippyEdition,6,8,9,292
hyperreal.cyou,mastodon,4.2.8,6,6,7,31
sbntest.masto.host,mastodon,4.2.8,6,5,6,65
mastodon.illallangi.enterprises,mastodon,4.2.8,6,4,6,57237
mb.oax.rhizomatica.org,mastodon,3.5.3,6,2,2,11
social.tedium.co,mastodon,4.2.7,6,2,3,345
hacky.town,mastodon,4.2.7,6,1,3,2026
toots.codeenigma.com,mastodon,4.2.1,6,3,6,93
muzzlespace.com,mastodon,4.1.2,6,3,13,929
solutionpoint.in,mastodon,4.1.7,6,4,6,132
mastodon.thentrythis.org,mastodon,4.2.7,5,1,2,272
artsocial.boston,mastodon,4.2.8,5,4,5,702
mastodon.nyanshell.com,mastodon,4.2.8,5,1,1,359
tosk.in,mastodon,4.2.8,5,3,3,2606
social.jigmedatse.com,mastodon,4.2.8,5,5,6,6102
social.apfelfunk.com,mastodon,4.2.8,5,5,5,2913
howdee.social,mastodon,4.2.7,5,2,3,3659
frogdrool.net,mastodon,4.2.7,5,2,2,1747
agilodon.social,mastodon,4.2.8,5,2,2,2548
mastsocial.de,mastodon,4.2.7,5,4,6,126
studyabroad.social,mastodon,4.0.2,5,0,271,6
sometimes.social,mastodon,4.3.0-alpha.3+jordemort,5,2,2,9482
social.ssbx.dev,mastodon,3.5.3,5,2,2,508
mastodon.monoceros.co.za,mastodon,4.2.8,5,2,2,8781
masto.lema.org,mastodon,4.2.8,5,5,5,15065
flauschhausen.de,mastodon,4.1.16,5,5,5,491
social.toyuzuko.dev,mastodon,4.2.8,5,1,3,166
saltwatercity.org,mastodon,4.1.4,5,2,3,2099
fenetre.dev,mastodon,4.2.7,5,2,4,1126
mastodon.hach.re,mastodon,4.2.7,5,1,2,11020
mstdn.kurame.net,mastodon,4.2.8,5,2,4,614
prodromou.pub,mastodon,4.2.8,5,2,2,5018
social.luca.run,mastodon,4.2.8,5,3,3,67503
educhat.social,mastodon,4.2.8,5,3,38,126
wrong.tools,mastodon,4.2.8,5,2,3,2754
intahnet.co.uk,mastodon,4.2.8,5,2,3,4746
microblog.at,mastodon,4.2.8,5,1,3,7513
mastodon.amaseto.com,mastodon,4.1.4,5,3,3,227
mastodon.bentasker.co.uk,mastodon,4.2.7,5,4,4,1772
social.rkowl.com,mastodon,4.2.7,5,2,5,175
60228.dev,mastodon,4.2.0+glitch,5,2,2,10441
lifergeek.social,mastodon,4.2.7,5,2,5,297
neuss.social,mastodon,4.2.8,5,1,27,61
soc.kvet.ch,mastodon,4.2.8,5,1,2,3776
sosial.link,mastodon,4.3.0-alpha.3+glitch,5,3,5,40
i-nonaka.net,mastodon,4.2.8,5,5,5,7292
masto.esophiamedias.fr,mastodon,4.2.8,5,0,2,14
chatsubo.bar,mastodon,4.2.8,5,5,5,401
social.jonathancandler.com,mastodon,4.1.0,5,3,5,363
mastodon.tuxtendo.nl,mastodon,4.2.7,5,2,4,114
open-source-eschaton.net,mastodon,4.2.8,5,4,5,18130
meshed.cloud,mastodon,4.2.8,5,2,2,1712
tvwatch.party,mastodon,4.2.7,5,5,5,11087
mastodon.g2od.ch,mastodon,4.2.8,5,5,5,132
social.tsueri.cloud,mastodon,4.2.8,5,3,3,214
starside.social,mastodon,4.2.8,5,3,3,2272
mastodon-sheep-smile.com,mastodon,4.2.8,5,1,6,22
curious.simio.us,mastodon,4.2.8,5,1,3,139
mastodon.delta-t.work,mastodon,4.2.8-plusminus.1,5,0,2,6782
mastodon.iftas.org,mastodon,4.2.8,5,3,4,467
pad.venzano.fr,mastodon,4.2.8,5,4,4,9582
dev.mstdn-jp.site,mastodon,4.2.8,5,1,1,39
mastodon.transportevolved.com,mastodon,4.2.8,5,4,4,1540
ozstream.net.au,mastodon,4.2.8,5,1,2,26
mastodon.rip,mastodon,4.2.7,5,4,5,4167
twipped.social,mastodon,4.2.8,5,4,4,11154
mstdn.nostalgia-tns.net,mastodon,4.2.8,5,4,5,1534
mastodon2.juggler.jp,mastodon,4.2.7,5,2,3,708
mastodon.maho-do.jp,mastodon,4.2.7,5,1,1,379
tardis.team,mastodon,4.3.0-alpha.3+glitch,5,5,5,2750
cirno9.mynetgear.com,mastodon,4.2.8,5,4,4,357
toots.toby.ink,mastodon,4.1.3+glitch,5,2,2,2386
basilisk.gallery,mastodon,4.3.0-alpha.3+glitch,5,1,3,333
don.academist.jp,mastodon,4.2.8,5,1,1,101
social.purrucker.de,mastodon,4.2.8,5,1,16,665
social.pincade.com.au,mastodon,4.2.8,5,4,5,674
lgtm.systems,mastodon,4.2.7,5,2,2,427
notify.mstdn.wiki,mastodon,4.2.7,5,2,5,35
kaleido.moe,mastodon,4.2.1,5,1,3,26
rustedneuron.com,mastodon,4.2.8,5,3,3,5881
blumenwie.se,mastodon,4.2.8,5,4,5,2027
mstdn.kodein.be,mastodon,4.2.8,5,1,1,357
whitehouse.org,mastodon,4.2.8,5,0,2,692
pulpunte-chinpun.xyz,mastodon,4.2.7,5,4,4,56110
social.hispabot.freemyip.com,mastodon,4.2.8,5,4,5,1981
bla.daanberg.net,mastodon,4.2.8,5,5,6,3960
beyondwatts.social,mastodon,4.2.7,5,2,2,3302
birdbox.party,mastodon,4.2.8,5,2,8,177
focal.love,mastodon,4.2.7,5,3,3,773
matthewbogart.com,mastodon,4.2.8,5,1,2,1084
boop.network,mastodon,4.2.8,5,1,7,104
splodge.fluff.org,mastodon,4.0.5,5,2,3,906
social.yakshed.org,mastodon,4.2.8,5,2,3,5635
u.miaomiao.li,mastodon,4.2.8,5,3,4,940
toot.beer,mastodon,4.2.8,5,1,3,360
mastodon.bgzashtita.es,mastodon,4.3.0-alpha.3,5,1,1,1775
mastodon.jeckyll.net,mastodon,4.2.8,5,4,5,111885
mastodon.nominom.de,mastodon,3.5.3,5,1,2,572
toot.host,mastodon,4.1.3,5,2,2,1509
dctr.uk,mastodon,4.2.8,5,0,1,5
flownative.social,mastodon,4.2.8,5,2,3,1179
grumpys.online,mastodon,4.2.8,5,2,3,5405
shiro.dog,mastodon,4.2.8,5,3,3,226
weirdgone.pro,mastodon,4.1.1,5,1,2,472
nxt.social,mastodon,4.1.4,5,1,2,185
homo.dev,mastodon,4.2.7,5,1,2,2808
lotuseffect.social,mastodon,4.2.8,5,4,6,1215
rejoignez.toutournai.social,mastodon,4.2.7,5,1,10,20
skoops.social,mastodon,4.2.7,5,2,3,13084
social.riversouldiers.dk,mastodon,4.2.8,5,3,5,486
social.xcetera.biz,mastodon,4.2.8,5,5,5,5357
psyopshop.com,mastodon,4.2.8,5,1,2,821
carpdiem.online,mastodon,4.2.7,5,1,2,540
socialpapiga.top,mastodon,4.1.7,5,1,1,126
information.garden,mastodon,4.2.7,5,2,4,174
daedal.io,mastodon,4.2.8,5,3,3,3133
awoo.chown.me,mastodon,4.2.8,5,2,4,22940
dragon.navy,mastodon,4.2.7,5,3,3,794
hub.sakuragawa.moe,mastodon,3.5.17,5,1,2,8024
lavraievie.social,mastodon,4.2.8,5,2,2,3450
elefant.social,mastodon,4.2.8,5,2,3,24722
trailblazer.social,mastodon,4.2.8,5,0,1,866
zeroping.cc,mastodon,4.2.3,5,1,3,121
soundcafe.nl,mastodon,4.2.8,5,2,2,390
social.ei8fdb.org,mastodon,4.2.8,5,2,3,1456
italkedtostrangers.com,mastodon,4.2.8,5,1,2,7
hilltown.studio,mastodon,4.2.7,5,2,2,1840
nacq.me,mastodon,3.4.6,5,3,5,311
social.ars.electronica.art,mastodon,4.2.7,5,1,3,882
troet.tay-tec.de,mastodon,4.2.8,5,4,5,486
social.dsmouse.net,mastodon,4.3.0-nightly.2024-03-24,5,1,1,6692
social.sdfcn.org,mastodon,4.2.8,5,1,3,53
baltic.social,mastodon,4.2.8,5,3,3,49
uncontrollablegas.com,mastodon,4.2.8,5,3,3,1177
pateti.co,mastodon,4.1.16,5,1,2,16
social.critter.camp,mastodon,3.3.0+glitchfox-,5,2,2,5010
sociala.me,mastodon,4.2.8,5,3,5,478
pubby.social,mastodon,4.2.7,5,5,12,406
fog.highspirits.games,mastodon,4.2.7,5,3,4,2384
mccormick.cx,mastodon,3.5.10,5,1,2,226
anml.io,mastodon,4.2.8,5,1,3,129
epicsheep.com,mastodon,4.1.4,5,1,1,66
m.bavetta.com,mastodon,4.2.7,5,1,2,9
dram.group,mastodon,4.1.6,5,2,3,67
finndom.space,mastodon,4.2.8,5,4,5,94
mammut.gogreenit.net,mastodon,4.2.7,5,3,4,2095
dial.modem.show,mastodon,4.0.13,5,3,3,473
mijn.masto.host,mastodon,4.2.8,5,2,4,655
social.openrightsgroup.org,mastodon,4.2.8,5,4,5,3017
inari.click,mastodon,4.2.7,5,1,1,2317
thehacker.jp,mastodon,4.1.4,5,1,1,50
intotheriff.com,mastodon,4.2.8,5,0,2,14
mastodon.rlp.schule,mastodon,4.2.8,5,0,1,4
meetbeauties.social,mastodon,4.2.8,5,3,18,1560
welt.all.de,mastodon,4.2.8,5,2,3,1681
footbrid.ge,mastodon,4.2.7,5,3,4,1184
mastodon.rzgierskopp.de,mastodon,4.2.8,5,4,4,3733
gabvp.masto.host,mastodon,4.2.8,5,1,2,1888
amiga.team,mastodon,4.2.8,5,2,6,136
ribeiro.social,mastodon,4.2.7,5,1,1,780
social.caserio.de,mastodon,4.2.7,5,2,3,4060
mastadon.littlebonsai.co.uk,mastodon,3.1.3,5,1,2,279
toot.chx.ovh,mastodon,4.2.8,5,2,2,323
cuteferret.party,mastodon,4.2.8,5,3,6,42
sixfeetup.social,mastodon,4.2.8,5,1,2,344
mstdn.sheehanmiles.com,mastodon,4.1.4,5,1,1,555
social.freifunk.net,mastodon,4.2.7,5,3,5,138
unteraffen.de,mastodon,4.2.8,5,1,4,443
interestingtimes.club,mastodon,4.2.8,5,1,3,139
fanboys.social,mastodon,4.2.8,5,2,4,738
tangofam.space,mastodon,4.2.8,5,3,3,645
chasmcity.net,mastodon,4.2.8,5,4,4,3523
m.epon.io,mastodon,4.2.8,5,4,4,881
bnuy.space,mastodon,4.2.8,5,2,5,1497
konvergo.co.uk,mastodon,4.2.7,5,1,1,172
antisocial.ly,mastodon,4.2.7,5,1,2,2284
social.evl.im,mastodon,4.2.8,5,3,3,1148
mastodon.vaporghost.at,mastodon,4.2.8,5,2,5,249
ourtribeonline.com,mastodon,4.2.8,5,3,3,278
blogator.com,mastodon,4.2.7,5,1,1,21
mastodon.awo.agency,mastodon,4.2.7,5,1,2,51
datavis.social,mastodon,4.2.8,5,3,5,87
goodfeeds.net,mastodon,4.2.8,5,1,2,82
tonybark.com,mastodon,4.2.8,5,3,4,7751
alteholz.social,mastodon,4.1.15,5,3,5,6426
mastodon.tudgwal.fr,mastodon,4.1.5,5,1,2,623
social.neocloradas.com,mastodon,3.5.3,5,3,4,394
ferretfrizz.biz,mastodon,4.2.8,5,2,3,667
puget.social,mastodon,4.2.8,5,3,7,87
morph.todon.de,mastodon,4.2.8,5,4,5,4657
social.finton.cc,mastodon,4.2.8,5,2,4,37
atta.ch.to,mastodon,4.1.4,5,1,3,603
mastodon.eiabea.com,mastodon,4.2.8,5,1,2,131
stemfurs.masto.host,mastodon,4.2.8,5,2,3,514
demon.social,mastodon,4.3.0-alpha.3+glitch,5,3,4,41667
chiasm.app,mastodon,4.0.0rc1,5,1,1,22
angelou.club,mastodon,4.0.2,5,1,2,10
webmapping.social,mastodon,4.2.8,5,1,2,13
social.krebsco.de,mastodon,4.2.8,5,5,5,293
mastodon.demortes.com,mastodon,4.2.7,5,1,1,112
social.tengu.ch,mastodon,4.2.8,5,3,4,11137
social.telemetrydeck.com,mastodon,4.2.8,5,4,4,12698
social.anaproy.nl,mastodon,4.2.7,5,2,3,875
rasterdon.com,mastodon,4.2.8,5,0,2,68
overland.social,mastodon,4.2.5,5,1,4,118
toot.li,mastodon,4.2.7,5,2,7,438
blahaj.finch.ink,mastodon,4.2.7,5,1,1,337
mastodon.schwanzer.online,mastodon,4.2.7,5,1,3,245
bluecifer.social,mastodon,4.2.8,5,1,1,1038
spoilertv.social,mastodon,4.1.6,5,3,4,551
wallonie-bruxelles.social,mastodon,4.2.7,5,2,7,1882
twexit.de,mastodon,4.2.8,5,2,3,208
social.suppenhase.de,mastodon,4.2.8,5,1,4,16
toot.ring0.space,mastodon,4.2.8,5,2,2,18
social.sceneworld.org,mastodon,4.2.8,5,3,4,324
chirpi.de,mastodon,4.2.8,5,1,2,3267
social.teamb.space,mastodon,4.1.4,5,5,5,5536
dimsumdams.xyz,mastodon,4.2.1,5,0,4,65
farts.social,mastodon,4.2.8,5,1,2,275
social.crablab.uk,mastodon,4.2.8,5,2,5,1340
kokoro.shugetsu.space,mastodon,4.2.7,5,3,5,736
toon.social,mastodon,4.2.7,5,1,1,1022
social.tomkrizan.com,mastodon,4.2.3,5,0,1,17
mess.social,mastodon,4.2.8,5,0,2,8
bird.rodeo,mastodon,4.2.7,5,4,5,2314
weekly.org,mastodon,4.2.8,5,2,2,312
social.rickelobe.com,mastodon,4.2.8,5,2,3,11967
sxgr.fun,mastodon,4.2.8,5,1,1,603
k67.club,mastodon,4.1.4,5,2,3,207
m.jinwei.me,mastodon,4.3.0-alpha.3+glitch,5,2,2,9493
mailcow.social,mastodon,4.2.7,5,1,2,102
snacka.org,mastodon,4.1.16,5,1,1,193
alentours.cc,mastodon,4.2.5,5,3,3,732
social.artsytype.com,mastodon,4.2.8,5,0,3,74
simcha.lgbt,mastodon,4.3.0-alpha.3+glitch,5,7,9,149
ribbit.froggirl.club,mastodon,4.2.8,5,2,3,1013
lebrady.net,mastodon,4.0.0rc2,5,3,60,975
frawas.de,mastodon,4.2.8,5,3,3,4445
pynews.com.br,mastodon,4.2.8,5,3,5,3135
social.regenpfeifer.net,mastodon,4.2.8,5,1,3,262
hasa.blog,mastodon,4.2.8,5,1,3,121
height.social,mastodon,4.0.2,5,0,2,31
comfy.blue,mastodon,4.3.0-alpha.1+glitch,5,1,1,6056
mutant.pizza,mastodon,4.2.8,5,1,3,36
fluffytail.gay,mastodon,4.2.8,5,3,5,1655
social.sudovim.net,mastodon,4.2.8,5,1,1,390
social.technoetic.com,mastodon,4.2.8,5,1,3,2161
coconatsu.co,mastodon,3.5.3,5,1,2,7878
hostc.at,mastodon,4.2.7,5,2,4,391
fedi.wondernetwork.com,mastodon,4.2.8,5,1,3,29
linkedlist.social,mastodon,4.1.16,5,2,2,476
queer.ofmd.social,mastodon,4.2.7,5,0,3,2
mastodon.researchinstitute.at,mastodon,4.2.7,5,4,5,346
cailincat.cloud,mastodon,4.2.8,5,3,4,5862
mastodon.teachmaths.org,mastodon,4.2.8,5,2,3,136
mastodon.chrisedwards.tech,mastodon,4.2.8,5,1,1,44
m.coolhost.fr,mastodon,4.2.8,5,1,3,169
opensource.network,mastodon,4.2.7,5,1,3,152
m.astodon.app,mastodon,4.0.2,5,2,3,110
i-love.liloandstit.ch,mastodon,4.3.0-alpha.3+chuckya,5,2,2,1117
perkins.pub,mastodon,4.2.8,5,3,4,6261
bluebell.social,mastodon,4.2.8,5,0,2,1182
mastodon.yupgup.com,mastodon,4.2.8,5,4,4,1437
mamutut.space,mastodon,4.2.8,5,2,2,1130
shoddy.site,mastodon,4.3.0-alpha.3+glitch,5,2,4,915
mastodon.dgtl-service.com,mastodon,4.2.8,5,2,2,1042
mastodon.wootton.dev,mastodon,4.2.8,5,3,4,24119
mastodon.eugasser.com,mastodon,4.2.8,5,2,4,2776
mastodon.cooleysekula.net,mastodon,4.2.8,5,2,3,1638
elefanti.co,mastodon,4.2.8,5,1,3,1369
social.dezinezync.com,mastodon,4.2.7,5,4,5,3463
mst.ramsdr.ru,mastodon,4.2.7,5,5,6,3797
hotmilk.space,mastodon,4.1.16,5,2,3,182
social.nerdzoom.media,mastodon,4.2.8,5,5,5,385
emu.social,mastodon,4.2.8,5,1,2,711
bjd.social,mastodon,4.2.8,5,3,3,67
