domain,application,version,users,MAU,HYAU,posts
mastodon.geekonweb.fr,mastodon,4.1.10,4,1,3,735
annex.coffee-break.cc,firefish,1.0.5-rc,88,53,86,5979
pastwind.top,misskey,2023.12.0-beta.3,60,null,null,12387
observatory.social,mastodon,4.1.5,3,3,5,2961
misskey.the-menz.com,misskey,2023.10.1,1,null,null,0
mograph.social,mastodon,4.2.3,1247,183,425,34262
nileane.fr,mastodon,4.2.3,8,6,8,7782
dosgame.club,mastodon,4.2.0,56,31,42,42514
coldrick.me.uk,mastodon,4.2.1,3,1,1,500
toot.yukimochi.jp,mastodon,4.2.3,1,1,1,82720
crooklyn.social,mastodon,4.0.2,11,7,9,13896
me.dm,mastodon,4.1.3,18093,2191,8146,116157
ilbery.family,mastodon,4.2.3,4,4,4,280
xn--69a.xn--99axc.xn--y9a3aq,mastodon,4.0.2,23,8,10,4935
social.vlhl.dev,akkoma,3.9.3-0-g9d7c877,4,4,4,4808
mastadano.com,mastodon,4.2.2,44,12,20,21456
robertparker.se,mastodon,4.2.3,1,2,4,180
pleroma.adachi.party,pleroma,2.5.2-13-g2d193861,4,2,4,1618
bungle.online,misskey,2023.11.0,61,null,null,86480
line.yamanote.tokyo.jp,mastodon,4.1.9,3,1,1,2656
go.coffee-break.cc,misskey,2023.11.1,34,null,null,493
borderland.tokyo,mastodon,4.2.0,2,1,2,110
jitakurack.chotto.moe,mastodon,4.2.0-rc2,57,7,13,1753
relict.one,misskey,13.14.2,3,null,null,5124
raggedfeathers.com,mastodon,4.2.3,18,14,17,31035
erscheinung47.com,mastodon,4.2.1,1,1,1,12592
filmisnotdead.net,misskey,2023.11.1,3,null,null,997
fiedlerfamily.net,mastodon,4.2.0,4,3,3,6727
under-bank.blue,mastodon,4.2.1,34,22,27,439339
hilo0.hostdon.ne.jp,mastodon,4.2.1,2,2,2,364
mstdn.chitose.org,mastodon,4.2.3,5,4,4,78924
bertshouse.social,mastodon,4.2.1,5,2,4,14404
pone.social,mastodon,4.2.3,362,94,163,21264
neko.computer,akkoma,3.10.3-1-g43c5fd5d,1,1,1,2318
wspanialy.eu,mastodon,4.2.3,77,48,82,12186
fedi.neon.moe,akkoma,3.10.2,1,1,1,787
rigcz.club,mastodon,4.2.3,32,10,12,14793
social.swordandfiddle.co.uk,firefish,1.0.3,7,1,4,119
core.s-config.com,pleroma,2.5.5-52-gf966abe4,5,1,4,362
pl.hyperboreal.zone,akkoma,3.9.3-0-g9d7c877,22,1,11,5158
pixel.tchncs.de,pixelfed,0.11.9,4080,653,1979,696905
hub.mtf.party,mastodon,4.2.3,635,40,227,4099
paravielfalt.zone,mastodon,4.2.1+pvz2310151239,47,29,56,7511
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,278
mastod.no,mastodon,4.2.3,2,1,1,2007
misspi.net,misskey,2023.11.1,115,null,null,2453
tips.vivaldi.net,wordpress,6.4.2,1,2,1,399
denizens.social,mastodon,4.2.0,39,5,15,6760
one.darnell.one,mastodon,4.2.3,1,1,1,7273
misskey.gamelore.fun,misskey,2023.12.0-beta.4,3241,null,null,4605184
foresdon.jp,mastodon,4.2.1,267,119,195,326332
efdn.club,mastodon,4.1.4+glitch,292,57,88,980158
skinheads.social,mastodon,4.2.2,27,30,69,13766
loci.onl,mastodon,4.2.3,19,6,6,9838
marikotu.org,misskey,13.13.2,12,null,null,119
5dollah.click,pleroma,2.6.0,11,11,13,38469
mastodon.escepticos.es,mastodon,4.2.0,180,43,105,3828
mammut.sekhen.com,mastodon,4.2.0-rc2,1,1,1,47
mstdn.philia.work,mastodon,4.2.3,2,1,1,219
neurodiversity-in.au,mastodon,4.2.1,65,15,35,10728
ussr.rumiserver.com,rumisskey,2023.11.1,31,null,null,3261
geofront.rocks,pleroma,2.6.50-2966-gfdbcf998.develop+soapbox,5,2,3,12377
forster.pro,mastodon,4.1.9,1,1,1,114
secuwing.social,mastodon,4.2.1,3,2,3,3295
glammr.us,mastodon,4.2.3,1063,290,565,151285
honi.club,misskey,2023.11.1,326,null,null,513330
m6n.onsen.tech,mastodon,4.2.0,321,23,26,55867
mefi.social,hometown,4.0.10+hometown-1.1.1,262,141,197,109922
social.kechpaja.com,mastodon,4.2.1,1,1,1,1626
social.igotout.de,mastodon,4.2.3,7,1,3,1608
md.korako.me,mastodon,4.1.8,14,7,10,35349
besties.house,mastodon,4.3.0-alpha.0+besties,11,6,8,4586
9ineverse.com,misskey,2023.11.1-9ine-4.1.4,2685,null,null,934383
misskey.magokorobin.com,misskey,2023.11.1,4,null,null,7906
m7.social,mastodon,4.2.1,1,1,1,59
neuromatch.social,mastodon,4.3.0-alpha.0+glitch,1244,352,738,60518
u222news.fedicity.net,mastodon,4.2.1,3,2,3,125
mastodonia.masto.host,mastodon,4.2.3,4,3,4,154
social.0x705h.com,mastodon,4.1.6,3,2,2,113
taruntarun.net,mastodon,4.3.0-alpha.0,64,19,26,236919
social.penguinability.net,mastodon,4.1.11,16,13,15,236227
momo.mame.moe,mastodon,4.2.0,1,1,1,221906
ddoskey.com,firefish,1.0.5-rc+neko:231129.b,64,53,62,26085
famichiki.jp,mastodon,4.2.1,1366,442,1471,239743
calckey.aokaga.work,firefish,A.K:NoDM@1.0.5-rc,13,7,10,25443
mastodon.ap-msk.com,mastodon,4.2.1,13,1,2,24
mas.erb.pw,mastodon,4.3.0-alpha.0,11,7,9,4729
jbgs.jp,misskey,2023.11.1,10,null,null,92
fedia.social,iceshrimp,2023.12-pre3,161,81,158,25846
harukakanata.net,mastodon,4.2.1,3,2,3,2323
misskey.eolh.jp,misskey,13.13.2,18,null,null,293
m.upsilo.net,mastodon,4.1.9,1,1,1,5279
climatejustice.events,Mobilizon,3.1.0,55,null,null,277
mi.starlamp.su,misskey,2023.12.0-beta.3-pie-3.0.0,4,null,null,985
k.lapy.link,misskey,2023.11.1+klapy-1,2602,null,null,676668
alpha.polymaths.social,gotosocial,0.13.0 git-f4fcffc,37,null,null,30236
hexbear.net,lemmy,0.18.3,25423,1508,2788,300348
misskey.doujin.games,misskey,2023.11.1-doujin.3,810,null,null,7336
mstdn.sublimer.me,mastodon,4.2.3,107,31,74,85227
infosec.town,iceshrimp,2023.12-pre3,594,149,519,31598
handon.club,mastodon,4.2.3,334,151,187,3821357
kira.zone,misskey,13.14.2,11,null,null,1207
misskey.nnct18j.com,misskey,2023.9.3,15,null,null,1596
schleuss.online,mastodon,4.2.0-rc2,142,12,44,453202
ppiy.ac,mastodon,4.2.0,4,4,4,2566
mastodon.iriseden.eu,mastodon,4.2.0,11086,862,2662,73461
sin.tyaku.com,mastodon,3.0.1,7,1,1,6988
chirp.enworld.org,mastodon,4.1.2,384,73,160,32025
xyu.social,mastodon,4.2.1,6,1,1,28
tooot.im,mastodon,4.2.3,3364,533,1493,537747
mk.precure.fun,misskey,2023.9.3-1,45,null,null,13916
mikrotik.social,mastodon,4.2.3,6,4,5,3708
mathstodon.xyz,mastodon,4.2.1,16609,3329,7177,957855
awjeez.help,mastodon,4.2.3,12,5,8,1663
esoteric.party,mastodon,4.2.3,12,6,9,2091
mi.taichan.site,misskey,2023.11.1-nade1.4.6,123,null,null,40790
hear-me.social,mastodon,4.2.3,377,104,542,11093
msky.negset.com,misskey,13.14.2-negskey.4.0,9,null,null,279
kitsunes.club,sharkey,2023.11.2,236,null,null,52203
radikal.social,mastodon,4.2.3,266,66,172,9440
social.alexdobin.com,mastodon,4.2.1,1,1,1,24
genix.ink,mastodon,4.2.3,17,12,15,38993
clacks.link,mastodon,4.2.1-mrt,30,20,24,32792
ansico.dk,mastodon,4.2.3,1,1,1,1573
beta.noyaskey.net,noyaskey,13.13.2-takamatsu,240,null,null,73168
sabbat.hexe.net,pleroma,2.6.0-magistra,5,1,3,40610
pancake.place,mastodon,4.2.3,3,2,3,1395
space-pirates.org,mastodon,4.1.3,62,15,34,5675
podcastindex.social,mastodon,4.2.3,1333,194,297,124423
aipi.social,mastodon,4.1.9,8437,75,257,21851
fed.xnor.in,pleroma,2.6.0,1,1,1,222
toepi.moe,akkoma,3.10.2,2,1,1,1351
mastodon.hardcoredevs.com,mastodon,4.2.3,8,2,4,5637
istoleyour.pw,mastodon,4.3.0-nightly.2023-12-09+glitch,1,1,1,9846
tarasupadon.com,mastodon,4.2.1,7,4,7,48887
4bear.com,mastodon,4.2.0,1175,351,867,93659
wf.glenplonk.fr,writefreely,0.14.0,3,null,null,32
mb.antho.dev,firefish,1.0.5-rc,3,1,1,237
social.animeprincess.net,mastodon,4.2.3,1,1,1,1253
m.trisweb.com,mastodon,4.2.1,2,1,2,3602
ooo.eidantoei.org,mastodon,4.2.1,1,1,1,216
mk.alicey.dev,misskey,2023.11.1,11,null,null,150
ff.syobon.net,firefish,1.0.5-rc,3,1,2,5750
mastodon.pirateparty.be,mastodon,4.1.4+glitch,1683,73,159,80887
hypercube.masto.host,mastodon,4.2.3,8,6,8,13938
don.nemuimon.jp,mastodon,4.2.1,1,1,1,820
soc0.outrnat.nl,misskey,2023.11.1,4,null,null,8098
key.dokodare.ovh,misskey,13.13.2,10,null,null,297
social.dinoleaf.com,pleroma,2.6.0,3,3,3,172
social.edu.nl,mastodon,4.1.9,776,188,427,8249
animal-crossing.mastportal.info,mastodon,4.2.1,263,35,46,120294
misskey.molina.jp,misskey,13.13.2,4,null,null,1
don.wakamesoba98.net,mastodon,4.1.8,1,1,1,1121
flipscreen.social,mastodon,4.2.0,20,3,6,3487
mon-desu.com,mastodon,4.1.6,23,14,22,11845
pl.tkammer.de,pleroma,2.6.0,2,1,1,6972
mastodon.org.uk,mastodon,4.1.9,1894,257,543,236482
social.vmbrasseur.com,mastodon,4.2.3,3,2,2,5579
jam.xwx.moe,pleroma,2.6.0,11,8,18,2955
zdf.social,mastodon,4.1.4,8,4,5,11202
jaxbeach.social,mastodon,4.2.0,744,15,46,551
hacks.fi,mastodon,4.2.2,19,14,18,55
rhythmisskey.games,misskey,2023.11.1,1490,null,null,571171
aa.nikola.love,akkoma,3.10.4-1-gebfb617b,26,9,28,2278
snug.moe,firefish,1.0.5-rc,555,99,210,222625
mojt.net,mastodon,4.2.3,2,1,2,124
pony.social,mastodon,4.3.0-alpha.0+glitch,405,103,205,31243
mastodon.gougere.fr,mastodon,4.2.1,1883,117,166,227699
stereophonic.space,pleroma,2.4.4-5-gb2909492-stereophonic-stable,950,null,null,414415
slightly.uncomfortable.business,firefish,1.0.3,4,1,2,16
odakyu.app,mastodon,4.1.4,266,23,66,353690
astral.camp,mastodon,4.2.3,102,42,66,7667
bluechakra.cloud,mastodon,4.2.3,3,3,3,1329
frmsn.network,mastodon,4.2.3,2,1,3,3
oldfriends.live,mastodon,4.2.3,8,4,6,16798
cld1.ains-no-misskey.com,misskey,2023.11.0,3,null,null,317
waf.social,mastodon,4.2.3,9,3,10,87
mi.ekke.jp,misskey,13.14.2,3,null,null,120
nomanssky.social,mastodon,4.2.0,156,28,77,14206
md.xps2.net,mastodon,4.3.0-alpha.0,11,4,8,156502
exekey.net,misskey,2023.11.1,20,null,null,1058
social.platypus-sandbox.com,akkoma,3.10.4,13,11,18,10604
bildung.social,mastodon,4.2.3,2879,1168,1909,266847
glaceon.social,mastodon,4.1.3+glitch,501,70,133,591013
cybre.space,mastodon,3.3.2-cybre,2830,106,243,3287439
masto.pt,mastodon,4.2.3,5155,631,1436,370217
void.rehab,iceshrimp,2023.12.withdrawal3,36,23,34,64187
misskey.ie.u-ryukyu.ac.jp,misskey,2023.11.1,65,null,null,776
arkm.social,mastodon,4.2.3,17,17,17,235
m.otter.homes,mastodon,4.2.0+glitch,684,413,575,185452
frankenwolke.com,mastodon,4.2.3,3,2,3,4486
akko.disqordia.space,akkoma,3.9.3,145,43,95,166377
discordian.social,mastodon,4.1.4,68,25,44,94850
mstdn.tokyocameraclub.com,mastodon,4.1.6,10085,225,532,127727
ingen.work,misskey,2023.11.1,14,null,null,12080
strangeminds.social,mastodon,4.2.3,4,2,5,962
tech.intersects.art,hometown,4.0.10+hometown-1.1.1,7,2,3,2178
misskey.design,misskey,2023.11.0-md.3,32724,null,null,3786322
social.lol,mastodon,4.2.3,1782,1032,1302,214360
ostatus.ikeji.ma,pleroma,2.5.0,870,62,362,5638
himbo.life,mastodon,4.2.3,1,1,1,1145
craftodon.social,mastodon,4.2.3,123,37,54,6273
msky.crawling-with-love.com,misskey,13.6.1-flestudio-v1.1.3,13,null,null,62460
cathode.church,mastodon,4.1.4+glitch+cathode,198,103,144,106874
misskey.kanpanipage.com,misskey,13.13.2,8,null,null,37
wizarding-world.icu,mastodon,4.2.1,2,1,2,51795
ma.fono.jp,mastodon,4.2.1,15,6,17,43325
pol.social,mastodon,4.2.0,6912,795,2384,129281
heislandmine.work,mastodon,3.5.1,226,53,87,1378638
miau.jeder.pl,iceshrimp,2023.12,6,3,4,28372
publicsquare.global,mastodon,4.2.1,22,3,7,3961
mastodon.irohanano.nl,mastodon,4.2.3,1,1,1,974
tukkers.online,mastodon,4.2.3,58,12,28,2232
det.social,mastodon,4.2.1,22451,4836,10903,680636
pixel.maddie.info,pixelfed,0.11.9,2,1,2,265
syo.bar,pleroma,2.6.0,10,10,10,2034
its.waah.day,mastodon,4.3.0-alpha.0+glitch,1,1,1,61
puntarella.party,mastodon,4.2.1,292,95,159,161385
toot.wales,mastodon,4.2.3,13290,1087,2642,577984
zepi.social,mastodon,4.1.9,2,2,2,71
mstdn.nere9.help,mastodon,3.5.5,473,111,215,1179464
masto.kreks.nl,mastodon,4.2.3,7,5,6,1185
matts.network,mastodon,4.2.3,1,1,1,467
mustard.blog,mastodon,4.2.3,1826,247,930,96663
lm.put.tf,lemmy,0.18.5,6,2,4,3
social.audiovalentine.com,mastodon,4.2.3,43,13,20,7237
veganism.social,mastodon,4.3.0-alpha.0+vegan,2742,332,1474,89044
piggo.space,pleroma,2.6.0,23,4,6,78801
aldr.social,mastodon,4.2.3,3,3,3,1226
morehammer.uk,mastodon,4.2.1,3,2,2,2405
mas.nzcow.com,mastodon,4.1.9,10,6,10,287
m.gctxl.com,mastodon,4.2.3,5,2,3,1333
wehavecookies.social,mastodon,4.2.3,880,242,242,30752
noitl.space,mastodon,4.2.3,6,2,3,1253
awoo.fai.st,akkoma,3.10.4-0-gebfb617,47,16,25,15389
veoh.social,mastodon,4.2.3,2,2,2,596
fediverse.keithzg.ca,pleroma,2.5.2-13-g2d193861,1,1,1,4047
misskey.maco.pics,misskey,13.13.2,3,null,null,458
animalfound.family,calckey,13.1.4.1,7,3,5,6365
nothankyou.hostdon.ne.jp,mastodon,4.2.1,1,0,1,39
canary.fedibird.com,mastodon,3.5.3,1,1,1,7
i-nonaka.net,mastodon,4.2.1,4,3,3,5353
social.podnews.net,mastodon,4.2.3,2,1,2,1123
mathtod.online,mastodon,4.0.6,3416,132,500,74256
m.4869.homes,misskey,2023.11.1,4,null,null,4687
rockcd.jp,mastodon,4.2.1,48,22,23,10676
social.photo,pixelfed,0.11.9,177,55,177,149507
blueplanet.social,mastodon,4.2.3,76,34,65,6385
p.run-girls.run,pleroma,2.5.52-262-g02629169,2,1,2,438
defcon.social,mastodon,4.2.1,11042,1804,5537,172711
qoto.org,mastodon,3.2.1,26654,1620,3991,1517065
prodromou.pub,mastodon,4.1.8,4,1,3,4965
karlsruhe-social.de,mastodon,4.2.3,46,19,33,6912
crispsandwi.ch,mastodon,4.2.3,9,7,7,11006
minidisc.tokyo,foundkey,13.0.0-preview5,783,51,296,51418
octodon.social,mastodon,4.3.0-alpha.0+glitch,12230,918,1360,2809693
weatherishappening.network,mastodon,4.1.4,98,24,41,69239
sigh.io,firefish,1.0.5-dev21,3,1,1,51
mastodon.insomniacs.biz,mastodon,4.2.1,4,0,3,8
social.uggs.io,mastodon,4.2.1,2,2,2,252
toot.cat,mastodon,4.3.0-alpha.0+glitch,2578,461,910,545646
mstdn.ikebuku.ro,mastodon,4.2.3,34,5,19,25343
cultur.social,mastodon,4.1.6,197,50,95,4919
mk.noyaskey.net,misskey,2023.12.0-beta.1,66,null,null,28761
toot.aquilenet.fr,mastodon,4.1.11,5184,522,1182,253497
fedi.matsuu.org,gotosocial,0.9.1-SNAPSHOT git-282be6f,4,null,null,11217
ondergrond.org,mastodon,3.5.10,105,14,19,60388
mastodon.chriswiegman.com,mastodon,4.2.3,1,1,1,614
mstdn.pokete.com,mastodon,4.2.3,4,4,4,2390
kemonodon.club,mastodon,4.1.10,2912,876,1995,761303
masto.deoan.org,mastodon,4.2.3,19,9,13,9461
misskey.gekka.sexy,misskey,13.8.1,6,null,null,3
ff.pikopublishing.page,firefish,1.0.5-rc,2,1,1,4597
itools.jp,mastodon,4.2.1,2,2,2,213
monsterfuckers.online,hometown,4.0.10+hometown-1.1.1,44,23,29,42224
mementomori.social,mastodon,4.3.0-alpha.0+mementomods-2023-10-31 + Mastodon Bird UI 2.0.0rc,222,151,237,87418
hikoukidon.jp,mastodon,4.2.3,1,1,1,71326
masto.esophiamedias.fr,mastodon,4.2.3,4,1,4,7
researchbuzz.masto.host,mastodon,4.2.3,32,9,18,7197
appdot.net,mastodon,4.2.3,142,78,93,189588
social01.mkaraki.net,misskey,2023.10.1,4,null,null,12
mastodon.foxfam.club,mastodon,4.2.0,1,1,1,1951
bridge.small.cloud,birdsitelive,1.0.0,121,null,null,0
mastodon.ie,mastodon,4.2.3,20776,3121,6857,1110497
fandom.ink,mastodon,4.2.3,1444,358,873,287726
sysadmin.run,mastodon,4.2.3,2,2,2,7154
gnusocial.jp,gnusocial,2.0.2-beta0,67,22,105,7228
moss.haus,hometown,4.0.10+hometown-1.1.1,4,1,3,395
toot.bldrweb.org,mastodon,4.3.0-alpha.0+glitch,170,41,70,16857
lightcrystal.fedicity.net,mastodon,4.2.1,21,20,22,6755
considerate.social,mastodon,4.2.3,2,1,2,377
berserker.town,mastodon,4.3.0-alpha.0+glitch,112,45,84,69405
pl22.telteltel.com,akkoma,3.6.0-0-g45a11aa-develop,1,null,null,61898
oldbytes.space,mastodon,4.3.0-alpha.0+glitch,973,396,594,282166
bitbang.social,mastodon,4.0.6,786,331,548,120025
notorious.gay,mastodon,4.2.3,2,1,1,4
3zi.ru,mastodon,4.2.3,14,13,16,123745
eihei.net,mastodon,4.2.3,448,15,38,10913
social.matcha-soft.com,Ohagi,1.0.0,3,null,null,68967
social.undrground.org,mastodon,4.2.3,20,4,7,2037
dragon-fly.club,mastodon,4.2.1+island,2031,410,892,154499
social.genesismachina.ca,pleroma,2.5.2,1,1,1,15
lor.sh,mastodon,4.2.3,4439,496,1065,490145
beyondwatts.social,mastodon,4.2.0,5,2,2,3090
afterspace.rocks,mastodon,4.2.3,19,13,21,10049
joshuastrobl.social,mastodon,4.2.3,1,1,1,258
simkey.net,misskey,12.120.0-simkey-2023-12-03,45,12,25,128816
unhinged.social,mastodon,4.1.4,3,1,3,292
qune.jp,mastodon,4.1.4,3,3,3,276
trunk.jmtr.org,mastodon,4.2.3,2,1,1,5
mastodon.kotet.jp,mastodon,4.2.1,4,2,2,725
video.surazal.net,peertube,6.0.2,2,2,2,29455
mastodon.surazal.net,mastodon,4.3.0-alpha.0+glitch,2,2,2,6063
social.politicaconciencia.org,mastodon,4.1.4,5373,163,410,285721
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,3,706
digitalcourage.social,mastodon,4.2.3,2767,969,1264,508484
furries.club,mastodon,4.2.1+orcas2,903,269,657,46035
tedcarstensen.social,mastodon,4.2.3,1,1,1,17
social.cosnomi.com,pleroma,2.5.2,3,1,1,168
pasokey.net,misskey,2023.11.1,48,null,null,16387
glitch.taks.garden,mastodon,4.2.0+glitch,10,1,3,10331
mastodon.mossy.page,mastodon,4.2.0,4,4,6,119
mstdn.guru,mastodon,3.3.0,4774,1066,1755,1666062
crystallake.camp,mastodon,4.2.3,1,1,1,903
alive.bar,mastodon,3.5.16,30646,4911,8248,4506134
mstdn.3bit.one,mastodon,4.1.4,2,2,2,134
cloudisland.nz,mastodon,4.2.3,180,127,152,236325
mastodos.com,mastodon,4.2.1,253,33,50,183492
xscape.top,pleroma,2.4.4,334,null,null,24147
kurage.cc,mastodon,4.3.0-alpha.0,133,14,30,32329
topspicy.social,mastodon,4.2.3,112,65,86,76023
radicalsocial.work,mastodon,4.2.3,54,8,17,1364
favcalc.com,firefish,1.0.3,158,45,124,10984
opalstack.social,mastodon,4.2.3,3700,491,2133,38841
miruku.cafe,foundkey,13.0.0-preview5,2216,222,1465,194927
jauntygoat.net,mastodon,4.0.10,31,7,12,9535
mascodon.jp,mastodon,4.2.3+mscdn,33,22,41,10559
liker.social,mastodon,4.1.5,3351,326,690,448347
mobilize.berlin,Mobilizon,berlin.flavor2.1-dirty,1076,null,null,2378
mstdn.hyogo.jp,mastodon,4.2.1,345,15,40,44639
securitycafe.ca,mastodon,4.2.1,17,2,6,1689
mstdn.y-zu.org,mastodon,4.1.10,276,58,115,436409
mastodon.nz,mastodon,4.2.3,9031,1667,3555,815319
fluffy.family,mastodon,4.2.3,70,27,44,30887
mi.mer.moe,misskey,2023.12.0-beta.4,5,null,null,16266
masto.nu,mastodon,4.2.3,20385,1082,6839,81355
whitehouse.org,mastodon,4.2.3,5,2,2,640
metreee.com,misskey,13.14.2,112,null,null,6219
girlcock.club,mastodon,4.2.3,1770,459,844,459494
lab.nyanide.com,pleroma,2.6.0,32,19,41,39302
mstdn.maud.io,mastodon,4.3.0-alpha.0+maud,2162,414,634,6340236
twt.rip,pleroma,2.5.54-644-gd860a667.develop+soapbox,27,12,16,83
mastodon.xethos.net,mastodon,4.2.3,3,2,3,349
paloma.social,mastodon,4.2.0,1,1,1,171
mastodon.neilzone.co.uk,mastodon,4.3.0-alpha.0+glitch,4,3,3,7648
social.ichibi.eu,pleroma,2.5.2-13-g2d193861,1,1,1,175
snooker.uk.to,mastodon,4.2.3,21,10,16,8077
mastodon.eus,mastodon,4.2.0,4469,697,1253,286556
nosocialnet.work,mastodon,4.2.1,6,4,6,1445
misakey.net,misskey,13.13.2,13,null,null,909
toot.bike,mastodon,4.1.9,594,213,350,86411
fbk.moe,misskey,2023.11.1,4,null,null,30
superneko.net,misskey,2023.9.3-sn231125,24,null,null,8775
masto.lema.org,mastodon,4.2.3,5,5,5,38386
voskey.icalo.net,misskey,2023.9.3,3195,null,null,3083120
sharpletters.net,mastodon,4.2.2,1,1,1,906
bgme.me,mastodon,4.2.1,3680,1432,1977,4530631
nekomiya.net,misskey,12.108.1-nekomiya-20231129111355,5959,510,2877,1423698
machikadon.online,mastodon,4.2.3,165,32,55,149515
otoskey.tarbin.net,misskey,13.14.2-tanu-1.43.4,1871,null,null,62638
neovibe.app,mastodon,4.2.0,561,89,431,18832
fedimagazine.tokyo,wordpress,6.4.2,1,1,1,121
geraldew.wordpress.com,wordpress,6.5-alpha-57144,1,1,1,3
misskey.rup.one,misskey,13.14.2,3,null,null,1372
miniskey.com,misskey,2023.11.1,47,null,null,7947
mastodon.rxbrad.com,mastodon,4.2.3,2,1,2,283
voi.social,mastodon,4.2.3,82,19,29,4866
social.apreslanu.it,mastodon,4.2.1,93,10,12,13675
mastodonbooks.net,mastodon,4.1.11,3978,339,1093,81951
moth.zone,akkoma,3.10.2-0-gba1ed37,63,28,45,36344
yodangang.express,misskey,2023.12.0-beta.3,67,null,null,6171
soratomo.info,misskey,2023.10.2,13,null,null,352
nemudaru.uk,misskey,2023.11.1,54,null,null,8463
imastodon.net,mastodon,4.0.9,5662,451,1029,15207336
regenerate.social,mastodon,4.2.3,66,31,49,14372
heath.social,mastodon,4.2.3,2,1,1,1991
share.tube,peertube,5.0.1,69,4,11,3724
fitt.au,mastodon,4.2.3,3,2,2,1147
starbase80.wtf,mastodon,4.2.3,56,13,32,16456
toot.fromseabed.com,mastodon,4.2.1,1,1,1,2595
musician.social,mastodon,4.2.3,155,102,162,14366
tokoyo.social,misskey,13.13.2,10,null,null,124
px.signboard.fun,pixelfed,0.11.9,3,3,3,1072
kzoo.to,mastodon,4.2.1,58,18,23,10070
camp.smolnet.org,mastodon,4.2.1,93,34,49,32434
piou.foolbazar.eu,mastodon,4.2.3,3,2,2,1321
toot.chez.gay,mastodon,4.2.0,3,3,3,4332
mcnamarii.town,mastodon,4.2.3,3,2,2,11926
social.aa.net.uk,mastodon,4.2.1,7,3,6,476
social.fbxl.net,pleroma,2.4.53-2105-g75fee846.develop+soapbox,40,6,6,17842
soc.feditime.com,akkoma,3.10.4,2,2,2,312
castoranxieux.ca,akkoma,3.10.3,3,1,1,133
b.koa.im,misskey,2023.11.1,9,null,null,3604
remolino.town,akkoma,3.10.4-0-gebfb617,3,3,3,173
fluffytail.org,pleroma,2.6.0-291-g19802c21-fluffytail,2,2,2,746
charcolle.art,firefish,1.0.5-rc,5,3,3,3544
waha.work,mastodon,4.1.5,99,38,74,732435
butts.team,mastodon,4.2.3,17,2,4,30571
mastodon.nanashinonozomi.com,mastodon,4.2.1,1,1,1,198
vtuber.games,misskey,13.13.2,9,null,null,12
schach.social,mastodon,4.2.3,71,30,46,2220
slrpnk.net,lemmy,0.18.5,1004,169,432,9083
a.minuscule.space,akkoma,3.10.4+PE,1,1,1,52
swiss-talk.net,mastodon,4.2.3,737,182,392,61487
mastodon.jparenas.com,mastodon,4.2.3,1,1,1,12
sciences.social,mastodon,4.2.3,4172,1109,2236,127267
puzzl.hostdon.ne.jp,mastodon,4.2.0,12,0,0,67
social.nah.re,mastodon,4.2.3,9,3,5,42907
backyard.cloud,mastodon,4.1.9,4,2,2,14822
social.stlouist.com,mastodon,4.2.1,53,17,37,9824
ellieayla.net,mastodon,4.2.0,1,1,1,5843
misskey.yukkukomei.com,misskey,13.10.3,97,null,null,2192
sns.tinax.work,pleroma,2.5.2,2,2,3,23
hydrocube.space,mastodon,4.2.0,14,5,9,2017
mostr.pub,mostr,1.0.0,0,0,0,0
pleroma.fuba.dev,pleroma,2.5.2,3,2,3,24271
mastodon.bentasker.co.uk,mastodon,4.2.0,5,4,4,1783
fedi.decoded.legal,mastodon,4.2.0+glitch,2,1,3,16
niklas.social,mastodon,4.2.3,4,3,4,4596
social.0ko.me,mastodon,4.2.1,2,2,2,8236
gaydadon.jp,mastodon,4.2.1,257,110,248,10834
stefanbohacek.online,mastodon,4.2.3,1,1,1,5369
hdty.in,mastodon,4.0.2,3,1,2,2549
mazanec.social,mastodon,4.1.4,6,3,4,393
ap.remote-shell.net,gotosocial,0.12.2 git-096c517,1,null,null,523
social.singing.dog,pleroma,2.6.0,4,2,2,573
narrativ.es,mastodon,4.2.3,2,1,1,7999
mastodon.business,mastodon,4.2.3,6,4,5,246
mstdn.io,mastodon,4.2.2,1330,523,796,1628709
toothole.org,akkoma,3.9.3-0-g9d7c877,1,1,1,81
minmin.hostdon.ne.jp,mastodon,4.2.1,1,1,1,3574
jc.opprimo.jp,misskey,13.14.2,4,null,null,2
mstdn.blueday.blue,mastodon,4.2.1,2,2,2,6033
h4.io,mastodon,4.2.3,8178,610,2033,76799
eattherich.club,mastodon,4.2.3,91,32,47,14207
dobbs.town,mastodon,4.2.3,1057,142,218,205550
vive.im,mastodon,4.1.9,5,4,5,91656
social.finkhaeuser.de,mastodon,4.2.3,3,2,3,7464
akko.wtf,akkoma,3.10.3-221-g6fb91d79-develop,110,58,95,115326
sns.minovsky.space,akkoma,3.10.2-158-g59af68c6-develop,5,3,5,8626
anasodon.com,mastodon,4.2.1,2,1,2,1418
misskey.fusenstage.com,misskey,2023.11.0,93,null,null,6532
toot.lgbt,mastodon,4.2.0,211,64,81,73008
mi.okin-jp.net,misskey,2023.11.1-mio,62,null,null,8379
planet.moe,mastodon,4.2.3,23897,7212,17402,4276437
mcr.wtf,mastodon,4.2.1,153,30,66,14009
