domain,aplication,version,accounts,MAU,HYAU,posts
live.fabi.lgbt,owncast,0.1.3,1,1,1,0
livingevil.de,owncast,0.1.3,1,1,1,1
stream.donadvr.de,owncast,0.1.3,1,1,1,7
stream.collins.pub,owncast,0.1.0,1,1,1,1
stream.genuineparts.org,owncast,0.1.3,1,1,1,5
owncast.lab.how,owncast,0.1.3,1,1,1,1
owncast.dragonslave.de,owncast,0.1.3,1,1,1,1
demonview.wito.bar,owncast,0.1.0,1,1,1,7
live.acra.cloud,owncast,0.1.3,1,1,1,1
watch.onilynx69.live,owncast,0.1.3,1,1,1,3
stream.takios.de,owncast,0.1.2,1,1,1,3
livecast.vervillos.com,owncast,0.1.2,1,1,1,9
live.jadin.me,owncast,v0.1.0,1,1,1,4
live.focks.garden,owncast,0.1.3,1,1,1,0
stream.genky.duckdns.org,owncast,0.1.1,1,1,1,3
live.isolinear.space,owncast,0.1.3,1,1,1,4
live.waartz.fr,owncast,0.1.2,1,1,1,4
live.weebvr.com,owncast,0.1.1,1,1,1,4
cast.drownthewitch.com,owncast,0.1.3,1,1,1,8
watch.brvy.space,owncast,0.1.1,1,1,1,6
cast.lmao.sh,owncast,0.1.1,1,1,1,15
stream.vulpinecitrus.info,owncast,0.1.1,1,1,1,12
tv.mythicspace.net,owncast,0.1.2,1,1,1,4
live.doomsdayrs.page,owncast,0.1.3,1,1,1,2
nulla8.stream,owncast,0.1.3,1,1,1,7
live.hazu.moe,owncast,0.1.2,1,1,1,4
stream.yurupath.net,owncast,0.1.3,1,1,1,7
tv.coolpics.biz,owncast,0.1.2,1,1,1,27
tv.kangaroopunch.com,owncast,0.1.2,1,1,1,51
live.hdrs.nl,owncast,0.1.3,1,1,1,10
live.kloenk.dev,owncast,0.1.3,1,1,1,1
owncast.retronerd.at,owncast,0.1.3,1,1,1,26
video.paavi.eu,owncast,0.1.3,1,1,1,5
stream.ghoti.me,owncast,0.1.2,1,1,1,0
st.kazv.moe,owncast,0.1.2,1,1,1,0
owncast-k4m1.svc.0x0a.network,owncast,0.1.3,1,1,1,0
netstream.techniverse.net,owncast,0.1.2,1,1,1,29
tv.sneak.berlin,owncast,0.0.13-docker,1,1,1,3
owncast.vid-pro.de,owncast,0.1.3,1,1,1,1
live.whitevhs.xyz,owncast,0.1.3,1,1,1,14
stuudio.uudistekeskus.ee,owncast,0.1.3,1,1,1,65
stuudio2.uudistekeskus.ee,owncast,0.1.3,1,1,1,73
cast.3dns.eu,owncast,0.2.0,1,1,1,7
jointnet.live,owncast,0.1.3,1,1,1,121
live.sangelo.space,owncast,0.1.3,1,1,1,0
owncast.woitschetzki.eu,owncast,0.1.3,1,1,1,2
watch.thequery.club,owncast,0.1.3,1,1,1,1
stream2.reimu.info,owncast,0.1.3,1,1,1,2
wochenschautv.com,owncast,0.1.3,1,1,1,115
cinema.onjase.quebec,owncast,0.1.3,1,1,1,14
stream.communityreeftank.com,owncast,0.1.2,1,1,1,1
live.literalgrill.com,owncast,0.1.3,1,1,1,3
stream.moparisthe.best,Owncast,0.0.11,1,1,1,2
owncast.privateger.me,owncast,0.1.2,1,1,1,30
stream.sagefather.tv,owncast,0.1.3,1,1,1,2
stream.yarmo.eu,owncast,0.1.3,1,1,1,2
stream.nabulator.com,owncast,0.1.3,1,1,1,6
live.sagefather.tv,owncast,0.1.3,1,1,1,2
stream.xorp.hu,owncast,0.1.3,1,1,1,1
lordg6.onjase.quebec,owncast,0.1.3,1,1,1,15
jerryleetv.itvend.eu,owncast,0.1.2,1,1,1,10
stream.shady.website,owncast,0.1.3,1,1,1,9
live.allykotetsu.com,owncast,0.1.3,1,1,1,0
live.jimbosfiles.com,owncast,0.1.3,1,1,1,8
mrterrorista.com,owncast,0.1.3,1,1,1,3
tv.lrnz.it,owncast,0.1.3,1,1,1,12
owncast.makura.top,owncast,0.1.3,1,1,1,8
tv.seaswallow.me,owncast,0.0.12,1,1,1,0
cast.chillweeb.zone,owncast,0.1.3,1,1,1,10
live.theindiebeat.fm,owncast,0.1.3,1,1,1,16
owncast.observers.win,owncast,0.1.3,1,1,1,7
owncast.cyberpunklibrarian.nohost.me,owncast,0.1.3,1,1,1,8
shoogs.probablynot.art,owncast,0.1.3,1,1,1,172
nostream.mastodon.uno,owncast,0.1.3,1,1,1,555
aaronparecki.com,p3k,0.9.0,1,1,1,58760
libre.video,peertube,3.0.0,19994,24,71,332921
wirtube.de,peertube,6.2.1,18890,3304,9255,1767
video.antopie.org,peertube,6.2.1,16988,24,111,43056
swebbtv.se,peertube,6.2.1-c1,14633,3028,4839,2718
skeptikon.fr,peertube,6.2.1,13038,48,115,1856
gegenstimme.tv,peertube,6.0.3,12968,2332,6720,14299
video.qoto.org,peertube,5.2.1,10683,3,10,177129
p.lu,peertube,6.2.1,10000,12,3523,8538
swebbtube.se,peertube,6.2.1-c1,9774,1500,4155,37198
video.ploud.fr,peertube,6.1.0,7611,65,187,92815
video.querdenken-711.de,peertube,6.1.0,6909,19,6806,1977
peertube.iriseden.eu,peertube,6.2.0,6811,24,71,158713
peertube.lyceeconnecte.fr,peertube,5.2.1,6722,230,467,4073
tube.p2p.legal,peertube,6.0.4,5949,9,20,105137
dioxitube.com,peertube,6.2.1,5614,3774,4385,1448
peertube.monlycee.net,peertube,6.1.0,5453,138,282,4239
peertube.it,peertube,6.3.0,5347,203,737,27036
peertube.uno,peertube,6.2.1,5050,86,187,4740
pony.tube,peertube,6.1.0,4480,113,388,8791
wiwi.video,peertube,6.1.0,4004,94,304,884
peertube6new.pocketnet.app,peertube,4.2.2,3486,734,1327,5871
peertube.ch,peertube,6.3.0,3448,12,38,27927
video.cnr.it,peertube,4.2.2,3355,134,1034,418
videos.benjaminbrady.ie,peertube,3.1.0,3326,46,201,0
diode.zone,peertube,6.1.0,3321,73,255,39037
tube.kekmahub.com,peertube,4.1.1,3261,123,809,176
gorf.network,peertube,6.2.0,2885,0,55,16276
thecool.tube,peertube,3.0.0,2000,5,73,1108
greatview.video,peertube,3.0.0,2000,2,7,119
serv3.wiki-tube.de,peertube,2.4.0,2000,null,null,7820
vid.samtripoli.com,peertube,5.2.1,1948,2,6,1796
spook.tube,peertube,6.1.0,1938,231,1455,2191
peervideo.ru,peertube,6.3.0,1531,34,94,5741
poast.tv,peertube,6.2.0,1455,95,223,520006
peertube.fr,peertube,5.1.0,1454,30,82,21553
peertube.otakufarms.com,peertube,5.2.0,1434,131,722,129903
videos.lukesmith.xyz,peertube,6.2.1,1427,0,11,488
skeptube.fr,peertube,4.1.1,1375,2,20,308
peertube.bgzashtita.es,peertube,6.3.0,1338,5,27,20362
peervideo.club,peertube,6.2.1,1300,29,123,486644
video.eradicatinglove.xyz,peertube,4.1.1,1194,56,133,147
tvn7flix.fr,peertube,6.1.0,1158,317,457,3
tubedu.org,peertube,6.2.1,1123,43,118,4514
tube-enseignement-professionnel.apps.education.fr,peertube,6.2.1,1076,87,281,62561
www.kotikoff.net,peertube,5.0.1,986,0,2,23067
tube.xy-space.de,peertube,6.3.0,932,40,119,4579
player.ojamajo.moe,peertube,6.3.0,913,34,149,2633
vulgarisation-informatique.fr,peertube,6.1.0,906,0,3,1935
tube.kh-berlin.de,peertube,5.1.0,866,9,66,1032
www.yiny.org,peertube,6.2.1,817,15,41,4271
exode.me,peertube,6.0.3,750,7,17,34411
fediverse.tv,peertube,5.2.1,749,111,256,30661
makertube.net,peertube,6.3.0,674,174,355,67998
tube.taker.fr,peertube,5.0.1,649,0,0,11230
video.infosec.exchange,peertube,6.2.0,627,38,93,456564
fedimovie.com,peertube,6.3.0,585,71,143,3302
fair.tube,peertube,6.1.0,584,37,121,49069
tube.spdns.org,peertube,4.3.0,581,24,122,109035
videos.testimonia.org,peertube,6.3.0,558,1,3,2138
scitech.video,peertube,4.1.1,545,3,8,183
videos.pair2jeux.tube,peertube,6.2.0,545,20,39,77194
video.tedomum.net,peertube,6.1.0,521,12,41,127430
video.tedomum.net:443,peertube,6.1.0,521,12,41,127427
stream.udk-berlin.de,peertube,6.3.0,518,7,70,634
lostpod.space,peertube,6.1.0,507,5,19,84879
peertube.linuxrocks.online,peertube,6.1.0,503,28,68,17256
peertube.cipherbliss.com,peertube,5.0.1,497,1,5,79554
garr.tv,peertube,6.2.0,412,37,246,3428
videos.shmalls.pw,peertube,4.3.1,410,9,13,25527
streamsource.video,peertube,6.1.0,403,6,18,1063
peertube.archive.pocketnet.app,peertube,4.2.2,395,27,207,84594
fstube.net,peertube,6.2.1,389,41,96,2494
peertube.chatinbit.com,peertube,6.0.3,380,14,37,14691
videos.icum.to,peertube,6.1.0,375,40,116,45
seka.pona.la,peertube,5.1.0,374,30,116,165
vn.zohup.top,peertube,6.1.0,374,157,373,2441
tube.crapaud-fou.org,peertube,6.0.3,369,1,4,53560
peertube.eus,peertube,6.2.1,335,37,73,1880
dangly.parts,peertube,5.2.1,333,6,20,99
tube.midov.pl,peertube,6.1.0,330,10,26,52529
video.ploud.jp,peertube,6.1.0,315,38,99,252874
media.mwit.ac.th,peertube,6.2.0,304,44,121,308
video.igem.org,peertube,6.3.0,287,244,286,6843
tv.mattchristiansenmedia.com,peertube,6.2.1,277,2,8,282339
nicecrew.tv,peertube,6.3.0,262,101,195,8297
p.eertu.be,peertube,6.2.1,258,5,17,272346
peertube.be,peertube,6.2.1,258,5,17,272615
t.wtyl.live,peertube,6.3.0,256,51,99,3767
media.theplattform.net,peertube,5.1.0,255,76,177,2040
video.valme.io,peertube,3.0.1,251,1,2,112
grypstube.uni-greifswald.de,peertube,4.3.0,250,20,78,1440
peertube.lyclpg.itereva.pf,peertube,3.2.1,248,7,18,522
video-cave-v2.de,peertube,6.2.1,247,8,22,1021
review.peertube.biz,peertube,6.3.0,245,1,1,519606
tankie.tube,peertube,6.2.1,244,192,239,50223
video.nogafam.es,peertube,5.1.0,244,4,11,524
starsreel.com,peertube,6.1.0,241,11,47,299
toobnix.org,peertube,6.3.0,223,30,55,2034
portal.digilab.nfa.cz,peertube,6.0.3,220,65,105,145
tv.lumbung.space,peertube,5.2.1,215,5,14,183
hitchtube.fr,peertube,6.2.0,212,5,14,66930
videos.scanlines.xyz,peertube,6.0.3,202,4,28,632
video.sonet.ws,peertube,6.2.1,193,2,10,1404
videos.redeyes.site,peertube,5.2.1,193,42,171,12241
peertube.nodja.com,peertube,6.3.0,174,8,28,830
kodcast.com,peertube,6.1.0,167,11,20,19209
www.vnshow.net,peertube,6.0.4,165,1,4,1550
peertube.in.ua,peertube,6.2.1,163,26,65,291842
tv.pirateradio.social,peertube,5.1.0,158,1,14,907
video.glassbeadcollective.org,peertube,1.1.0,158,null,null,79
peer.lukeog.com,peertube,5.0.1,157,0,2,8884
peertube.debian.social,peertube,4.3.0,154,6,19,7376
tube.pol.social,peertube,6.2.1,150,45,76,3940
video.sadmin.io,peertube,6.3.0,147,8,23,636543
indymotion.fr,peertube,6.2.1,145,26,72,4213
pt.vern.cc,peertube,4.3.1,127,5,8,27
veedeo.org,peertube,6.0.2,127,32,82,32149
tube.futuretic.fr,peertube,6.2.1,126,8,19,1015
urbanists.video,peertube,6.1.0,121,23,44,1889
video.mycrowd.ca,peertube,6.3.0,120,3,14,28082
bitcointv.com,peertube,3.4.1,118,5,16,5155
video.linux.it,peertube,6.1.0,115,5,16,3421
my-sunshine.video,peertube,6.3.0,115,16,88,26182
openmedia.edunova.it,peertube,5.0.1,108,16,58,229
offenes.tv,peertube,5.1.0,106,0,1,567
fgage.com,peertube,6.3.0,102,10,53,35
lastbreach.tv,peertube,5.2.1,100,0,0,200
peertube.get-racing.de,peertube,5.2.1,100,7,14,11
peertube.redpill-insight.com,peertube,5.2.1,100,3,3,397
freediverse.com,peertube,6.3.0,96,30,56,473752
videos.domainepublic.net,peertube,6.1.0,96,14,27,7652
lawsplaining.peertube.biz,peertube,6.3.0,95,0,5,253789
video.everythingbagel.me,peertube,6.3.0,94,50,89,3005
peertube.ethibox.fr,peertube,6.3.0,94,0,5,77
bark.video,peertube,6.2.1,93,19,50,17876
peertube.nz,peertube,6.3.0,91,5,11,3548
runtube.re,peertube,6.1.0,91,7,15,582485
classe.iro.umontreal.ca,peertube,6.2.0,91,11,17,567
watch.nuked.social,peertube,5.2.1,89,4,6,1801
tube.kla.tv,peertube,6.0.3,87,83,83,23570
peertube.anon-kenkai.com,peertube,6.2.0,86,11,42,88102
vigilante.tv,peertube,6.3.0,86,62,74,19920
peertube.laas.fr,peertube,6.2.1,85,17,35,296
tube.skrep.in,peertube,6.2.1,84,4,10,93180
astrotube.obspm.fr,peertube,6.2.1,84,10,18,421
peertube.netzbegruenung.de,peertube,6.1.0,80,6,19,401
nadajemy.com,peertube,6.3.0,80,5,11,1770
peertube.wtf,peertube,6.3.0,79,11,47,165966
birdtu.be,peertube,4.3.1,79,2,12,5150
peertube.gsugambit.com,peertube,4.2.2,79,0,1,120
tube.kher.nl,peertube,6.3.0,77,4,11,8625
video.the-nutrivore.social,peertube,6.0.4,77,69,69,0
v.lor.sh,peertube,6.3.0,75,7,14,185
tube.sp-codes.de,peertube,6.2.1,75,11,19,11403
videos.lescommuns.org,peertube,5.1.0,73,2,13,5473
tube.fdn.fr,peertube,5.2.1,73,3,16,2495
share.tube,peertube,6.0.3,70,3,11,3284
video.marcorennmaus.de,peertube,6.0.2,68,2,5,1896
peertube.ignifi.me,peertube,6.2.0,67,0,2,5070
varis.tv,peertube,6.3.0,66,0,6,222
tube.calculate.social,peertube,6.2.1,65,4,9,183
tube.rebellion.global,peertube,6.1.0,62,5,10,1229
vid.northbound.online,peertube,6.3.0,62,13,35,76900
p2ptube.us,peertube,6.3.0,61,2,11,498620
video.comune.trento.it,peertube,6.1.0,60,8,16,208
trailers.ddigest.com,peertube,6.3.0,58,3,9,293
tube.aquilenet.fr,peertube,6.0.3,57,9,13,38206
videos.cemea.org,peertube,6.0.3,57,9,19,957
comics.peertube.biz,peertube,6.3.0,55,1,1,210952
vid.femboyfurry.net,peertube,6.2.0,55,1,11,7900
peertube.slat.org,peertube,6.2.0,53,4,11,19556
peertube.xwiki.com,peertube,6.1.0,52,2,5,161
tv.atmx.ca,peertube,6.3.0,52,2,5,7701
videos.iut-orsay.fr,peertube,6.3.0,52,4,11,333
bolha.tube,peertube,6.2.0,51,7,30,2435
www.neptube.io,peertube,6.2.1,51,11,21,52113
video.r3s.nrw,peertube,6.2.1,50,0,2,4394
watch.goodluckgabe.life,peertube,5.1.0,50,8,25,291
tube.grin.hu,peertube,6.2.1,49,2,6,2015
tube.froth.zone,peertube,6.2.1,49,1,2,16411
styxhexenhammer666.com,peertube,6.3.0,48,1,24,250697
media.interior.edu.uy,peertube,3.0.1,48,0,5,98
peertube.red,peertube,6.3.0,46,3,8,228876
tube.anjara.eu,peertube,6.2.1,46,0,2,238115
tube.rooty.fr,peertube,6.3.0,46,2,4,84789
cast.garden,peertube,6.3.0,46,18,29,2521
astrotube-ufe.obspm.fr,peertube,6.2.1,45,2,10,418
peertube.bike,peertube,6.0.4,44,2,4,27
syrteplay.obspm.fr,peertube,6.1.0,44,4,22,418
v.basspistol.org,peertube,6.2.1,43,9,17,68860
vhs.absturztau.be,peertube,6.3.0,43,8,20,25297
tube.numerique.gouv.fr,peertube,6.2.1,43,16,28,233
gade.o-k-i.net,peertube,6.3.0,42,8,10,12784
apertatube.net,peertube,6.2.1,42,5,10,22262
tube.undernet.uy,peertube,6.2.1,41,12,23,60149
peertube.wiredentrypoint.xyz,peertube,6.0.2,41,1,1,28452
tube.teckids.org,peertube,6.0.3,41,0,6,203
medias.debrouillonet.org,peertube,6.3.0,41,4,12,242
leopard.tube,peertube,6.0.3,41,0,6,203
kino.kompot.si,peertube,6.1.0,40,3,7,4895
peertube.1312.media,peertube,5.2.1,40,1,2,489296
tube.rhythms-of-resistance.org,peertube,6.2.0,38,3,6,55
videos.bik.opencloud.lu,peertube,5.1.0,38,0,0,12
peertube.communecter.org,peertube,3.2.1,38,3,7,118
peertube.openstreetmap.fr,peertube,6.2.1,37,6,15,1287
peertube.we-keys.fr,peertube,6.3.0,37,1,4,7051
nastub.cz,peertube,6.3.0,37,2,7,2823
xxivproduction.video,peertube,6.1.0,36,6,15,50831
aperi.tube,peertube,6.3.0,36,5,16,1314
study.miet.ru,peertube,4.2.2,35,1,3,1096
artitube.artifaille.fr,peertube,6.1.0,34,0,3,102
videohaven.com,peertube,6.3.0,33,15,22,11734
anarchy.tube,peertube,6.3.0,32,3,13,157
video.soi.ch,peertube,3.1.0,32,0,1,88
peertube.researchinstitute.at,peertube,5.1.0,31,4,8,2
peertube2.cpy.re,peertube,6.3.0-nightly-2024-09-20,31,7,15,98278
tube.fedi.quebec,peertube,6.3.0,31,6,19,129298
peertube.nomagic.uk,peertube,6.1.0,30,2,3,53025
peertube.rural-it.org,peertube,5.1.0,30,1,1,5950
peertube2.cpy.re:443,peertube,6.3.0-nightly-2024-09-23,30,7,15,98432
tube.graz.social,peertube,6.2.1,29,1,12,2878
pt.thishorsie.rocks,peertube,6.3.0,29,6,16,18313
peertube.art3mis.de,peertube,6.2.1,29,7,11,4853
video.telemillevaches.net,peertube,6.2.1,29,4,5,773
pire.artisanlogiciel.net,peertube,6.2.0,29,0,6,22186
displayeurope.video,peertube,6.1.0,28,10,21,7722
moderndaywizards.org,peertube,5.2.1,28,15,19,5963
peertube.lhc.net.br,peertube,5.1.0,28,3,6,20795
video.fabriquedelatransition.fr,peertube,6.2.1,28,3,12,936
tube.rsi.cnr.it,peertube,4.1.1,28,4,16,420
vanua.tube,peertube,5.2.1,28,1,4,47
video.osgeo.org,peertube,6.0.2,26,2,13,1230
peertube.plataformess.org,peertube,6.1.0,26,2,9,288
communitymedia.video,peertube,6.1.0,26,6,13,11552
mla.moe,peertube,6.3.0,26,3,4,594
tube.portes-imaginaire.org,peertube,5.2.1,25,5,9,23573
video.snug.moe,peertube,6.1.0,25,2,4,791
tube.vencabot.com,peertube,6.2.1,25,14,23,6
punktube.net,peertube,6.2.1,25,4,9,73
peertube.virtual-assembly.org,peertube,3.1.0,24,1,4,805
videos.globenet.org,peertube,6.0.4,24,2,9,637
video.rs-einrich.de,peertube,6.3.0,24,0,4,107
vid.twhtv.club,peertube,6.1.0,24,5,10,2291
digitalcourage.video,peertube,6.2.0,23,3,7,1257
peertube.astral0pitek.synology.me,peertube,6.3.0,23,5,11,26574
tube.fede.re,peertube,5.0.1,23,4,8,63766
tube.schule.social,peertube,6.3.0,23,0,4,255
tube.systerserver.net,peertube,5.2.1,22,2,7,83
video.mshparisnord.fr,peertube,6.2.0,22,6,13,78
videos.danksquad.org,peertube,5.2.1,21,5,10,40039
peertube.pix-n-chill.fr,peertube,6.0.4,21,2,2,2007
videos.coletivos.org,peertube,4.3.0,21,1,4,18123
video.eientei.org,peertube,5.1.0,21,1,3,182992
vids.stary.pc.pl,peertube,6.1.0,21,3,7,203
peertube.libretic.fr,peertube,6.1.0,20,5,9,12255
pt.ilyamikcoder.com,peertube,6.3.0,20,3,7,448
tubulus.openlatin.org,peertube,6.0.3,20,0,0,9320
kinowolnosc.pl,peertube,6.1.0,20,3,7,56640
peertube.se,peertube,6.1.0,20,2,8,774
tube.thechangebook.org,peertube,6.0.3,19,3,4,39014
tube.jeena.net,peertube,6.2.0,19,3,3,16414
video.audiovisuel-participatif.org,peertube,6.2.1,19,5,8,1374
video.tkz.es,peertube,6.2.0,19,12,14,7271
video.pcf.fr,peertube,6.2.1,19,2,6,1514
peertube.hellsite.net,peertube,3.4.1,19,2,2,11567
tube.interhacker.space,peertube,6.1.0,19,2,4,196
tube.lab.nrw,peertube,6.0.3,18,0,0,5680
tube.sloth.network,peertube,5.2.1,18,0,0,3745
play.kryta.app,peertube,5.2.1,18,0,0,3
peertube.anduin.net,peertube,6.1.0,17,2,6,193552
tube.todon.eu,peertube,6.3.0,17,2,10,6199
tv.undersco.re,peertube,5.0.0,17,1,7,101
video.shitposter.club,peertube,4.1.0,17,1,6,172
peertube.tiennot.net,peertube,6.0.3,17,0,0,1271
video.na-prostem.si,peertube,4.3.0,17,1,2,28
videos.fsci.in,peertube,2.2.0,16,null,null,104
pace.rip,peertube,4.3.1,16,1,1,0
flipboard.video,peertube,6.3.0,15,3,5,15
peertube.biz,peertube,6.3.0,15,1,9,241255
video.blueline.mg,peertube,6.2.1,15,1,3,92946
flooftube.net,peertube,6.2.0,15,2,10,12046
videos.john-livingston.fr,peertube,6.2.1,15,2,4,22457
peertube.public.cat,peertube,6.2.1,15,3,3,5697
video.g3l.org,peertube,3.0.1,15,2,2,11134
vid.ryg.one,peertube,6.2.1,15,7,9,58
peertube.scyldings.com,peertube,3.4.0,15,0,1,23
kadras.live,peertube,5.2.1,15,2,2,131846
videos-libr.es,peertube,6.2.0,15,2,3,612
tube.kockatoo.org,peertube,6.3.0,14,4,7,38747
conf.tube,peertube,6.0.3,14,1,3,567
tube.nogafa.org,peertube,6.1.0,14,2,3,20600
canard.tube,peertube,5.2.1,14,0,0,1010
peertube.european-pirates.eu,peertube,4.2.2,14,0,3,376
social.fedimovie.com,peertube,6.3.0,14,1,1,2939
tube.toldi.eu,peertube,6.0.4,14,1,3,4
merci-la-police.fr,peertube,5.0.1,14,0,1,136
vn.zohup.net,peertube,6.2.1,14,2,2,2429
watch.tacticaltech.org,peertube,5.2.1,14,0,3,139
peertube.cpy.re,peertube,6.3.0,13,1,1,20
video.gresille.org,peertube,6.0.4,13,2,6,3202
tube.ebin.club,peertube,6.3.0,13,1,3,441
tube.extinctionrebellion.fr,peertube,6.2.0,13,1,6,1196
tube.felinn.org,peertube,6.2.1,13,2,5,1377
peertube.cpy.re:443,peertube,6.3.0,13,1,1,20
peertube.ucy.de,peertube,3.2.1,13,0,3,8
video.turbo.chat,peertube,6.3.0,13,2,2,17
peertube.cirkau.art,peertube,6.2.1,13,1,6,74530
peertube.inubo.ch,peertube,6.0.3,12,0,0,1093
tube.distrilab.fr,peertube,6.0.3,12,1,3,263
videos.parleur.net,peertube,6.2.1,12,2,4,23879
tube.fediverse.at,peertube,6.2.0,12,3,5,1611
tube.bit-friends.de,peertube,6.2.1,12,0,7,29119
videos.leslionsfloorball.fr,peertube,6.2.1,12,0,2,141
tube.cnr.it,peertube,4.3.0,12,0,2,212
tube.azbyka.ru,peertube,5.2.1,12,2,3,5848
outcast.am,peertube,6.0.3,12,1,6,37
video.canadiancivil.com,peertube,6.3.0,11,3,6,1871
peertube.gegeweb.eu,peertube,3.0.1,11,2,2,23539
peertube.gemlog.ca,peertube,6.2.1,11,0,2,8633
watch.ocaml.org,peertube,6.3.0,11,2,4,155
pointless.tube,peertube,6.2.1,11,6,9,25
video.chbmeyer.de,peertube,6.3.0,11,0,2,38
tube.matrix.rocks,peertube,6.2.1,11,3,8,1253
peertube.teftera.com,peertube,6.0.2,11,0,3,28331
videos.yeswiki.net,peertube,6.2.1,11,4,7,1305
videos.supertuxkart.net,peertube,4.0.0,11,2,2,54
videos.squat.net,peertube,6.3.0,11,0,1,148
peertube.nadeko.net,peertube,6.3.0,11,4,8,117
pt01.lehrerfortbildung-bw.de,peertube,6.3.0,11,4,7,94
video.csc49.fr,peertube,3.1.0,11,1,2,713
tube.pustule.org,peertube,6.0.2,11,0,4,10
peertube.roundpond.net,peertube,5.1.0,11,2,4,7
peertube.xrcb.cat,peertube,4.0.0,11,1,2,13
peertube.urkob.com,peertube,4.2.2,11,2,2,32
movie.tkngh.jp,peertube,5.2.1,10,2,2,29
tube.dsocialize.net,peertube,3.1.0,10,0,0,121569
video.rhizome.org,peertube,6.0.2,10,2,4,286
tube.ofloo.io,peertube,6.3.0,10,2,3,135463
videos.viorsan.com,peertube,6.2.0,10,2,3,297174
videos.realnephestate.xyz,peertube,6.1.0,10,1,1,31038
video.lycee-experimental.org,peertube,6.1.0,10,1,3,4982
tube.govital.net,peertube,6.3.0,10,1,2,3099
mix.video,peertube,6.0.4,10,1,3,19
yt.orokoro.ru,peertube,6.0.4,10,1,2,17412
peertube.livingutopia.org,peertube,4.2.2,10,0,0,11
peertube-demo.learning-hub.fr,peertube,4.3.1,10,0,1,3790
media.inno3.eu,peertube,6.2.1,10,0,4,741
breeze.tube,peertube,3.3.0,10,0,0,1
peertube.apps.mzclp.de,peertube,6.1.0,10,1,1,311
video.stwst.at,peertube,6.2.1,10,0,1,124
peertube.downes.ca,peertube,5.2.0,10,1,7,19
video.arghacademy.org,peertube,5.2.1,10,6,7,12
tube.risedsky.ovh,peertube,6.3.0,10,2,4,636
video.sotamedia.org,peertube,5.2.1,10,1,3,142
peertube.wirenboard.com,peertube,6.2.1,10,6,6,187
peertubevdb.de,peertube,6.1.0,10,1,2,11128
peertube.heraut.eu,peertube,6.3.0,9,3,3,81585
christian.freediverse.com,peertube,6.3.0,9,2,8,187905
peer.tube,peertube,6.3.0,9,1,9,4220
peertube.laguixeta.cat,peertube,5.2.1,9,1,3,17
vid.kinuseka.us,peertube,6.2.1,9,3,4,16941
media.zat.im,peertube,6.3.0,9,1,1,2057
peertube.beeldengeluid.nl,peertube,6.3.0,9,1,2,7604
video.migennes.net,peertube,6.3.0,9,1,1,76652
peer.madiator.cloud,peertube,6.3.0,9,6,6,44185
video.barcelo.ynh.fr,peertube,6.2.1,9,2,9,57200
videos.ahp-numerique.fr,peertube,4.2.2,9,1,1,355
peertube.lagob.fr,peertube,5.2.0,9,0,3,69
peertube.interhop.org,peertube,5.2.1,9,0,2,39
serv1.wiki-tube.de,peertube,2.4.0,9,null,null,329
tube.polytech-reseau.org,peertube,6.0.4,9,0,1,15
piraten.space,peertube,6.0.3,9,1,6,394
serv2.wiki-tube.de,peertube,2.4.0,9,null,null,329
tututu.tube,peertube,4.2.2,9,0,0,30
video.migennes.net:443,peertube,6.3.0,9,1,1,76655
video.dlearning.nl,peertube,6.2.0,9,5,6,47
live.dcnh.cloud,peertube,6.2.1,9,1,2,1298
peertube.platoniq.net,peertube,5.2.1,9,0,2,15
videos.laguixeta.cat,peertube,6.2.0,9,0,2,15
peertube.artsrn.ualberta.ca,peertube,4.3.0,9,0,0,114
tv.nizika.tv,peertube,6.2.0-rc.1,9,7,8,46
peertube.bingo-ev.de,peertube,6.2.0,8,1,4,24
tube.io18.top,peertube,6.2.1,8,2,3,1766
video.tum.social,peertube,4.3.0,8,0,0,4
views.southfox.me,peertube,6.3.0,8,0,0,2607
przej.me,peertube,4.1.0,8,1,1,11402
peertube.protagio.org,peertube,6.0.4,8,0,4,52
film.k-prod.fr,peertube,6.2.0,8,2,4,744
audio.freediverse.com,peertube,6.3.0,8,0,3,224676
peertube.familie-berner.de,peertube,6.3.0,8,1,2,25102
spacepub.space,peertube,6.0.2,8,0,3,84
peertube.arch-linux.cz,peertube,6.3.0,8,1,6,1113
media.exo.cat,peertube,6.1.0,8,0,6,4590
stream.conesphere.cloud,peertube,5.2.1,8,0,1,2610
video.emergeheart.info,peertube,6.0.3,8,0,2,217
tube.picasoft.net,peertube,6.3.0,8,2,2,222
raptube.antipub.org,peertube,2.3.0,8,null,null,82
peertube.s2s.video,peertube,6.3.0,8,4,6,401
tube.elemac.fr,peertube,6.2.1,8,1,2,3801
vid.prometheus.systems,peertube,5.2.1,8,0,0,2120
videos.wirtube.de,peertube,6.2.1,8,2,5,1771
peertube.delfinpe.de,peertube,5.2.1,8,1,7,0
peertube.2i2l.net,peertube,6.0.1,8,1,5,45
tube.amic37.fr,peertube,3.4.1,8,0,0,32
live.solari.com,peertube,5.1.0,8,3,4,3212
dud-video.inf.tu-dresden.de,peertube,3.4.0,8,0,1,89
tube.leetdreams.ch,peertube,6.3.0,8,4,6,38
tube.3xd.eu,peertube,6.3.0,8,1,5,197
media.smz-ma.de,peertube,6.2.1,8,7,7,27
video.linuxtrent.it,peertube,5.1.0,7,0,3,2537
