domain,application,version,users,MAU,HYAU,posts
meikai.chaotic.ninja,incestoma,6.9.1-212-gf5626728-develop,2,null,null,0
miku.place,akkoma,3.10.4-0-gebfb617,5,2,5,620
clacks.link,mastodon,4.2.1-mrt,30,20,23,34375
mstdn.yue-kichi.world,mastodon,4.2.1,2,1,2,4212
fluffpri.de,akkoma,3.5.0-develop,1,null,null,971
metapixl.com,pixelfed,0.11.9,4870,623,1704,1604548
mcr.wtf,mastodon,4.2.3,157,36,65,14339
starside.social,mastodon,4.2.3,5,3,4,1664
technews.social,mastodon,4.1.2,60,7,23,980
social.nikkasystems.com,mastodon,4.2.3,3,2,2,508
nutmeg.social,mastodon,4.1.4,93,22,45,29948
dacharycarey.social,mastodon,4.2.3,1,1,1,1500
micro.srvr.dev,mastodon,4.2.3,2,1,1,1417
hilo0.hostdon.ne.jp,mastodon,4.2.1,2,2,2,414
hope-pf27.moe,misskey,2023.12.1,5,null,null,8673
matitodon.com,mastodon,4.2.3,373,64,100,344999
diaspora.im,mastodon,4.3.0-alpha.0+glitch,9,10,14,3574
helvede.net,mastodon,4.2.3,210,101,157,81312
social.juanlu.space,mastodon,4.2.3,1,1,1,4617
mastodon.berlin,mastodon,4.2.3,3668,558,1433,17991
witches.live,mastodon,3.0.1,4363,799,5520,597769
munochi.moe,misskey,2023.12.2+munochi,8,null,null,11616
blue-sky.world,mastodon,4.2.3,4,3,4,4170
ellieayla.net,mastodon,4.2.0,1,1,1,6149
dev.mstdn-jp.site,mastodon,4.2.2,5,0,1,7
1210.nl,mastodon,4.2.3,12,3,5,1009
shortstacksran.ch,pleroma,2.6.0,11,7,10,7048
social.graves.cl,firefish,1.0.3,3,1,1,1514
hostux.social,mastodon,4.2.3,8264,654,1169,429477
papi.n1l.dev,misskey,2023.12.2.papi.dev.2.hotfix.4,45,null,null,96587
fruef.social,mastodon,4.2.3,40,22,26,16679
ohnepunktundkomma.org,mastodon,4.2.1,5,1,1,1463
chancellor.social,mastodon,4.2.1,1,1,1,83
firefish.9tail.net,firefish,1.0.5-dev20,4,1,2,96
finkasaur.us,mastodon,4.2.3,3,1,1,1943
transfem.social,sharkey,2024.1.0.beta2,247,null,null,56975
m.blasteh.uk,mastodon,4.2.3,3,1,1,253
social.edu.nl,mastodon,4.2.3,793,169,411,9282
muknown.jp,mastodon,4.2.1,44,8,12,286384
achrilock.social,mastodon,4.2.3,2,2,2,2059
troetbande.social,mastodon,4.1.5,5,2,4,1805
side.misskey.productions,misskey,2023.11.1-sidemisskey,2719,null,null,2563461
m6n.onsen.tech,mastodon,4.2.3,321,25,28,56675
zeitung.social,mastodon,4.2.3,4,3,3,111
independent-media.co.uk,mastodon,4.2.3,139,13,26,8604
23.illuminati.org,mastodon,4.2.1,155,18,50,1568
sns.kianting.info,pleroma,2.6.0,5,5,7,2553
livellosegreto.it,mastodon,4.2.3,6944,1592,3200,358170
click.ba.it,mastodon,4.2.3,2,2,2,7241
spv.sh,mastodon,4.2.1,1,1,1,1588
hi6.io,mastodon,4.2.3,9,4,9,119
retr0.id,pleroma,2.5.0,1,1,1,2676
mstdn.delmulin.com,mastodon,4.2.3,17,10,13,30593
social.jonathancandler.com,mastodon,4.1.0,3,2,2,128
pm.ernix.jp,mastodon,4.2.0,1,1,1,91
rap.social,mastodon,4.1.4,97,29,85,12479
oshiro.hirunohi.com,firefish,1.0.4-beta31,16,9,13,47059
ravenation.club,mastodon,4.2.3,25970,1125,4761,419247
redwombat.social,mastodon,4.2.2,27,17,20,27219
deacon.social,mastodon,4.2.3,421,70,145,36895
lemmy.world,lemmy,0.18.5,147785,10882,31705,221656
social.riz-om.network,mastodon,4.2.3,2,1,1,13
anarres.family,mastodon,4.2.0+glitch,13,13,13,28417
wug.fun,mastodon,4.1.4,283,17,22,112761
dlx.pink,akkoma,3.10.4-1-gebfb617b,2,2,2,47
chaosfem.tw,mastodon,4.3.0-alpha.0+glitch,298,171,253,171373
podcasts.social,mastodon,4.2.3,415,278,342,26990
misskey.social,misskey,2023.12.2,621,null,null,23359
suya.place,akkoma,3.10.4-4-g74f94627-suyaplace,36,25,32,25100
xxivproduction.video,peertube,6.0.1,35,9,15,57547
social.nodered.org,mastodon,3.1.3,3,2,2,3867
banjo.town,mastodon,3.5.16,8,3,3,3247
msky.mkakh.com,misskey,13.14.2,5,null,null,453
lsbt.me,mastodon,4.2.3,137,43,86,17099
mastodon.kitamurakz.com,mastodon,3.5.3,1,1,1,183
enby.army,akkoma,3.10.4-1-gebfb617b,2,2,3,10
social.rutland.org.uk,akkoma,3.9.3-28-g9d7c877d,1,1,1,164
buc.ci,snac,2.45-dev,1,1,1,650
lookingup.francois-rincon.org,wordpress,6.4.2,1,1,0,12
freeassociation.world,mastodon,4.2.3,16,1,2,513
shadows.rest,mastodon,4.2.3,31,12,27,414
glitterkitten.co.uk,mastodon,4.2.3,15,10,13,40099
beta.romneko.net,yoiyami,v6-beta25_based_on_12.119.2,33,11,21,69868
walkah.social,akkoma,3.10.4,1,1,1,52
ajin.la,mastodon,4.2.3,1,1,1,42197
kalaclista.com,gotosocial,kalaclista git-212fecf,1,null,null,1626
abraham.su,mastodon,4.2.3,1,1,1,584
overkill.social,mastodon,4.2.3,3,3,3,2158
ernestoacosta.org,mastodon,4.2.3,1,1,1,1154
social.nohto.net,misskey,13.14.2,4,null,null,240
oberberg.nrw,mastodon,4.2.3,17,5,12,3987
mastodon.annleckie.com,mastodon,4.3.0-alpha.0+glitch,8,3,3,639
superneko.net,misskey,2023.9.3-sn231125,27,null,null,11309
strangeminds.social,mastodon,4.2.3,1,1,4,124
mstdn.osaka,mastodon,4.1.4,1873,65,121,1914701
muenchen.social,mastodon,4.1.9,10821,1844,3835,446346
ruhr.social,mastodon,4.2.3,10463,2087,4245,545120
existentialcrisis.link,mastodon,4.2.3,4,2,2,414
costodon.social,mastodon,4.2.3+costodon,135,46,101,2307
social.anufrij.de,mastodon,4.3.0-nightly.2024-01-13,2,2,2,1507
pl.salushnes.solutions,akkoma,3.9.3,5,3,8,2773
stephenwuebker.social,mastodon,4.2.3,1,1,1,184
planet.moe,mastodon,4.2.3,24206,7603,14268,4798330
nobl.ink,misskey,12.119.2,6,1,1,1493
pleroma.envs.net,akkoma,3.10.4-0-g0af8e93,230,53,101,21808
gohardforv.jp,wordpress,6.4.2,2,1,1,16
vyrse.social,mastodon,4.2.3,9,4,9,4219
tsukihi.me,mastodon,4.3.0-alpha.0+glitch,61,28,42,50011
wawa-huayuan.blue,kmyblue,4.2.3+kmyblue.5.13-LTS,3,2,3,72
crazylab.online,mastodon,3.4.0rc2,53,2,4,1824
sciences.social,mastodon,4.2.3,4242,1074,2140,136104
songbird.cloud,mastodon,4.3.0-alpha.0+glitch,209,133,175,195916
historians.social,mastodon,4.2.3,2052,379,790,186107
n.minidragon.one,nexkey,12.23Q4.8,2,1,1,651
nrw.social,mastodon,4.2.3,18015,3812,7455,1024601
kiritan.work,mastodon,4.2.3,308,106,137,1993972
vocalodon.net,mastodon,3.3.2,6965,405,929,4799505
urbanists.social,mastodon,4.2.3,6212,934,1915,332629
expressional.social,mastodon,4.3.0-nightly.2024-01-14+glitch,3098,362,364,85976
toot.io,mastodon,4.2.3,11355,1193,3472,129856
inokashiraskey.jp,misskey,2023.11.1,17,null,null,5765
peculiar.florist,iceshrimp,2023.12.1,79,42,76,29065
misskey.amfedisr.net,misskey,2023.11.1,4,null,null,1814
m.adventurehound.io,mastodon,4.1.11,4,3,3,212
hackers.town,mastodon,4.1.4+glitch,355,214,267,605869
ozstream.net.au,mastodon,4.2.3,5,2,3,51
pl.kpherox.dev,pleroma,2.6.51-0-g0df41c1-pl-kpherox-dev,4,1,1,29085
dope.bz,mastodon,4.2.3,2,1,2,0
rando.social,mastodon,4.2.3,3,1,1,115
twit.social,mastodon,4.2.3,8199,2283,3872,343083
pixelig.social,mastodon,4.2.3,6,4,5,4922
social.northernvoice.app,mastodon,4.2.3,11,3,8,163291
federation.p1k3.com,mastodon,4.2.3,3,1,1,10887
rigcz.club,mastodon,4.2.3,33,11,13,13618
glauca.space,mastodon,4.3.0-nightly.2023-10-11+glitch,66,19,31,13387
uni.vuwuv.com,mastodon,4.2.3,1,1,1,335
momo.dosuto.net,cherrypick,4.6.0,17,null,null,3790
newspapers.se,mastodon,4.2.3,28,24,28,166762
mdon.ee,mastodon,4.2.1+est,1,1,1,770
kind.social,mastodon,4.2.3,3721,1806,3035,277737
mastodon.oeru.org,mastodon,4.2.0,2196,30,146,12801
nightly.pastwind.top,misskey,2023.12.2,6,null,null,53
social.net.ua,pleroma,2.6.50-2-g4c5b45ed,203,44,93,30540
mastodon.rip,mastodon,4.2.0,5,4,5,3768
stereophonic.space,pleroma,2.4.4-5-gb2909492-stereophonic-stable,951,null,null,419175
toot.mirbsd.org,gotosocial,0.13.1 git-ccecf5a,7,null,null,40205
mastodon.com.pl,mastodon,4.2.3,690,274,779,65757
velodrama.cc,mastodon,4.2.3,1,1,1,616
masto.kix2902.dev,mastodon,4.2.3,3,3,3,1188
burningnebula.net,mastodon,4.2.3,7,2,4,1116
riedstadt.social,mastodon,4.2.3,1,1,1,43
computerfairi.es,mastodon,3.4.1+glitch,1611,130,326,473814
pleroma.debian.social,pleroma,2.5.5,65,17,26,2644
misskey.dummy.red,misskey,2023.11.1,3,null,null,21
fedi.lecturify.net,pleroma,2.6.51-338-gf74f5e0a-develop,16,2,8,3872
kmy.blue,kmyblue,4.3.0-alpha.0+kmyblue.11.0-dev,2246,1008,1698,289852
mastodon.scot,mastodon,4.2.3,28732,3615,8393,1716857
postchat.io,mastodon,4.2.1,255,75,120,18808
noods.fun,mastodon,4.2.3,86,28,56,9261
pol.social,mastodon,4.2.0,6956,710,1875,142840
piefed.social,PieFed,0.1,55,55,55,0
msky.aozora.uk,cherrypick,4.6.0-beta.7,87,null,null,58609
mstdn.starnix.network,mastodon,4.2.0+glitch,82,30,45,85545
z0ne.social,foundkey,13.0.0-preview6,4,1,1,15426
kwak.cab,iceshrimp,2023.12.1-dev-4d9b8df5c,5,3,3,2834
mastodon.ladd.network,mastodon,4.2.3,1,1,1,0
heislandmine.work,mastodon,3.5.1,226,59,82,1387211
hax.social,mastodon,4.2.0+glitch,3,1,1,873
mastodon.mikmak.cc,mastodon,4.1.6,7,3,5,76026
crlf.ninja,pleroma,2.6.0,8,3,6,9635
social.espeweb.net,pleroma,2.6.1,13,13,13,3334
mastodon.kxn4t.tech,mastodon,4.2.3,2,2,2,58588
social.stefanomarinelli.it,akkoma,3.10.4,1,1,1,500
is-a.cat,mastodon,4.3.0-alpha.0+glitch,10,7,10,8250
zpravobot.news,mastodon,4.2.1,429,386,433,338413
tor.lat,mastodon,4.2.3,1,2,2,782
shrike.club,mastodon,3.5.10,193,143,164,1055889
commodore.social,mastodon,4.3.0-alpha.0+glitch,1,1,1,575
ap.tukejonny.net,pleroma,2.5.2,2,2,2,156
social.arielaw.ar,firefish,1.0.5-rc,4,1,2,866
sizecraft.social,mastodon,4.2.3,44,20,40,2569
toot.boston,hometown,4.0.10+hometown-1.1.1,16,6,7,5978
misskey.pm,firefish,1.0.5-rc,192,33,89,29113
masto.louzao.network,mastodon,4.2.3,2,1,1,700
snabelen.no,mastodon,4.2.3,2476,598,1088,165819
bunt.social,mastodon,4.2.3,46,23,30,37143
soukun.io,misskey,2023.12.2,22,null,null,56821
mastodon.gougere.fr,mastodon,4.2.1,1880,109,157,227932
scicomm.xyz,mastodon,4.2.3,1455,339,547,125354
sunshine.town,gotosocial,0.13.1 git-ccecf5a,1,null,null,60
tkkmk.momoimidori.cc,misskey,2023.12.2,4,null,null,6
apobangpo.space,mastodon,4.2.3,1199,97,275,97338
bark.lgbt,mastodon,4.3.0-bark+prod,5174,686,692,153374
rhythmisskey.games,misskey,2023.11.1,1513,null,null,592008
social.apreslanu.it,mastodon,4.2.1,94,9,12,14047
fe.disroot.org,akkoma,3.10.4-0-gebfb617,1472,287,764,26514
mendeddrum.org,mastodon,4.2.0,245,125,161,99350
mastodon.pena.mobi,mastodon,4.2.3,1,0,0,1
korikata.hostdon.ne.jp,mastodon,4.2.1,2,2,2,1291
toot.ketanvijayvargiya.com,mastodon,4.2.3,2,1,2,9
dekadensverket.se,mastodon,4.2.3,3,3,3,53
mk.shrimpia.network,misskey,2023.12.0,1453,null,null,1233290
9ineverse.com,misskey,2023.11.1-9ine-4.1.4,2746,null,null,1085088
mastodon.miicat.eu,mastodon,4.2.3,2,1,1,2045
mastodon.zaclys.com,mastodon,4.2.3,3964,586,969,245796
freeframe.masto.host,mastodon,4.2.3,2224,31,70,21209
computerclub.social,mastodon,4.2.3,24,25,25,31
tyt.maanebedotten.no,akkoma,3.9.3-0-g9d7c877,2,1,2,474
misskey.art,misskey,2023.12.2-dev-art+1.0,5455,null,null,1592196
medievalist.masto.host,mastodon,4.2.3,167,28,47,13909
gleasonator.com,pleroma,2.6.50-3063-gab0a0d77.gleasonator+soapbox,812,91,205,216442
oliphaunt.social,mastodon,4.2.1,37,12,19,2901
tama.social,mastodon,4.2.1,31,12,21,2477
anticapitalist.party,mastodon,4.2.3,1961,81,122,317619
shitpost.gold,misskey,2023.12.0,9,null,null,250
misskey.takanotume24.com,misskey,2023.12.0,8,null,null,544
allies.rocks,akkoma,3.10.4-0-gebfb617,13,10,11,256
worldhopper.social,mastodon,4.2.3,4,3,4,333
akk2.eniehack.net,akkoma,3.10.4-0-gebfb617,6,3,6,406
write.underworld.fr,writefreely,0.14.0,1694,541,1420,2549
physchem.science,mastodon,4.2.3,8,3,7,27183
masto.trtmn.io,mastodon,4.2.1,3,1,3,234
tutoteket.no,mastodon,4.2.3,11,8,12,20663
reddthat.com,lemmy,0.19.2,4717,393,1448,3886
indiehackers.social,mastodon,4.2.3,142,17,40,4627
fasol.org,mastodon,4.2.3,1,1,1,1149
moth.zone,akkoma,3.10.2-0-gba1ed37,66,33,46,38665
misskey.kazugmx.net,misskey,2023.12.2,5,null,null,24
kamu.social,mastodon,4.2.3,85,30,50,14796
misskey.peruki.dev,misskey,2023.12.2,3,null,null,118
awful.systems,lemmy,0.19.2,230,69,103,429
camp.smolnet.org,mastodon,4.2.3,95,33,48,33915
lain.com,pleroma,2.6.51-271-gc212fc1d-priority-activities,7,1,1,115900
schach.social,mastodon,4.2.3,73,34,42,2418
social.beaware.live,mastodon,4.1.6,5,2,5,5622
queer.party,mastodon,4.1.8+trans_rights-0aef33b-23262162413,6146,451,736,1031251
urda.social,mastodon,4.2.3,1,1,1,985
fedimovie.com,peertube,6.0.2,552,79,159,2740
akko.contref.eu,akkoma,3.9.3-28-g9d7c877d,1,1,1,34
computer-club.online,mastodon,4.2.3,78,34,47,1271
pixtagram.social,pixelfed,0.11.9,695,39,418,874315
social.suppenhase.de,mastodon,4.2.3,4,2,2,15
mast.moe,mastodon,4.2.3,805,20,33,303949
indieapps.space,mastodon,4.2.1,374,249,427,5222
tambayan.us,mastodon,4.2.0,38,6,13,1387
legionify.com,sharkey,2023.11.2,3,null,null,82
ma.rokoucha.net,mastodon,4.2.3,1,1,1,40
cremebrul.ee,misskey,2023.12.2+cremebrul_ee.1,14,null,null,7325
gensokyo.social,mastodon,4.2.1,3644,64,172,109907
social.marud.fr,iceshrimp,2023.12.1-dev-4d9b8df5c,23,13,18,13998
social.em.id.lv,sharkey,2023.12.0,3,null,null,3
musician.social,mastodon,4.2.3,181,106,191,14094
social.nofftopia.com,mastodon,4.3.0-alpha.0,190,10,35,10585
nixie.name,mastodon,4.2.0,2,1,2,2776
ljs.social,mastodon,4.1.4,69,17,39,1136
wiir.libtar.de,akkoma,3.10.4,7,4,4,4687
xarxa.cloud,mastodon,4.2.3,874,233,418,115782
stray.shee.pink,mastodon,4.2.1,3,2,3,2759
laterracita.online,mastodon,4.3.0-alpha.0+glitch,65,30,43,26372
pl.valkyrie.world,pleroma,2.6.0,1,1,1,22060
muensterland.social,mastodon,4.3.0-alpha.0+glitch,191,12,41,3255
social.suchtbasis.de,mastodon,4.2.3,3,2,3,827
gay.lesaoras.xyz,akkoma,3.10.4,4,3,3,3867
tenforward.social,mastodon,4.2.3,632,261,396,369764
moodoo.org,mastodon,4.2.3,1,1,1,1582
misskey.kindworld.one,misskey,2023.12.2,1284,null,null,36340
scuttle.cloud,mastodon,4.2.1,2,1,1,313
mastodon.bits-und-baeume.org,mastodon,4.2.0,68,25,29,6494
iosdev.space,mastodon,4.2.3,1050,429,656,59623
mi.caind.live,misskey,2023.11.1,16,null,null,1502
autisticpri.de,mastodon,4.2.3,2,2,2,2962
any.dev,mastodon,4.2.3,18,2,4,544
borkr.one,akkoma,3.9.3-28-g9d7c877d,1,1,1,1402
distantserver.org,firefish,1.0.5-rc,13,10,10,269
social.mythic-beasts.com,mastodon,4.2.1,1,1,1,712
fedi.lumey.dev,firefish,1.0.3,8,2,2,679
mstdn.mx,mastodon,4.1.10,1368,217,383,218181
misskey.takehi.to,misskey,2023.12.2,194,null,null,146726
indw.social,mastodon,4.2.3,1,1,1,1211
mindly.social,mastodon,4.2.3,35641,1013,1013,1218323
moist.catsweat.com,mbin,1.2.1,25,11,24,192
mastodonmusic.social,mastodon,4.2.3,434,117,191,30645
mstdn.gao.works,mastodon,4.2.1,1,0,1,33
kbin.social,kbin,0.10.1,59890,4802,20973,87700
respublicae.eu,mastodon,3.5.11,1592,1237,1237,1719886
openedtech.social,mastodon,4.2.0,116,28,63,1630
infosec.pub,lemmy,0.19.1,3629,388,1053,3471
oslo.town,mastodon,4.2.3,2257,311,646,66212
pix.shikiryu.ovh,pixelfed,0.11.9,1,1,1,1098
sueden.social,mastodon,4.2.3,14399,3119,5495,528061
geekdom.social,mastodon,4.1.4,8044,560,1491,82733
restoration.software,wordpress,6.4.2,1,1,1,1
mi.tsujigoya.net,misskey,2023.12.2,3,null,null,5431
munesky.net,misskey,2023.11.1,13,null,null,4058
momoirodouhu.mydns.jp,misskey,2023.11.1,1,null,null,1712
sndcstle.fedicity.net,mastodon,4.2.1,3,3,3,283
ieji.de,mastodon,4.2.3,14090,1232,3947,272489
misskey.xania.fr,misskey,2023.12.2,16,null,null,1839
mastodon.uno,mastodon,4.2.3,71366,8697,20333,1279076
kiddush.social,mastodon,4.2.3,10,6,9,1042
toot.community,mastodon,4.2.3,30770,3223,7570,1281703
ruby.social,mastodon,4.2.3,5802,1332,2250,233878
tech-savvy.social,mastodon,4.2.1,2,1,2,460
kznk.hostdon.ne.jp,mastodon,4.2.1,3,2,2,58
shonk.social,sharkey,2024.1.0.beta2,68,null,null,4950
mstdn.aomushionline.com,mastodon,4.1.4,7,4,5,107
h4.io,mastodon,4.2.3,8209,557,1786,80381
social.coop,mastodon,4.2.2,1866,488,662,638090
myonlinepi.uk,mastodon,4.2.3,2,3,6,119
skey.sh1pc.dev,misskey,2023.12.2,3,null,null,113
misskey.seitendan.com,misskey,2023.12.2,10,null,null,13762
mastodonczech.cz,mastodon,4.2.3,5229,970,2123,161893
mstdn.party,mastodon,4.2.3,50371,3647,10383,1399129
xn--baw-joa.social,mastodon,4.1.9,140,98,113,23938
clubcyberia.co,pleroma,2.5.54-338-ga94cf2ad-develop,252,89,167,169400
mathstodon.xyz,mastodon,4.2.3,16784,3213,6435,994579
misskey.kinelab.cc,misskey,13.13.2,4,null,null,9
moresci.sale,mastodon,3.5.12,734,316,457,512773
astral.camp,mastodon,4.2.3,103,43,54,7887
masto.pt,mastodon,4.2.3,5156,599,1211,381062
veganism.social,mastodon,4.3.0-alpha.0+vegan,2790,210,210,94585
neet.social,akkoma,3.10.4,18,4,23,778
gs.yvt.jp,mastodon,4.2.3,2,1,1,7187
c.im,mastodon,4.2.2,65923,4595,12434,2113116
saturation.social,hometown,4.0.10+hometown-1.1.1,86,26,34,20961
pixelfed.de,pixelfed,0.11.9,30350,2880,7482,6563594
mastoden.com,mastodon,4.2.3,1,1,1,5237
prismisskey.space,misskey,2023.12.2-PrisMisskey.5,699,null,null,152809
channels.im,mastodon,4.1.9,14,13,13,264195
a11y.social,mastodon,4.1.4,87,15,35,1977
conversafiada.net,mastodon,4.2.3,127,31,54,11389
stranger.social,mastodon,4.2.1,8937,747,1505,134576
minidisc.tokyo,foundkey,13.0.0-preview5,793,40,225,52020
amami.paradigm-x.tokyo,pleroma,2.5.54-622-g9db714fe.develop+soapbox,2,1,1,2206
social.tchncs.de,mastodon,4.2.3,21774,4326,4676,2596770
sunny.garden,mastodon,4.2.3,1726,495,945,148381
toots.dgplug.org,mastodon,4.2.3,48,6,11,12782
ubuntu.social,mastodon,4.2.3,34,23,28,14447
ani.work,mastodon,4.1.7+aniwork+aniwork,2309,170,422,109746
tusky.gravyflex.ca,mastodon,4.2.1,3,1,1,36
mastodonmigration.wordpress.com,wordpress,6.5-alpha-57239,1,1,1,10
gp.tsukimi.club,misskey,2023.12.2,39,null,null,39878
mstdn.ch,mastodon,4.2.3,14,4,8,1075
eightpoint.app,mastodon,4.3.0-alpha.0+glitch,779,146,284,249245
gts.cybre.ninja,gotosocial,0.13.1 git-ccecf5a,1,null,null,2054
mastodon.raikee.fi,mastodon,4.2.3,3,2,2,59
social.durell.net,mastodon,4.2.3,1,1,1,10
notes.whatthefuck.computer,akkoma,3.10.4,3,3,3,2797
queer.cool,mastodon,4.2.3,16,14,16,9352
mastod1.ddns.net,mastodon,3.5.3,3,1,2,2108
masto.nyc,mastodon,4.2.3,1504,177,436,27583
wybt.net,mastodon,4.2.3,3,2,2,3248
msk.ilnk.info,misskey,12.119.2-fix.6.2,525,109,306,413084
z.kvche.ch,firefish,1.0.3,4,2,2,12942
social.la10cy.net,mastodon,4.2.3,10,7,8,5628
open-source-eschaton.net,mastodon,4.2.0,5,3,3,12947
void.rehab,iceshrimp,2024.1.16.2,39,26,35,75009
mastodonian.org,mastodon,4.2.0,2,1,1,7
drewtoot.com,mastodon,4.2.3,1,1,1,544
pleroma.skyshanty.xyz,pleroma,2.5.3,13,6,9,35908
soc.pyrox.dev,iceshrimp,2023.12-pre4,4,1,2,6004
penfount.social,mastodon,4.2.3,193,69,124,11073
surfin.dog,mastodon,4.3.0-alpha.0+glitch,1,1,1,81549
rusty.cat,mastodon,4.1.11,3,2,2,738
oekakiskey.com,misskey,2023.12.2,9545,null,null,1521048
scholar.social,mastodon,4.2.3,4789,573,882,531147
snug.moe,iceshrimp,2023.12.1,554,102,184,232537
slayers.online,mastodon,4.2.3,15,11,11,5480
akademienl.social,mastodon,4.2.3,594,166,316,33825
discuss.systems,mastodon,4.2.3,3070,545,1040,121342
aa.nikola.love,akkoma,3.10.4-1-gebfb617b,26,8,28,2283
mastodon.dkl.jp,mastodon,4.2.3,3,2,6,17266
mastodon.green,mastodon,4.2.1,11930,1831,3830,859733
mastodo.fi,mastodon,4.1.4,1398,167,536,33582
skeptikon.fr,peertube,5.2.1,12952,62,210,1789
ippandon.hopto.org,mastodon,4.2.3,16,4,8,61648
yapstreams.com,mastodon,4.2.3,11,3,4,4880
misskey.usbharu.dev,misskey,2023.11.1,11,null,null,40695
masto.ezhevita.dev,mastodon,4.3.0-nightly.2024-01-08+glitch,2,2,2,901
dendai.app,misskey,13.14.1,93,null,null,4012
blop.social,mastodon,4.2.0,25,4,8,4331
pleroma.noellabo.jp,akkoma,3.10.4-607-g88021a96-noeroma,1575,47,86,26010
wahni.at,mastodon,4.2.1,2,1,1,83
threads.social,mastodon,4.1.4,8,3,4,37
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
mastodon.partipirate.org,mastodon,4.2.1,2539,73,90,41079
pfalz.social,mastodon,4.2.3,105,47,65,34895
gamerfort.social,akkoma,3.9.3-0-g9d7c877,7,2,3,300
tekkadon.manimani.cc,mastodon,4.2.1,29,9,9,39904
philly.vs-the.world,mastodon,4.2.3,15,10,13,61763
theblower.au,mastodon,4.2.3,15287,593,1814,230885
lea.lgbt,mastodon,4.1.10,3,1,2,2088
neo.knzk.me,mastodon,4.2.1+nzws,3,3,3,2803
mi.magamogreen.net,misskey,2023.11.0,3,null,null,17
phpc.social,mastodon,4.2.3,4376,915,1646,201445
gib.schmus.is,sharkey,2024.1.0.beta2,5,null,null,1327
catswords.social,mastodon,4.2.0,33,12,23,20691
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,1856
nafo.uk,mastodon,4.2.3,1355,170,493,378096
mastodon.cf,mastodon,3.3.0,429,12,23,21723
owo.town,mastodon,4.1.9,39,10,31,7882
mastodon.buzhangjiuzhou.com,mastodon,4.2.3,16,7,8,2434
m.eula.dev,mastodon,4.2.1,1,1,1,79029
otoskey.tarbin.net,misskey,13.14.2-tanu-1.43.4,1921,null,null,69238
law.builders,mastodon,4.0.7,124,23,46,127638
aleph.land,mastodon,4.3.0-alpha.0+glitch,1647,58,96,215551
mtd.bashell.com,mastodon,4.1.9,1,1,1,1501
1password.social,mastodon,4.1.9,15,6,12,909
fiedlerfamily.net,mastodon,4.2.0,4,3,3,6884
glee.li,pleroma,2.5.1,12,2,5,5761
mastodon.heavymusic.rocks,mastodon,4.2.3,3,1,3,9027
outerheaven.club,akkoma,3.10.3-0-g43c5fd5,786,97,180,452665
techpolicy.social,mastodon,4.2.3,129,38,66,14502
unbound.social,mastodon,4.2.3,183,16,40,13342
skynate.net,wordpress,6.4.2,2,0,1,191
mk.szkod.ovh,misskey,12.119.2,2,1,1,6018
fi.okin-jp.net,firefish,1.0.5-rc+neko:240116.d6,13,7,11,210
ambrosia.moe,sharkey,2024.1.0.beta1.custard5,62,null,null,17157
mstdn.tokyocameraclub.com,mastodon,4.1.6,10132,245,515,129076
creativewriting.social,mastodon,4.1.4,272,71,154,19959
ostatus.taiyolab.com,mastodon,4.2.3,3,2,2,7694
mstdn.nan1.casa,mastodon,4.3.0-alpha.0+glitch,3,3,3,13585
satori.cafe,mastodon,4.2.3,2,2,2,90
vyos.social,akkoma,3.10.4,5,2,6,1181
fuerth.social,mastodon,4.2.0,10,4,5,764
spartanburg.social,mastodon,4.2.0,10,2,3,1628
staging.moth.social,mastodon,4.2.0,67,2,2,443
misskey.ssks-ss.com,misskey,13.13.2,3,null,null,46
bols.games,mastodon,4.2.3,12,3,5,5640
social.rhumbs.fr,akkoma,3.8.0,4,4,4,714
interledger.social,mastodon,4.2.0,15,3,12,38
bunnyanarchy.org,akkoma,3.10.4,2,2,5,2385
mast.solarisfire.com,mastodon,4.2.3,2,2,2,1857
shota.house,akkoma,3.10.3,53,18,29,135064
omfg.town,mastodon,4.2.0,3,2,2,2960
beige.party,mastodon,4.2.3,348,224,299,697155
mastodon.jisaba.life,mastodon,4.2.3,4,2,3,225
loud.computer,mastodon,4.2.3,8,6,7,4735
0v0.ch,mastodon,4.1.9,1,1,1,46
social.alastair87.me,firefish,1.0.5-rc,3,1,1,2325
a.tripulse.link,firefish,1.0.5-rc,5,2,3,1108
glasgow.social,mastodon,4.2.0,14794,620,2179,202236
mastodon.ee,mastodon,4.2.3,288,32,97,3509
reporter.social,mastodon,4.2.3,30,23,28,9255
social.filik.eu,mastodon,4.2.3,7,3,4,442
toot.site,mastodon,4.2.0+glitch,1209,193,352,354917
lucha.nyc,mastodon,4.2.3,8,2,3,1260
m.t327.net,misskey,2023.11.1,38,null,null,1066
fedi.gvisoc.com,mastodon,4.2.3,1,1,1,2081
herereadthis.blog,wordpress,6.5-alpha-57239,1,1,1,3508
podcastindex.social,mastodon,4.2.3,1337,200,286,125412
masto.es,mastodon,4.2.3,24531,2343,6979,468805
sukebeneko.com,mastodon,4.2.3,1,0,1,3930
einbeck.social,mastodon,4.2.3,32,18,20,5215
misskey.temama.soy,misskey,2023.12.0,10,null,null,4912
emilcar.social,mastodon,4.2.3,7,7,7,449
