domain,application,version,users,MAU,HYAC,posts
equinux.social,mastodon,4.1.5,10,1,4,16
social.sociopathic.ca,mastodon,4.1.4,10,7,13,"236,999"
nycr.social,mastodon,4.2.1,10,2,2,489
posvib.es,mastodon,4.2.1,10,0,0,59
social.samf.me,mastodon,4.0.2,10,10,10,"63,908"
frnds.network,mastodon,4.1.6,10,3,5,66
staging.social.azuki.co,mastodon,4.2.0,10,2,11,11
mastodon.house,mastodon,4.0.0,10,4,6,358
my0.net,mastodon,4.1.1,10,2,5,"10,727"
mastodon.integrata-stiftung.de,mastodon,4.1.2,10,2,10,16
tulpa.social,mastodon,4.1.6,10,10,12,84
crosspage.nl,mastodon,4.1.2,10,6,6,485
dustbuster.club,mastodon,4.1.4,10,2,10,648
anothersuper.social,mastodon,4.2.0,10,2,7,68
exitus.social,mastodon,4.2.1,10,1,4,24
nongrata.social,mastodon,4.2.1,10,1,3,48
social.dsanj.org,mastodon,4.2.0,10,1,4,587
nonsocialand.space,mastodon,4.1.9,10,2,9,334
connected.so,mastodon,4.0.2,10,0,8,70
smartcity.social,mastodon,4.1.4,10,7,8,195
mastodon.electric-goat.net,mastodon,4.1.9,10,5,7,912
mediastudies.berlin,mastodon,4.0.2,10,4,5,64
keybiscayne.social,mastodon,4.2.1,10,0,0,35
puppo.space,mastodon,4.2.1,10,5,7,"1,434"
typo3.social,mastodon,4.2.1,10,8,10,98
anticapitalistcatgirl.club,mastodon,4.1.0,10,2,7,"2,309"
nautical.social,mastodon,4.2.1,10,8,10,269
neuland.social,mastodon,4.2.1,10,6,6,441
pfft.lol,mastodon,4.2.0,10,3,7,600
social.zym.lol,mastodon,4.2.1,10,6,10,"1,802"
social.vyvojari.dev,mastodon,4.2.1,10,2,5,82
fuerth.social,mastodon,4.2.0,10,4,5,698
kamel.social,mastodon,4.1.4,10,3,3,53
unpopular.me,mastodon,4.0.2,10,5,8,100
moyu.social,mastodon,4.1.2,10,2,4,74
deff.no,mastodon,3.5.12,10,3,6,129
spartanburg.social,mastodon,4.2.0,10,2,3,"1,754"
mastodon.flooey.org,mastodon,3.5.10,10,7,10,891
indigenousgulf.online,mastodon,4.3.0-alpha.0+glitch,10,6,7,329
social.4score7pongs.com,mastodon,4.2.0,10,7,7,"1,583"
social.diableco.com,mastodon,4.2.1,10,3,3,457
mastodon.baazee.social,mastodon,4.2.1,10,2,8,718
fomx.gay,mastodon,4.2.1,10,0,5,173
energydon.fi,mastodon,4.2.1,10,7,9,"2,384"
sled.social,mastodon,4.2.1,10,7,9,591
mastodon.morgurth.com,mastodon,4.1.4,10,2,8,363
pwet.me,mastodon,4.1.4,10,6,10,471
mastodon.mfbfreaks.nl,mastodon,4.2.1,10,2,2,7
mastodon.f12n.de,mastodon,3.2.0,10,0,4,311
fediverse.au,mastodon,4.1.4,10,5,7,265
bibletalk.social,mastodon,4.2.1,10,5,10,329
mastodon.humanistische-union.de,mastodon,3.4.6,10,0,1,115
voidfarm.pw,mastodon,4.2.1,10,3,4,130
poyusbuddy.com,mastodon,4.2.1,10,4,7,420
furnu.org,mastodon,4.2.1,10,2,10,755
postagram.net,mastodon,4.1.9,10,5,9,63
dfir.social,mastodon,4.2.1,10,2,9,181
globalskywatch.social,mastodon,4.2.1,10,10,10,175
sharebright.net,mastodon,4.0.2,10,4,7,314
campdarling.com,mastodon,4.1.4,10,2,4,22
hashapp.space,mastodon,4.2.1,10,3,4,96
nyan.lol,mastodon,4.2.1,10,10,10,"1,793"
mastoadmin.io,mastodon,4.2.1,10,1,13,15
drg.nz,mastodon,4.1.9,10,6,7,"1,733"
mastodon.dragonbox.de,mastodon,4.1.9,10,3,3,647
social.uibk.ac.at,mastodon,4.2.1,10,10,10,91
sorgatronmedia.social,mastodon,4.2.1,10,4,5,379
chtn.uk,mastodon,4.2.1,10,2,9,57
terra.social,mastodon,4.2.1,10,8,10,149
cccwi.social,mastodon,4.2.1,10,6,8,126
h-i.social,mastodon,4.2.0+glitch,10,10,10,258
mastodon.yshi.org,mastodon,4.3.0-alpha.0+glitch,10,8,10,"6,190"
glitch.cat.family,mastodon,3.5.3+kibicat,10,9,10,"54,404"
mastodon.gruezi.net,mastodon,4.2.1,10,8,8,"3,115"
mastodon.hiveagile.com,mastodon,4.2.1,10,4,9,396
mastodon.rosiesocosy.com,mastodon,4.2.1,10,7,9,310
social.modest.com,mastodon,4.2.0,10,3,5,931
mastodon.ghostdub.de,mastodon,4.2.1,10,6,8,"1,739"
mastodon.arakawa-lab.com,mastodon,4.1.4,10,1,5,44
quietude.space,mastodon,3.2.0,10,4,4,188
runicfire.masto.host,mastodon,4.2.1,10,0,0,0
sciences.dental,mastodon,4.2.1,10,10,10,47
teamhydra.social,mastodon,4.1.4,10,2,10,26
plumbob.social,mastodon,4.1.5,10,10,10,105
dlyang.tk,mastodon,4.2.1,10,12,608,915
social.lantredugeek.net,mastodon,4.1.2+glitch,10,0,1,60
PS-SW145SD.hostdon.ne.jp,mastodon,4.2.1,10,8,10,"13,930"
social.finsec.systems,mastodon,3.4.4,10,0,0,0
travelling-lurtles.world,mastodon,4.2.1,10,0,1,"1,028"
mastodon.demelo.fr,mastodon,4.2.1,10,1,1,12
tibia.life,mastodon,4.2.1,10,0,2,1
mastodon.unmadegaming.com,mastodon,4.1.6,10,2,6,123
mastodon.vornik.net,mastodon,4.2.0,10,8,10,"1,225"
eight-bamboo.com,mastodon,4.1.4,10,9,9,"2,509"
vulpes.directory,mastodon,4.2.1,10,7,9,77
dharmaveernamaskar.in,mastodon,4.0.2,10,2,11,45
mazeldon.world,mastodon,4.3.0-alpha.0+glitch,10,9,9,653
esper.lol,mastodon,4.2.1,9,4,10,514
an.exchange,mastodon,4.3.0-alpha.0+glitch,9,4,8,"1,362"
beepboop.one,mastodon,4.2.1,9,5,5,"61,621"
djanzu.tokyo,mastodon,4.2.1,9,3,9,"26,266"
mastodon.pro,mastodon,4.2.1,9,2,5,587
mastodon.brk.io,mastodon,4.2.1,9,4,5,774
social.bbc,mastodon,4.1.10,9,7,9,320
provo.lol,mastodon,4.1.4,9,3,5,"3,122"
saskodon.ca,mastodon,4.2.1,9,9,9,"2,985"
tapbots.social,mastodon,4.2.1,9,6,6,"12,785"
treehouse.technopagans.de,mastodon,4.1.6,9,6,8,"5,239"
fouroclockfarms.club,mastodon,4.3.0-alpha.0+glitch,9,7,8,"6,996"
mublog.nl,mastodon,4.2.1,9,5,6,"5,366"
irrelephant.co,mastodon,4.2.1,9,6,7,"2,206"
social.bigcavemaps.com,mastodon,4.1.10,9,4,5,"2,385"
vyrse.social,mastodon,4.2.1,9,7,9,"4,018"
hal9.ooo,mastodon,4.2.1,9,9,9,"4,328"
mstdn.hiyuki2578.net,mastodon,4.3.0-alpha.0,9,1,2,"61,192"
mstdn.taiha.net,mastodon,4.1.4,9,1,2,"2,203"
profiles.lol,mastodon,4.1.6,9,1,9,43
mastodon.muage.org,mastodon,4.2.1,9,4,4,"24,700"
masto.krashboyz.org,mastodon,4.2.1,9,6,6,"2,968"
nycity.social,mastodon,4.2.1,9,3,4,39
bien-etre.social,mastodon,4.2.1,9,7,9,549
ertona.net,mastodon,4.1.8+ertona.1,9,4,5,"21,258"
yysk.icu,mastodon,4.1.4,9,7,8,"262,013"
mastodon.zergy.net,mastodon,4.3.0-alpha.0+glitch,9,6,6,"6,444"
billys.mom,mastodon,4.2.0,9,3,3,537
duck.haus,mastodon,4.2.1,9,7,7,"14,991"
procolix.social,mastodon,4.2.1,9,2,4,"2,550"
bangdream.tokyo,mastodon,4.2.1,9,2,5,115
tmi.community,mastodon,4.1.2,9,7,9,969
crispsandwi.ch,mastodon,4.2.1,9,7,7,"9,707"
mastodon.praxis.red,mastodon,4.2.0,9,3,7,532
witten.social,mastodon,4.0.2,9,2,4,125
disobey.net,mastodon,4.2.1,9,6,8,"8,473"
nalocal519.social,mastodon,3.5.15,9,2,2,"1,050"
trivia.to,mastodon,4.2.0,9,5,7,325
squid.cafe,mastodon,4.2.1,9,3,3,"5,128"
transmom.love,mastodon,4.2.0+glitch,9,4,5,"29,904"
mastodon2.juggler.jp,mastodon,4.1.9,9,2,2,701
grumpys.online,mastodon,4.2.1,9,2,2,"4,872"
jade.moe,mastodon,4.2.0+glitch,9,5,7,"37,535"
mabe.space,mastodon,4.1.9,9,3,5,603
epsilon-ix.masto.host,mastodon,4.2.1,9,5,6,"7,293"
libertynode.net,mastodon,4.2.1,9,8,8,"9,948"
mastodon.aventer.biz,mastodon,3.5.9,9,4,5,"10,815"
social.nah.re,mastodon,4.2.0,9,3,5,"42,353"
circus.town,mastodon,4.0.2,9,5,5,"89,824"
sindicato.social,mastodon,4.2.1,9,4,5,248
social.diehumanisten.de,mastodon,4.2.1,9,4,5,289
npf.moe,mastodon,4.1.2,9,1,3,187
tewt.me,mastodon,4.1.4,9,2,4,690
dogsports.social,mastodon,4.2.0,9,2,5,956
follow.onemanandhisblog.com,mastodon,4.2.1,9,1,1,338
social.macg.co,mastodon,4.2.0,9,6,7,"7,086"
md.ggtea.org,mastodon,3.5.10 06f906acac,9,2,2,"15,887"
mastodon.lwr.wtf,mastodon,4.2.0,9,5,6,924
monogram.org,mastodon,4.1.3,9,2,4,"1,225"
dgc.social,mastodon,4.1.9,9,8,8,463
social.main-angler.de,mastodon,4.2.1,9,3,4,361
social.zerotier.com,mastodon,4.2.1,9,4,5,859
m.tgl.eu,mastodon,4.2.1,9,3,5,241
mastodon.macstories.net,mastodon,4.1.0,9,7,7,"5,314"
trouth.eu,mastodon,4.2.1,9,9,9,"7,151"
hal.ai,mastodon,4.2.1,9,2,3,75
mastodaix.de,mastodon,4.2.1,9,4,4,"3,156"
myna.social,mastodon,3.5.3,9,4,5,"1,290"
neomobius.com,mastodon,4.2.1,9,11,21,"8,270"
ginpatu.moe,mastodon,4.1.3,9,4,7,524
molotov.sanrizuka-struggle.com,mastodon,4.1.8,9,8,8,"17,119"
moe.mitchi.moe,mastodon,3.5.8,9,4,7,"15,133"
geese.lol,mastodon,4.1.4,9,0,1,562
social.python.it,mastodon,4.0.1,9,3,5,155
portside.social,mastodon,4.2.1,9,3,7,"2,072"
mastodon.preppers-shelter.nl,mastodon,4.2.1,9,2,2,"2,877"
m.monika.im,mastodon,4.2.1,9,5,6,147
xerrem.xyz,mastodon,4.2.0,9,9,12,"11,227"
social.publicspaces.net,mastodon,4.2.1,9,5,7,869
mas.neuroscience.day,mastodon,3.5.1,9,0,4,192
mastodon.silkroad.net,mastodon,4.2.0,9,1,2,128
masto.mtcrew.org,mastodon,4.1.4,9,1,3,262
m.kretschmann.social,mastodon,4.2.1,9,3,5,"26,091"
mastodon.m1234.de,mastodon,4.2.1,9,3,6,56
toot.lmorchard.com,mastodon,4.2.0,9,2,2,"1,428"
tnku.co,mastodon,4.2.1,9,6,9,"4,161"
social.transpeak.lgbt,mastodon,4.1.4+glitch,9,2,3,"1,086"
crowsnest.social,mastodon,4.2.0,9,5,5,"2,555"
fastcompany.social,mastodon,4.2.1,9,1,8,5
toots.cl,mastodon,4.2.0,9,4,7,240
mastodon.chatinbit.com,mastodon,4.1.1,9,0,4,279
skyhoppers.club,mastodon,4.2.1,9,7,10,"2,290"
ignifi.social,mastodon,4.2.0,9,2,4,"1,433"
brokkoli.social,mastodon,4.2.1,9,4,7,133
ajtaci.club,mastodon,4.2.0,9,1,1,146
alpines.club,mastodon,4.1.3,9,3,12,"1,250"
xxxxxxxxxx.xxx,mastodon,4.2.1,9,1,2,107
romeros.link,mastodon,4.2.0,9,1,3,66
granit.social,mastodon,4.2.1,9,2,5,73
safejust.space,mastodon,4.2.1,9,3,4,154
publichealth.space,mastodon,4.2.0,9,1,2,11
wolfhaus.me,mastodon,4.2.1,9,1,2,744
festland.social,mastodon,3.5.3,9,1,3,107
cmm.fyi,mastodon,4.0.2,9,5,5,553
sneakerwave.net,mastodon,4.2.1,9,4,10,126
social.sparkles.cafe,mastodon,4.1.9,9,1,4,466
keuwel.com,mastodon,4.2.1,9,2,4,12
backpacklife.social,mastodon,4.2.1,9,6,8,379
localization.social,mastodon,4.0.2,9,0,2,0
bergamot.social,mastodon,3.5.3,9,4,8,533
mastodon.3fx.ch,mastodon,4.2.1,9,7,8,"2,784"
mastodon.hochschule-trier.de,mastodon,4.1.10,9,3,3,80
owo.ff15.eu,mastodon,4.2.1,9,6,7,585
mastodon.shantih19.xyz,mastodon,4.1.9,9,3,4,136
queerdon.social,mastodon,4.2.0,9,2,14,234
pigeons.club,mastodon,4.1.2,9,2,3,421
hydroscope.info,mastodon,4.2.1,9,7,9,"11,985"
frogs.lgbt,mastodon,4.2.1,9,7,8,"1,806"
mudhut.social,mastodon,4.2.1,9,4,8,"1,188"
mastodon.bitsandlinux.com,mastodon,4.2.0,9,3,5,"1,119"
moonland.social,mastodon,4.2.0,9,4,9,20
kalakukko.social,mastodon,4.2.0,9,3,5,361
ferry.host,mastodon,4.1.4,9,4,9,20
greatjustice.net,mastodon,4.1.4,9,1,2,"1,568"
social.hnws.me,mastodon,4.2.1,9,6,9,510
lighttheunicorn.horse,mastodon,4.0.11,9,8,9,"1,301"
natestodon.social,mastodon,4.2.1,9,5,9,73
vogtland.social,mastodon,4.2.1,9,4,7,172
shitpost.school,mastodon,4.2.1,9,1,5,45
mastodonarchitecture.org,mastodon,4.2.0,9,2,5,430
freistaat-thueringen.social,mastodon,4.1.6,9,3,5,450
yapstreams.com,mastodon,4.2.1,9,1,1,39
blockfowl.com,mastodon,4.1.10,9,5,7,142
gibber.dnddeutsch.de,mastodon,4.2.0-beta1,9,1,3,128
fed.fsub.de,mastodon,4.0.2,9,1,2,55
sugarshack.social,mastodon,4.0.2,9,2,9,59
page.lgbt,mastodon,4.2.0-beta2+glitch,9,6,8,676
wanderers-waypoint.com,mastodon,4.1.4,9,1,8,8
loerzweiler.social,mastodon,4.1.4,9,4,6,129
social.mechanizedarmadillo.com,mastodon,4.1.4,9,1,8,8
hellyeah.social,mastodon,4.2.0,9,3,5,142
ndrgrnd.social,mastodon,4.1.4,9,2,6,135
social.fcourtois.net,mastodon,4.2.1,9,8,8,"3,406"
sharktale.xyz,mastodon,4.1.5-844568c,9,4,11,"1,720"
trondheim.town,mastodon,4.2.1,9,3,5,417
mastodon.bhop.zone,mastodon,4.2.0,9,5,7,227
freaknweekend.com,mastodon,4.2.1,9,4,4,871
mastodon.lug.ts.it,mastodon,4.1.6,9,7,10,52
mipuertorico.social,mastodon,4.2.0,9,4,6,63
techopolis.social,mastodon,4.2.1,9,8,11,"2,352"
geek.gay,mastodon,4.1.5+glitch,9,3,5,432
dog-pound.de,mastodon,4.2.1,9,7,8,869
quietzero.net,mastodon,4.2.1,9,3,9,172
333thats33s.cc,mastodon,4.2.1,9,4,9,471
nottyboi.me,mastodon,4.2.1,9,7,10,93
toulouse.social,mastodon,4.2.1,9,11,14,994
database.club,mastodon,4.1.2,9,1,2,11
social.koenigsmuenster.de,mastodon,4.2.0,9,7,10,43
mstdn.crmbl.uk,mastodon,4.2.1,9,8,9,"7,490"
toot.dianaband.info,mastodon,3.2.1,9,1,3,26
mastodon.femboyfurry.net,mastodon,4.2.1,9,4,7,213
mastodon.mel.social,mastodon,4.1.4,9,3,6,436
social.foss.place,mastodon,4.2.1,9,6,9,38
social.rubikoid.ru,mastodon,4.3.0-alpha.0+glitch,9,9,9,19
mastodon.mathys.social,mastodon,4.2.1,9,5,5,240
rtypedbs.hostdon.ne.jp,mastodon,4.2.1,9,2,2,332
mastodon.logilab.fr,mastodon,4.2.1,9,5,5,77
social.mastolivre.fr,mastodon,3.5.3,9,1,6,6
social.kleinerdrei.org,mastodon,4.2.1,9,8,9,312
evamadeonline.com,mastodon,4.1.4,9,1,8,8
qiyana.jp,mastodon,4.1.2,9,7,8,"7,523"
social.pumpitbetter.com,mastodon,3.5.3,9,3,30,718
socjalizuj.wiewiu.re,mastodon,4.1.1,9,1,3,42
mstdn.lemontastica.net,mastodon,4.1.4,9,1,8,8
mast.fedicity.net,mastodon,4.2.1,9,5,8,475
ma.diacrown.com,mastodon,4.2.0,9,7,9,"13,053"
mastodon.batato.be,mastodon,4.1.4+glitch,9,0,1,231
liveinthemoment.blue,mastodon,4.0.2,9,3,9,429
sgtk.net,mastodon,4.2.1,9,4,8,"4,508"
chirper.com.au,mastodon,4.0.2,9,5,6,394
fedipod.com,mastodon,4.1.0,9,3,9,302
mastodon.unixhideout.solutions,mastodon,4.0.2,9,9,11,97
beyond.forum,mastodon,4.2.1,9,9,9,21
social.admin.ch,mastodon,4.2.1,8,6,42,161
hota.hirachon.otakan.jp,mastodon,4.2.0,8,8,8,"189,578"
umaikebab.xyz,mastodon,4.2.1,8,6,8,"5,863"
embassy.social,mastodon,4.2.1,8,5,5,"85,103"
spacerslike.us,mastodon,4.2.1,8,1,1,559
pouet.fedi.quebec,mastodon,4.2.1,8,7,8,"1,025"
boteden.com,mastodon,4.2.1,8,6,7,"20,276"
dsj-toot.com,mastodon,4.2.1,8,8,8,"11,887"
social.moltenaether.com,mastodon,4.1.6,8,1,6,"1,651"
rubberchicken.social,mastodon,4.1.4,8,2,5,583
social.oevents.co.za,mastodon,4.2.1,8,3,4,"8,635"
routing.center,mastodon,4.2.0,8,3,4,24
rants.au,mastodon,4.2.1,8,6,6,"16,734"
mastodon.tucsonsentinel.com,mastodon,3.5.3,8,2,3,"3,854"
mastodon.ninja,mastodon,4.2.1,8,5,8,"4,035"
curmudgeon.cafe,mastodon,4.2.1,8,6,7,"18,932"
mastodon.stickbear.me,mastodon,4.3.0-alpha.0+glitch,8,8,9,"13,813"
persia.social,mastodon,4.2.1,8,7,29,44
nullpointer.org,mastodon,4.1.3,8,6,6,"1,415"
toot.kuba-orlik.name,mastodon,4.1.4,8,5,5,"10,507"
mastinsaan.in,mastodon,4.2.1,8,5,7,"3,415"
gxtech.social,mastodon,4.2.1,8,2,4,"1,143"
pachyder.me,mastodon,4.1.4,8,4,5,"7,597"
social.openrightsgroup.org,mastodon,4.2.0,8,3,5,"2,361"
oldfriends.live,mastodon,4.2.1,8,4,6,"16,207"
zdf.social,mastodon,4.1.4,8,3,5,"11,047"
pxlmo.net,mastodon,4.2.1,8,3,8,567
waf.social,mastodon,4.2.1,8,2,9,86
vortex.masto.host,mastodon,4.2.1,8,4,6,959
19marbles.org,mastodon,4.1.0,8,4,6,"3,976"
linh.social,mastodon,4.2.1,8,6,8,"4,393"
lily.network,mastodon,4.2.1,8,2,4,"22,999"
mastodon.futaba.social,mastodon,4.1.4,8,2,5,821
masto.asonix.dog,mastodon,4.2.1+asonix-changes,8,5,5,"36,952"
acc4e.com,mastodon,4.2.1,8,4,6,"1,875"
masto.brightfur.net,mastodon,3.5.3+glitch,8,4,5,"45,017"
vltava.cloud,mastodon,4.2.1,8,3,5,"3,400"
toot.sh,mastodon,4.2.0,8,3,7,217
mstd.seungjin.net,mastodon,4.2.1,8,6,7,"15,117"
hobbs-end.uk,mastodon,4.2.1,8,5,6,784
hypercube.masto.host,mastodon,4.2.1,8,6,8,"13,010"
nlyze.net,mastodon,4.2.1,8,3,8,34
nileane.fr,mastodon,4.2.1,8,7,8,"7,238"
opensocial.media,mastodon,4.3.0-alpha.0+glitch,8,6,6,875
shrimply.social,mastodon,4.2.1,8,5,6,"3,011"
banjo.town,mastodon,3.5.10,8,3,3,"3,068"
mastodon.hardcoredevs.com,mastodon,4.2.1,8,2,4,"5,260"
ordinary.cafe,mastodon,4.3.0-alpha.0+glitch,8,5,8,"2,131"
ozlabs.house,mastodon,4.2.1,8,6,7,"1,194"
mstdn.home.neso.tech,mastodon,4.1.6-nesotech.1,8,2,6,"109,681"
nekoland.fangluo.top,mastodon,4.1.5,8,2,5,"4,196"
messydesk.social,mastodon,4.2.1,8,6,7,"5,020"
smugglersbbs.com,mastodon,4.2.1,8,4,4,"10,721"
social.sitedethib.com,mastodon,4.3.0-alpha.0+glitch,8,5,5,"70,015"
mastodon.annleckie.com,mastodon,4.3.0-alpha.0+glitch,8,3,4,673
hom.ph,mastodon,4.2.0,8,3,4,"10,180"
talos.link,mastodon,4.1.2,8,1,1,569
social.hergorn.com,mastodon,3.5.3+glitch,8,1,4,953
rogersfam.co,mastodon,4.2.1,8,3,3,"1,698"
don.naru.cafe,mastodon,4.2.1,8,4,4,"59,642"
rejoiner.eu,mastodon,4.3.0-alpha.0+glitch,8,1,1,88
mastodon.skye.vg,mastodon,4.1.1+glitch+skyevg,8,4,4,442
mstdn.thndl.com,mastodon,4.2.0,8,5,5,"9,847"
mastodon.fightforthefuture.org,mastodon,4.2.1,8,3,5,679
saasycloud.social,mastodon,4.1.4,8,1,2,"1,060"
beyondgender.social,mastodon,4.2.1,8,0,3,165
prsm.space,mastodon,4.1.0,8,2,4,"3,475"
nuklear.family,mastodon,4.2.1,8,1,1,321
social.retrocomputing.at,mastodon,4.1.9,8,2,4,582
linguisten.info,mastodon,4.0.0rc2,8,2,3,825
westen.social,mastodon,4.2.1,8,3,5,30
mentalhealth-masto.com,mastodon,4.2.0,8,3,5,"1,457"
geekhaven.social,mastodon,4.1.5+glitch,8,1,3,61
chatter.quux.world,mastodon,4.2.1,8,3,3,"1,188"
social.theindiestone.com,mastodon,4.1.8,8,3,5,254
social.scribblers.club,mastodon,4.2.1,8,3,4,"51,879"
mastodon.common.se,mastodon,4.2.0,8,2,5,"1,949"
kulturfront.org,mastodon,4.0.2,8,3,4,275
www.blabbergoats.com,mastodon,4.0.2,8,2,3,268
fediver.de,mastodon,4.2.0,8,5,8,"5,079"
trilobite.space,mastodon,4.2.0,8,2,2,252
social.elbespace.de,mastodon,4.2.1,8,7,7,"1,026"
kiloduck.com,mastodon,4.2.1,8,3,3,291
social.nubecula.org,mastodon,4.2.0,8,4,4,152
social.panic.com,mastodon,4.2.1,8,6,6,853
sci.kiwi,mastodon,4.2.1,8,2,5,147
typing.ink,mastodon,4.1.6,8,4,6,664
badgay.net,mastodon,4.2.1,8,1,1,"6,667"
digressive.me,mastodon,4.1.2,8,5,12,478
mastodon.liyuan.app,mastodon,4.3.0-alpha.0,8,6,6,"9,447"
social.meyer.cz,mastodon,4.2.1,8,4,6,"2,934"
nt.mstdon.app,mastodon,4.2.1,8,4,6,188
rebel-lion.uk,mastodon,4.1.10,8,2,4,"1,109"
neckarwie.se,mastodon,4.2.1,8,4,4,"1,461"
threads.social,mastodon,4.1.4,8,4,4,36
shouldagoneoffroad.com,mastodon,4.1.9,8,5,5,929
toot.team.jetzt,mastodon,4.1.6,8,4,6,"7,032"
greenpeace.social,mastodon,4.1.7,8,1,5,29
moo.nz,mastodon,4.2.1,8,4,4,463
xeno.chat,mastodon,4.2.1,8,4,5,"2,343"
social.consoledated.com,mastodon,4.1.0,8,2,3,158
lucha.nyc,mastodon,4.2.1,8,2,3,"1,236"
waff.club,mastodon,4.1.0,8,3,4,614
amigos.family,mastodon,4.2.1,8,4,6,220
cubalibre.social,mastodon,4.0.2,8,2,5,"2,172"
johnmastodon.eu,mastodon,4.3.0-alpha.0+glitch,8,1,2,106
old.sharlayan.city,mastodon,4.3.0-alpha.0+qdon.glitch,8,3,8,"2,118"
quixotic.info,mastodon,4.2.1,8,0,2,152
social.lochetfamily.com,mastodon,4.2.1,8,2,4,36
rack.social,mastodon,4.2.1,8,2,2,29
mastodon.pizza,mastodon,4.1.10,8,3,5,25
psst.al0.de,mastodon,4.2.1,8,6,7,698
fediverse.xavin.net,mastodon,4.1.4+glitch,8,4,5,"8,817"
kish.social,mastodon,4.2.1,8,4,5,273
scorpinc.social,mastodon,4.1.4,8,3,6,"2,223"
audio-video.tech,mastodon,4.2.1,8,2,3,324
mastodon.straylight.engineering,mastodon,4.0.2,8,1,3,237
juso.social,mastodon,4.1.2,8,0,2,64
social.meissa-gmbh.de,mastodon,4.2.1,8,2,2,"57,810"
rect.al,mastodon,4.2.1,8,2,12,465
bytepark.social,mastodon,4.2.1,8,3,4,"3,594"
palmsy.club,mastodon,4.0.2,8,1,6,109
m.krbonne.net,mastodon,4.1.10,8,1,2,272
owns.com,mastodon,4.2.1,8,2,8,55
radiopatio.noatodo.com,mastodon,4.2.1,8,2,4,258
betterconversations.online,mastodon,4.2.1,8,1,1,217
junebug.masto.host,mastodon,4.2.1,8,2,2,398
digitaldata.social,mastodon,4.1.4,8,1,1,6
social.datsmore.com,mastodon,4.0.2,8,1,13,35
cascarilla.social,mastodon,4.2.1,8,6,6,"2,970"
toot.org.il,mastodon,4.1.4,8,6,7,391
extraordinarygeeks.social,mastodon,4.2.1,8,2,3,45
internaut.club,mastodon,3.5.3,8,1,2,82
porkribs.social,mastodon,4.0.2,8,4,5,284
suncoast.dev,mastodon,4.0.2,8,5,5,511
networkteam.social,mastodon,4.2.0,8,3,5,162
san-antonio.social,mastodon,4.2.1,8,3,3,"1,584"
social.schleswig-holstein.de,mastodon,4.2.1,8,6,14,108
wp-punks.social,mastodon,4.2.1,8,4,4,152
moores.org,mastodon,4.0.2,8,0,1,75
podcaster.social,mastodon,4.2.1,8,3,8,16
social.pp.lu,mastodon,4.2.1,8,5,6,10
jiong.us,mastodon,4.2.1,8,4,8,255
miltackink.space,mastodon,4.2.0,8,1,2,27
soc.occvltvm.co,mastodon,4.2.1,8,2,4,479
cloudycrux.es,mastodon,4.1.4,8,0,5,65
mastodon.lajaqueria.org,mastodon,4.0.2,8,3,4,445
indiepop.band,mastodon,4.2.1-stable+ff2,8,2,6,112
juju.house,mastodon,4.1.4,8,4,6,"4,695"
dorset.social,mastodon,4.2.1,8,3,5,406
freefortnitegift.cards,mastodon,4.2.1,8,2,7,164
kiddush.social,mastodon,4.2.1,8,5,8,550
toot.diglet.ca,mastodon,4.0.2,8,2,3,27
gamedev.berlin,mastodon,4.2.1,8,3,7,190
mastodon.dystroy.org,mastodon,4.0.2,8,4,5,"1,704"
freedomofspee.ch,mastodon,4.3.0-alpha.0+glitch,8,4,5,"8,851"
jforo.com,mastodon,4.1.4,8,7,8,"86,694"
diwaniyah.social,mastodon,4.0.2,8,2,3,23
social.egalwaat.lu,mastodon,4.2.1,8,8,8,"3,935"
soc.bosio.info,mastodon,4.1.9,8,1,1,729
postb.org,mastodon,4.3.0-alpha.0,8,3,5,9
asso.lgbt,mastodon,4.2.1,8,8,8,220
dergnation.org,mastodon,4.2.1,8,3,8,120
nullisland.social,mastodon,4.0.2,8,4,4,101
gimme5.club,mastodon,4.1.1,8,1,3,17
social.learnlangs.com,mastodon,4.2.1,8,3,5,78
masse.xn--qubec-csa.tk,mastodon,3.4.1,8,1,4,605
ashlande.rs,mastodon,4.2.0,8,1,3,286
social.lemue.org,mastodon,4.2.0,8,6,6,263
toot.ecclesias.net,mastodon,3.2.1,8,2,3,31
social.authorhelp.uk,mastodon,4.2.1,8,5,9,548
mastodon.re,mastodon,4.2.0,8,4,6,125
fed.ggtm.eu,mastodon,4.2.1,8,7,8,"2,194"
communist.accountant,mastodon,4.2.1,8,7,9,123
mastodon.starnet.cz,mastodon,4.2.0,8,2,4,689
gotgoat.com,mastodon,4.2.1,8,4,4,675
note.clmyzy.co,mastodon,4.1.6,8,5,8,"7,858"
datenwolke.io,mastodon,4.2.1,8,3,4,267
faithcollapsing.com,mastodon,4.2.1,8,1,4,"10,296"
mn.social,mastodon,4.1.9,8,4,8,196
spla.tech,mastodon,4.3.0-alpha.0,8,4,8,69
mastodon.xy-space.de,mastodon,4.1.9,8,2,5,801
greenmushroomnetwork.masto.host,mastodon,4.2.1,8,5,9,"3,873"
beamship.mpaq.org,mastodon,4.2.1,8,8,8,"1,271"
allies.social,mastodon,4.2.1,8,8,8,68
solarcene.community,mastodon,4.2.1,8,7,7,196
mstdn.nrkn.fr,mastodon,4.2.1,8,6,6,"11,942"
