domain,application,version,users,AMU,AHYU,posts
social.sousunepluie.com,mastodon,4.1.4,2,1,2,11
felin.social,mastodon,4.2.1,2,2,2,1184
xo.se,mastodon,4.2.1,2,2,2,29
103.social,mastodon,4.1.2,2,2,2,129
social.sublingual.xyz,mastodon,4.2.1,2,1,1,1757
mastodon.shalott.com,mastodon,4.0.2,2,2,2,58
elevenjpnxi.hostdon.ne.jp,mastodon,4.2.1,2,1,1,5889
gaken.social,mastodon,4.2.1,2,2,2,24
mnstdn.monster,mastodon,4.2.0+glitch,2,1,1,329
kaputtendorf.de,mastodon,4.2.0-nightly.2023-10-07+glitch,2,2,2,203
mst.mineown.de,mastodon,4.0.2,2,1,1,3086
kiwipie.net,mastodon,4.1.4,2,1,2,37
hi.lysianth.us,mastodon,4.2.1,2,2,2,199
veganbyproxy.net,mastodon,4.2.1,2,2,2,69
friskypaws.social,mastodon,4.1.6,2,0,1,4737
chain.closetoya.com,mastodon,4.1.9,2,1,1,26
scottodon.com,mastodon,4.2.1,2,2,2,196
catnest.net,mastodon,4.2.0-beta3,2,0,2,86
fedi.ckir.net,mastodon,4.2.1,2,2,2,747
macavity.cat,mastodon,4.2.0,2,1,2,266
toot.rayonnant.org,mastodon,4.2.1,2,1,1,128
talk.drdiddlybadger.com,mastodon,4.2.1,2,1,2,254
mastodon.drewhess.social,mastodon,4.2.1,2,1,1,46
innovatelearning.social,mastodon,4.2.1,2,2,2,4
whimsical.fail,mastodon,4.1.9,2,2,2,134
mastodon.wiorca.com,mastodon,4.2.0,2,2,2,84
learningscienc.es,mastodon,4.2.0,2,1,1,333
p.gow.fr,mastodon,4.0.2,2,1,1,21
edgy.social,mastodon,4.2.1,2,2,2,554
heychrismackintosh.com,mastodon,4.1.4,2,1,2,72
adventures.social,mastodon,4.2.1,2,1,1,184
social.dragonsare.gay,mastodon,4.1.6,2,1,1,52
bfd.so,mastodon,4.2.0-bfd,2,1,1,149
m.bratpfannenberg.com,mastodon,4.2.1,2,1,4,175
community.peer2peer.help,mastodon,4.2.1,2,2,2,15
connect.daniel.digital,mastodon,4.2.1,2,2,2,38
sick.social,mastodon,4.1.3,2,0,2,98
social.yussuv.com,mastodon,4.2.0,2,2,2,86
tulipgardenshow.masto.host,mastodon,4.2.1,2,2,2,4852
poorlyrendered.com,mastodon,4.2.1,2,2,3,1161
duisburg.social,mastodon,4.0.2,2,2,2,49
townsends.online,mastodon,4.2.1,2,1,2,4
compound.social,mastodon,4.0.2,2,2,2,277
asliceoffootball.com,mastodon,4.2.1,2,2,2,37
gigant.social,mastodon,4.2.1,2,1,1,127
mastodon.nerdy-technician.social,mastodon,4.2.1,2,1,2,553
masto.rigolo.fun,mastodon,4.2.0,2,1,1,222
bfs.llc,mastodon,3.5.10,2,0,1,36
geveze.social,mastodon,4.1.4,2,2,2,127
mitten.dur.ch,mastodon,4.2.0-rc2,2,1,2,218
victoria.masto.host,mastodon,4.2.1,2,2,2,354
litrpg.online,mastodon,4.2.1,2,2,2,244
mast.mrrl.me,mastodon,4.2.1,2,1,1,38
tracyverse.social,mastodon,4.2.0,2,2,2,7
social.spheron.one,mastodon,4.1.4,2,1,2,45
mastodon.kaiserflur.de,mastodon,4.1.2,2,1,1,382
coasterfreak88.net,mastodon,4.2.1,2,1,1,325
masto.federa.social,mastodon,4.1.4,2,1,1,240
social.zachcapalbo.com,mastodon,4.0.5 (with modifications),2,1,1,54
khuluma.de,mastodon,4.2.1,2,2,2,36
planetboca.com,mastodon,4.2.1,2,1,1,13
hepburn.social,mastodon,4.0.2,2,1,1,252
wbknl.xyz,mastodon,4.2.1,2,2,2,52
social.rachsmith.com,mastodon,4.1.4,2,0,1,231
social.petertoushkov.eu,mastodon,4.2.1,2,2,2,1441
nofear.masto.host,mastodon,4.2.1,2,3,3,7
northlandia.net,mastodon,4.2.0-beta1,2,2,2,1
mastodon.myfed.space,mastodon,4.2.0,2,2,2,1992
twitter.resolvt.net,mastodon,4.2.1,2,1,1,625
mastodon.leblanc.io,mastodon,4.1.6,2,1,1,6
mastodon.mailstation.de,mastodon,4.2.1,2,0,0,342
weatherby2378.social,mastodon,4.2.1,2,2,2,5238
toots.chamook.lol,mastodon,4.1.2,2,2,2,178
mastodon.variousbits.net,mastodon,4.2.0,2,2,2,509
misanthrope.social,mastodon,4.2.0,2,1,1,1329
social.myconan.net,mastodon,4.2.0,2,1,3,863
mastodon.lundgrensjostrom.com,mastodon,4.2.0,2,1,2,9
mastodon.mlsn.fr,mastodon,4.2.1,2,1,3,383
social.clawhammer.net,mastodon,4.2.1,2,2,2,223
taiwan.riley-tech.net,mastodon,4.1.4,2,0,2,46
10mb.social,mastodon,4.1.8,2,1,3,361
punchpresence.social,mastodon,4.2.1,2,2,2,18
s.ilustre.li,mastodon,4.1.5,2,1,1,66
mast.tess.nz,mastodon,4.2.1,2,1,2,3
hi.jonk.org,mastodon,4.1.3,2,0,2,8
mone.dev,mastodon,4.2.0,2,1,1,103
pidibi.com,mastodon,4.0.2,2,0,1,309
social.northbaypython.org,mastodon,4.2.1,2,1,2,260
amynews.social,mastodon,4.2.1,2,1,1,428
soc.dudenas.lt,mastodon,4.2.0,2,1,1,222
flittermice.club,mastodon,4.2.1,2,2,2,45
social.pixelpusher.no,mastodon,4.2.1,2,1,1,176
hobbiton.masto.host,mastodon,4.2.1,2,2,2,1689
mastodon.veillance.xyz,mastodon,4.2.1,2,2,2,26
binarytales.social,mastodon,4.2.1,2,1,1,12
leporid.net,mastodon,4.2.1,2,1,1,277
social.findmyown.space,mastodon,4.1.9,2,1,2,748
verhu.xyz,mastodon,4.2.1,2,1,1,45
mastodon.ptolemaios.fr,mastodon,4.1.9,2,2,2,2292
atheopagan.net,mastodon,4.2.0,2,2,2,179
whale.party,mastodon,4.2.0,2,2,2,203
sheppo.au,mastodon,4.2.0,2,1,1,15
bytearray.eu,mastodon,4.0.2,2,1,1,303
girllich.link,mastodon,4.2.1,2,0,1,11
mastodon.sujets-libres.fr,mastodon,4.2.1,2,2,2,602
thatsit.social,mastodon,4.1.4,2,2,2,160
the.tonytiger.club,mastodon,4.2.1,2,2,2,251
mandra.us,mastodon,4.1.3,2,1,1,14
mastodon.spesh.com,mastodon,4.2.1,2,1,2,64
bondine.social,mastodon,4.1.6,2,1,1,103
foxi.sh,mastodon,4.1.4,2,2,2,380
mastodonian.org,mastodon,4.2.0,2,1,1,14
nonsequiturs.social,mastodon,4.2.1,2,2,2,162
mastodon.nothus.fr,mastodon,4.1.4,2,1,2,141
starlight.camp,mastodon,4.2.1,2,1,1,64
toot.m0h.fr,mastodon,4.2.1,2,2,2,2583
whyso.social,mastodon,4.1.6,2,2,2,1090
social.diverge.gg,mastodon,4.2.1,2,1,1,1
mastodon.mhemeryck.com,mastodon,3.5.10,2,1,1,62
bencollier.uk,mastodon,4.2.0-beta2,2,1,2,33
social.iheartmichelle.com,mastodon,4.2.1,2,2,2,1097
accioly.social,mastodon,4.2.1,2,1,2,230
mastodon.projecttyco.net,mastodon,4.2.0,2,1,2,33
toots.hd0.eu,mastodon,4.2.0,2,1,1,20
social.learntosolveit.com,mastodon,4.2.1,2,1,1,75
dementedandsadbut.social,mastodon,4.2.1,2,2,2,5408
social.sebhans.de,mastodon,4.1.9,2,2,2,7
fedinerds.net,mastodon,4.2.0,2,2,2,458
lakedistrict.social,mastodon,4.2.1,2,2,2,81
jb.md,mastodon,4.2.1,2,2,2,23992
social.thirdstage.ca,mastodon,4.2.1,2,2,2,49
freude.social,mastodon,4.2.1,2,2,2,90
ldwg.me,mastodon,4.1.6,2,0,1,42
nonsense.direct,mastodon,4.1.6,2,1,1,535
mstdn.swiso.org,mastodon,4.2.1,2,1,1,286
gascoigne.social,mastodon,4.2.1,2,1,1,1312
dom.ke,mastodon,4.1.6,2,1,1,55
publicidentity.net,mastodon,4.2.1,2,2,2,216
aloha-pink.monster,mastodon,4.2.1,2,1,2,6
secluded.ch,mastodon,4.1.9,2,1,2,431
posts.polity.social,mastodon,4.2.1,2,2,2,9
cybermage.sh,mastodon,4.3.0-nightly.2023-10-14+glitch,2,2,2,74
social.queer.computer,mastodon,4.3.0-alpha.0+glitch,2,3,4,67
mastodon.thebeeches.house,mastodon,4.2.1,2,1,1,430
social.underza.net,mastodon,4.1.6,2,1,1,60
higgy.social,mastodon,4.1.5+glitch+nightly-2023-07-31,2,2,2,663
wolvesare.sexy,mastodon,4.1.10,2,2,2,265
cariad.social,mastodon,4.2.1,2,2,2,246
social.ulysses.app,mastodon,4.1.9,2,2,2,104
screenshake.io,mastodon,4.1.4,2,2,2,1999
thewhatnow.eu,mastodon,4.2.1,2,1,1,40
social.pengins.dev,mastodon,4.2.1,2,0,2,47
social.lilac.lab.shortcord.com,mastodon,4.1.4+glitch+cat+1.0.0,2,2,2,3000
mace.social,mastodon,4.2.1,2,2,2,293
social.riz-om.network,mastodon,4.2.1,2,1,1,13
mastodon.maik.ch,mastodon,4.2.1,2,1,1,29
mastodon.tolleham.top,mastodon,4.2.0,2,2,2,19
mastodon.concordia.social,mastodon,4.2.0,2,1,1,2489
noctua.social,mastodon,4.1.1,2,2,2,81
outwith.biz,mastodon,4.2.0,2,1,1,116
social.housesmith.dev,mastodon,4.2.0,2,1,1,93
stoney.monster,mastodon,4.2.1,2,1,2,773
mapstodon.technology,mastodon,4.2.1,2,2,2,1262
widget.uk,mastodon,4.2.1,2,1,1,316
social.rdl.ph,mastodon,4.2.0-beta2,2,1,1,846
social.kemitix.net,mastodon,4.2.1,2,2,2,81
social.jeronimodesign.net,mastodon,4.2.1,2,1,2,69
mastodon.natrinicle.com,mastodon,4.2.1,2,1,1,155
mas.skip2.net,mastodon,4.1.7,2,2,2,100
sarjant.social,mastodon,4.2.1,2,1,2,2436
bnuy.zone,mastodon,4.1.4+glitch,2,1,2,121
xn--og8haa.st,mastodon,4.1.6,2,2,2,12
hotdog.place,mastodon,4.2.1,2,1,1,28
hub.gjdwebserver.nl,mastodon,4.1.6,2,1,2,42
carelesswhisper.nl,mastodon,4.2.1,2,1,2,719
toot.d3fc0n.one,mastodon,4.2.1,2,1,1,9
mastodon.nosotros.ong.br,mastodon,4.1.4,2,2,2,52
social.bethejustin.com,mastodon,4.2.0,2,1,1,378
tanztee.social,mastodon,4.2.1,2,2,3,1064
theaddict.ink,mastodon,4.2.1,2,1,1,12
social.a11y.fr,mastodon,4.2.1,2,1,2,102
utveckla.re,mastodon,4.2.1,2,1,2,180
notes.tasche.me,mastodon,4.2.1,2,2,2,516
writ.live,mastodon,4.0.2,2,1,1,147
social.owlcode.tech,mastodon,4.2.0,2,1,2,30
scl.kaffeemonster.com,mastodon,4.2.1,2,2,2,830
bunny.social,mastodon,4.1.9,2,1,1,1133
alfajet.masto.host,mastodon,4.2.1,2,1,1,3060
toot.sosh.co.uk,mastodon,4.2.0,2,1,1,646
shellbytes.me,mastodon,4.2.1,2,2,2,56
eepygirls.tech,mastodon,4.2.0+glitch,2,2,2,238
fleur.social,mastodon,4.2.1,2,1,2,481
monitoring.cafe,mastodon,4.1.6,2,1,2,4
afk.social,mastodon,4.1.9,2,1,2,29
mastodon.deepak.science,mastodon,4.2.1,2,1,1,56
foxpile.online,mastodon,4.2.0,2,1,2,438
mostlygood.xyz,mastodon,4.2.0+glitch,2,2,2,1002
tripleeyegames.social,mastodon,4.2.1,2,2,2,48
social.ourpad.org,mastodon,4.1.6,2,1,2,9
olifant.fi,mastodon,4.2.0,2,1,2,93
fedi.jawsh.xyz,mastodon,4.2.0,2,2,2,71
social.michels.xyz,mastodon,4.1.9,2,2,2,459
wilddog.hendikins.id.au,mastodon,4.2.0,2,2,2,111
mastodon.electroncash.de,mastodon,4.2.1,2,2,2,15
social.rudel.nl,mastodon,4.1.6,2,1,1,13
mastodon.kame.moe,mastodon,4.2.1,2,1,1,54
chirpnest.net,mastodon,4.2.0-nightly.2023-09-25+glitch,2,2,2,29
mastodon.boogstreken.be,mastodon,4.2.0,2,2,2,173
toot.kotocoop.org,mastodon,4.2.1,2,1,2,15
bkcastle.net,mastodon,4.0.2,2,2,2,1108
social.bruis.net,mastodon,4.2.1,2,2,2,48
paopu.social,mastodon,4.2.1,2,2,2,26
social.sammydepresso.com,mastodon,4.2.1,2,1,1,41
webmapping.social,mastodon,4.2.0,2,1,2,12
ftl.chat,mastodon,4.1.5,2,1,1,160
detroit.lol,mastodon,4.2.1,2,1,1,85
social.nikos410.de,mastodon,4.3.0-nightly.2023-10-19+glitch,2,1,2,162
social.extremelyoffline.org,mastodon,4.2.1,2,1,1,163
flooded.club,mastodon,4.2.1,2,2,2,509
castilla.social,mastodon,4.2.0,2,1,3,154
theamityville.social,mastodon,4.2.1,2,2,2,1748
social.zoc.me,mastodon,4.2.1,2,1,1,171
mastodon.workingweb.nl,mastodon,4.2.0,2,1,1,3343
bussmann.social,mastodon,4.2.1,2,1,1,459
mastodon.neither-nor.net,mastodon,4.2.1,2,1,1,175
social.medlab.host,mastodon,4.1.6,2,1,1,17
as200950.social,mastodon,4.3.0-nightly.2023-10-16+glitch,2,2,2,165
lexacon.org,mastodon,4.2.0,2,2,2,17
social.datenschutz-guru.de,mastodon,4.2.1,2,2,2,303
agilist.social,mastodon,4.1.5,2,0,1,28
masto.spirgi.com,mastodon,4.2.1,2,2,2,71
mastodon.robserv.de,mastodon,4.2.0-beta1,2,1,2,13
fedi.nerderypublic.com,mastodon,4.1.1,2,3,3,233
fehrsbook.com,mastodon,4.0.2,2,1,1,63
cybercuties.net,mastodon,4.2.0,2,1,2,887
brinkum.duckdns.org,mastodon,4.1.9,2,1,2,163
social.bitsammelwanne.de,mastodon,3.5.10,2,1,1,222
mastodon.gadgetoid.com,mastodon,4.2.0,2,1,2,326
social.ancow.name,mastodon,4.2.1,2,1,1,43
mst.cebo29.ipv64.de,mastodon,4.2.1,2,2,2,13
social.aptx-4869.de,mastodon,4.2.1,2,1,1,13
mastodon.kapler.family,mastodon,4.2.0,2,1,2,78
social.f1sh.de,mastodon,4.2.0,2,1,1,136
social.koeia.de,mastodon,4.2.0,2,2,2,35
mastodon.xarondigital.com,mastodon,4.2.0,2,1,1,12
social.balad.in,mastodon,4.2.1,2,2,2,411
weide.social,mastodon,4.0.6,2,1,1,144
bachmann.social,mastodon,4.2.1,2,1,2,147
huck.social,mastodon,4.2.1,2,2,2,244
musee.social,mastodon,4.1.6,2,0,1,2
nerdtreff.it,mastodon,4.2.0,2,2,2,164
social.lindsaybison.com,mastodon,4.0.2,2,1,1,80
deadbeef.social,mastodon,4.1.10,2,2,2,59
mastodon.joinhaven.us,mastodon,4.2.0,2,0,0,339
davidized.social,mastodon,4.2.1,2,2,2,27
m.tpaschalis.me,mastodon,3.5.5,2,1,2,103
social.undarkpixel.com,mastodon,4.1.2,2,0,1,57
rokosocial.com,mastodon,4.0.2,2,0,1,26
sailstrails.cafe,mastodon,4.2.1,2,0,1,198
palau.pro,mastodon,4.2.1,2,1,2,80
dan.cloud,mastodon,3.5.3,2,1,1,2
eleusis.social,mastodon,4.0.0rc1,2,2,2,202
diskette.online,mastodon,4.2.0,2,1,1,6
social.snowcat.link,mastodon,4.1.5,2,1,1,88
on.clomp.io,mastodon,4.1.4,2,1,2,4
witchlounge.ca,mastodon,4.2.1,2,1,1,50
mastodon.rosseaux.com,mastodon,4.2.0,2,1,1,86
social.cemper.net,mastodon,4.1.4,2,1,2,136
tootaloo.me,mastodon,3.5.3,2,1,1,26
tailored.social,mastodon,4.2.0,2,0,0,124
nonsense.garethrogers.net,mastodon,3.5.3,2,2,2,12
tut.andreer.no,mastodon,4.1.7,2,1,2,35
remeika.social,mastodon,4.2.1,2,1,1,9
mastodon.bastelfreak.cloud,mastodon,4.1.7,2,1,1,70
nedludd.social,mastodon,4.2.1,2,2,2,131
arxiv.social,mastodon,3.5.3,2,2,2,45
set.wordperf.com,mastodon,4.2.1,2,1,1,367
fax.social,mastodon,4.1.5,2,0,2,285
social.g5t.de,mastodon,4.1.4,2,1,1,37
social.demi-sec.org,mastodon,4.0.2,2,1,1,58
masto.danslesbois.info,mastodon,4.2.0,2,1,1,538
mastodon.dbatley.com,mastodon,3.3.0,2,1,2,516
appsignal.social,mastodon,3.5.3,2,1,1,108
social.polymath.net,mastodon,4.2.1,2,1,2,77
mastodon.hamik.net,mastodon,4.1.6,2,1,1,14
mastodon.hett.org,mastodon,4.1.10,2,1,1,4
lieurance.social,mastodon,4.1.6,2,2,2,116
goab.net,mastodon,4.2.0,2,1,2,5
maron.blue,mastodon,4.2.1,2,0,1,112
md.mornie.org,mastodon,4.2.0,2,1,1,24
social.mcqn.com,mastodon,4.2.1,2,2,2,71
m.ansd.xyz,mastodon,4.2.1,2,1,2,28
devsociety.eu,mastodon,4.2.1,2,1,2,9
social.offsign.nl,mastodon,3.3.0,2,1,1,106
social.cdacosta.com,mastodon,4.2.1,2,1,2,255
surreptitious.ly,mastodon,4.1.6,2,0,1,18
social.paulderaaij.nl,mastodon,4.2.0,2,1,1,386
helpfulpodcasters.social,mastodon,4.2.1,2,2,2,118
mastodon.rctatman.com,mastodon,4.2.1,2,0,0,550
social.markofall.com,mastodon,4.2.1,2,1,2,3
gay.skid.do,mastodon,4.1.4+glitch,2,2,2,1405
mastodon.zanderz.com,mastodon,4.2.1,2,0,1,20
tinfoil.social,mastodon,4.0.2,2,2,2,4
frootmig.net,mastodon,4.1.10,2,2,2,404
vim.town,mastodon,4.2.1,2,1,2,11
social.stephenfirth.co.uk,mastodon,4.2.1,2,1,2,34
txnet.social,mastodon,4.1.2,2,1,1,30
haxx.us,mastodon,4.1.0,2,2,2,31
mastodon.siteop.biz,mastodon,4.2.0,2,2,2,65
b0.ax,mastodon,4.2.0-beta1+glitch,2,1,2,330
mastodon.pappenklatsch.de,mastodon,4.2.1,2,1,2,7
hordburh.autophagy.io,mastodon,4.1.10,2,2,2,148
selent.ca,mastodon,4.0.2,2,2,2,37
social.cryptonica.de,mastodon,4.2.1,2,2,2,3
jtlm.masto.host,mastodon,4.2.1,2,1,1,24
s.hirtz.pm,mastodon,3.5.14,2,2,2,31
toot.lab.how,mastodon,4.3.0-alpha.0+glitch,2,1,1,33
social.vdavez.com,mastodon,4.2.1,2,1,1,79
digitalpharma.social,mastodon,4.2.1,2,1,1,6
mastodon.dtalens.com,mastodon,4.2.1,2,2,2,232
clontarf.icu,mastodon,4.2.0,2,1,1,17
mastodon.eugasser.com,mastodon,4.1.6,2,2,2,24
rubi.gd,mastodon,4.1.4,2,1,2,880
tuskular.com,mastodon,4.2.0,2,1,4,2
evilmeow.com,mastodon,4.2.0,2,2,2,207
braunschweig.social,mastodon,4.2.0,2,2,2,5
com.thephysics.xyz,mastodon,4.2.1,2,1,1,33
macnemo.social,mastodon,4.2.0,2,1,1,10
astrum.social,mastodon,4.2.1,2,1,2,22
least.cool,mastodon,4.2.1,2,1,1,12
social.ffconf.org,mastodon,4.2.1,2,1,2,17
vonhaller.social,mastodon,4.0.2,2,1,1,126
mastodon.knuspel.eu,mastodon,4.2.1,2,2,2,44
social.mooseybytes.com,mastodon,4.1.0,2,0,1,205
social.colinmartin.com,mastodon,4.1.4,2,1,2,11
md.echoplex.info,mastodon,4.1.7,2,1,1,2
pvl.pw,mastodon,4.1.5,2,1,1,9
jhr.social,mastodon,4.1.9,2,1,2,50
mastodon.nirgendwoher.eu,mastodon,4.2.1,2,2,2,6
r.town,mastodon,4.2.1,2,2,2,94
toot.hutor.duckdns.org,mastodon,4.1.9,2,1,2,51
fursuit.me,mastodon,4.2.1,2,2,2,129
m.debianlinux.de,mastodon,4.1.2,2,0,2,6
mastodon.antanst.com,mastodon,4.1.5,2,1,2,12
puzich.social,mastodon,4.2.0,2,1,2,182
social.rawa.io,mastodon,4.2.0,2,2,2,5
andythompson.social,mastodon,4.2.0,2,1,1,7
tolppa.thermopylas.fi,mastodon,4.2.0,2,1,1,12
worldtravel.photos,mastodon,4.2.1,2,2,3,137
0xv.eu,mastodon,4.0.2,2,1,1,2
toot.reseed.it,mastodon,4.1.4,2,1,1,4
raikow.online,mastodon,4.0.2,2,0,0,18
mastodon.dictatorshipcake.co.uk,mastodon,4.2.1,2,2,3,17
geneadon.social,mastodon,4.2.1,2,1,1,78
transmit.social,mastodon,4.0.2,2,0,0,29
dutchcaribbean.social,mastodon,4.2.0,2,0,0,91
gardons.contact,mastodon,4.1.9,2,1,1,57
mastodon.caille.fr,mastodon,4.2.0,2,1,1,7
guerrillagardening.club,mastodon,4.2.0,2,1,1,110
mastodon.omx.nl,mastodon,4.0.2,2,0,1,26
mastodon.nyveir.fr,mastodon,4.2.0,2,2,2,244
wahni.at,mastodon,4.1.7,2,1,1,77
mastodon.sdm-it.com,mastodon,4.1.3,2,1,2,10
social.nettek.at,mastodon,4.2.0,2,2,2,98
mastodon.debugco.de,mastodon,4.2.1,2,2,2,13
taowa.gay,mastodon,4.2.1,2,1,1,2
mastodon.vandewaetere.be,mastodon,4.1.2,2,1,2,21
mastodon.ruby2sday.net,mastodon,4.1.4,2,1,1,1
social.budini.me,mastodon,4.1.2,2,2,2,18
social.mailpace.com,mastodon,4.2.1,2,1,1,40
honk.masto.host,mastodon,4.2.1,2,1,1,12
gshep.social,mastodon,4.2.0,2,1,2,84
0ab.uk,mastodon,4.1.7,2,2,2,14
mastodon.theyosh.nl,mastodon,4.2.1,2,1,2,19
social.producer-network.de,mastodon,4.2.1,2,2,2,91
heystory.net,mastodon,4.2.0,2,1,1,53
smallposts.net,mastodon,4.2.1,2,1,1,16
knottywolf.sexy,mastodon,4.1.2,2,1,2,182
tusk.chat,mastodon,4.2.0,2,1,1,14
opensalon.social,mastodon,4.2.1,2,0,1,9
mst.slu.mx,mastodon,4.2.1,2,1,2,24
webwizard.uk,mastodon,4.1.6,2,1,1,7
blob.coffee,mastodon,4.2.1,2,1,2,2
mastodon.pratl.net,mastodon,4.2.1,2,1,2,369
mastodon.chester.id.au,mastodon,4.2.1,2,1,1,1
assonance.org,mastodon,4.2.1,2,1,1,9
mastodon.vnvie.ws,mastodon,4.1.7,2,1,2,32
toots.im,mastodon,4.2.0,2,1,1,236
mastodon.actuallyautistics.org,mastodon,4.2.1,2,0,1,10
socialpapiga.top,mastodon,4.1.7,2,2,2,114
gazuji.com,mastodon,4.2.1,2,2,2,25
xn--00w656a.xn--2os22eixx6na.xn--kpry57d,mastodon,4.2.1,2,2,2,72
masto.mads-hartmann.com,mastodon,4.2.1,2,1,1,12
mastadon.dumbthing.org,mastodon,4.2.1,2,2,2,26930
justjake.masto.host,mastodon,4.2.1,2,2,2,8
mastodon.evolution.codes,mastodon,4.2.0,2,2,2,3
destabled.com,mastodon,4.2.1,2,2,2,2
mastodon.lmdk.co.uk,mastodon,4.2.0,2,1,1,2
mast.holistichackers.org,mastodon,4.2.1,2,0,0,14
social.antonywalton.com,mastodon,4.2.1,2,1,2,1
mastodon.indiegamesdevel.com,mastodon,4.2.1,2,1,2,3
sais.town,mastodon,4.2.1,2,2,2,8
amd.sh,mastodon,4.2.1,2,1,2,60
mysticaccess.online,mastodon,4.2.1,2,1,2,185
futurevista.social,mastodon,4.2.1,2,0,0,12
phonetown.net,mastodon,4.2.1,2,2,2,4
mstdn.ethnet.io,mastodon,4.2.0,2,1,2,1
metrology.community,mastodon,4.2.1,2,0,2,1
be58.co,mastodon,4.2.1,2,1,2,2
mastodon.stilic.net,mastodon,4.2.1,2,1,2,14
social.darn.fish,mastodon,4.1.5,2,1,2,322
social.mildlyfunctional.gay,mastodon,4.2.0+glitch,2,2,2,1565
social.dekay.se,mastodon,4.2.1,2,1,1,130
mastodon.longlandclan.id.au,mastodon,4.2.1,2,2,2,12613
masto.sangberg.se,mastodon,4.2.1,2,1,2,1027
mastodon.kylerank.in,mastodon,4.2.0,2,1,1,299
mastodon.half-shot.uk,mastodon,4.1.4,2,1,1,1384
mastodon.r3pek.org,mastodon,4.2.0,2,1,1,1730
randomcorner.space,mastodon,4.1.5,2,1,2,275
social.jirutka.cz,mastodon,4.1.6,2,1,2,107
logjam.city,mastodon,4.2.1,2,1,1,11459
razze.social,mastodon,4.0.2,2,2,2,190
roc.social,mastodon,4.2.1,2,0,0,4
hund.schule,mastodon,4.1.7,2,1,1,68
datak.duckdns.org,mastodon,4.2.1,2,2,2,230
mastodon.muito.top,mastodon,4.1.6,2,2,2,8
cloudfiction.social,mastodon,4.2.0,2,1,1,12
outer.spaceandtim.es,mastodon,4.2.1,2,0,1,7
deskweb.social,mastodon,4.1.8,2,1,1,56
mastodonte.quebec,mastodon,4.1.4,2,2,2,99
mastodon.theserver.se,mastodon,4.2.1,2,1,2,1
yotie.blue,mastodon,4.0.2,2,1,2,1914
tjatse.no,mastodon,4.0.3,2,0,2,1
loser.cafe,mastodon,4.2.1,2,1,1,9
thayer.social,mastodon,4.1.7,2,1,1,3
mastodon.mat.ynh.fr,mastodon,4.2.0,2,1,2,1
soc.nes.sh,mastodon,4.2.0,2,0,0,1
social.allmers.de,mastodon,4.2.1,2,2,2,101
social.uhh.monster,mastodon,4.1.0,2,2,2,12
moto.exchange,mastodon,3.5.10,2,0,1,2
toot.bjorkbrant.com,mastodon,4.2.1,2,1,2,9
masto.macaddict89.me,mastodon,4.1.10,2,1,4,4
social.vampdev.com,mastodon,4.1.4,2,1,2,9
social.kesuek.de,mastodon,4.2.0,2,1,1,5
avclub.camp,mastodon,4.0.2,2,1,1,19
s.voxint.net,mastodon,4.2.0-rc2+glitch,2,2,2,56
zepi.social,mastodon,4.1.9,2,2,2,66
jeffburg.social,mastodon,4.2.1,2,1,1,172
benz.social,mastodon,4.2.0,2,1,1,6
social.vegan.im.it,mastodon,4.1.9,2,2,2,6
mastodon.aowolfie.com,mastodon,4.1.4,2,1,1,6
mastodon.snmsoc.org,mastodon,4.0.2,2,1,4,44
hbghosting.social,mastodon,4.2.1,2,2,2,1
unitedmastodon.com,mastodon,4.2.0,2,1,1,3
social.laboratomium.de,mastodon,4.2.0,2,1,1,95
mastodon.kassepied.org,mastodon,4.2.1,2,1,2,159
crispycone.social,mastodon,4.2.0,2,1,1,4
real.badanalys.is,mastodon,4.1.10,2,2,2,2
michaonline.net,mastodon,4.2.1,2,1,1,65
social.mfraters.net,mastodon,4.2.0,2,1,1,18
shitpostinc.business,mastodon,4.1.4,2,2,3,34
rather.social,mastodon,4.0.2,2,0,1,12
space.sangelo.space,mastodon,4.1.2+glitch,2,0,2,3
mastodon.bkrn.org,mastodon,4.2.0,2,1,2,2511
social.nogafam.zone,mastodon,4.2.0,2,0,0,8
mastodon.rosenha.in,mastodon,4.2.1,2,1,1,11
mastodon.brdsnest.net,mastodon,4.2.1,2,0,1,13
keystroke.social,mastodon,4.0.2,2,1,1,11
brunch.zone,mastodon,4.2.1,2,1,1,22
raccoon.community,mastodon,3.5.3,2,0,1,15
social.thespiralbound.com,mastodon,4.2.1,2,2,2,76
pub.kreig.rocks,mastodon,4.1.4,2,1,2,7
rivervalleymaine.social,mastodon,4.2.1,2,1,1,6
vegane.schule,mastodon,4.1.7,2,1,1,85
mstdn.firebonk.de,mastodon,4.0.2,2,1,1,12
schildt.social,mastodon,4.1.0,2,0,1,120
mastodon.useless.one,mastodon,4.1.2,2,1,1,10
dogden.xyz,mastodon,4.1.9,2,1,2,32
mas.toast.ws,mastodon,4.1.4,2,0,2,6
inkspill.co,mastodon,4.2.1,2,2,2,89
h3xtacy.party,mastodon,4.2.1,2,2,2,25
lairds.com,mastodon,3.5.3,2,1,1,17
floof.link,mastodon,4.1.4,2,2,2,23
senky.social,mastodon,4.0.2,2,0,2,4
stage.epistolary.org,mastodon,4.0.2,2,0,0,17
m.yerp.io,mastodon,4.1.2,2,1,1,403
social.1000grad.com,mastodon,4.0.2,2,0,0,10
