domain,application,version,users,AMU,AHYU,posts
know.me.uk,mastodon,4.0.11,49,18,38,3132
msky.h3z.jp,misskey,13.10.3,30,null,null,47185
mstr.cloud,mastodon,4.2.0-nightly.2023-09-21+glitch,1,1,1,2878
pfalz.social,mastodon,4.2.1,102,46,71,25850
misskey.fusenstage.com,misskey,2023.10.1,81,null,null,6083
has-no.solutions,akkoma,3.10.4-0-gebfb617,1,1,1,518
berlin.social,mastodon,4.2.1,2775,1063,1805,275560
lustigetiernamenbubble.de,mastodon,4.2.0,31,14,22,27668
qnmd.info,mastodon,4.2.1,2,2,2,15604
misskey.furry-r-moonrabbitbower.com,misskey,2023.10.1,17,null,null,10794
tilde.zone,mastodon,4.2.0+glitch,2010,507,838,235494
fedi.turbofish.cc,mastodon,4.2.0,7,1,3,1905
climatejustice.global,mastodon,4.2.1-stable+ff1,189,91,104,59489
mastodon.terabyte-computing.com,mastodon,4.2.0,7,3,5,2558
brettiverse.com,pleroma,2.5.4,7,6,7,2374
chiakey.io,misskey,2023.9.3,95,null,null,2013
tooting.app,mastodon,4.2.1,5,1,1,4020
toot.nclf.net,mastodon,4.1.3+glitch,3,1,3,358
az.social,mastodon,4.1.9,42,13,21,2196
technodon.org,mastodon,4.0.2,60,13,45,1893
kirche.social,mastodon,4.2.1,576,285,375,103880
social.finkhaeuser.de,mastodon,4.2.1,3,1,2,7804
vis.social,mastodon,4.2.1,6195,606,939,164756
thesinalab.de,mastodon,4.2.1,1,1,1,1
anarchism.space,mastodon,3.5.14,2123,65,121,253444
dtp-mstdn.jp,mastodon,3.2.0,508,416,2061,35579
bookwor.ms,mastodon,4.2.1,561,157,207,289150
social.kyaru.xyz,misskey,2023.9.3,9,null,null,1434
nullpointer.org,mastodon,4.1.3,8,6,6,1183
fuzzyroots.net,akkoma,3.9.3-0-g9d7c877,3,2,3,545
social.dissidence.ovh,akkoma,3.10.4-1-gebfb617b,1,1,1,169
thewired.zone,firefish,1.0.3,5,3,3,16
pl.comofas.org,akkoma,3.9.3-2-gfb8081e1-develop,11,4,8,65
mastodon.burnworks.com,mastodon,4.2.0,1,1,1,101
whinge.town,pleroma,2.5.0,87,28,65,52608
toot.kuba-orlik.name,mastodon,4.1.4,8,5,5,10283
tiggi.es,mastodon,4.2.1,110,71,92,57693
mastd.racing,mastodon,4.2.1,173,19,38,47699
mastodon.novylen.net,mastodon,4.2.0,6,1,3,6836
m.moec.top,misskey,2023.10.1,106,null,null,10738
wonkodon.com,mastodon,3.1.3,308,44,153,30050
carnivore.social,mastodon,4.2.0,24,2,2,2820
mi.rerac.dev,cherrypick,4.4.0,30,null,null,7345
miwkey.miwpayou0808.info,misskey,12.119.0,43,5,7,171602
otoya.space,mastodon,4.2.1,1667,59,112,73043
ak.kawen.space,akkoma,3.10.3-0-g98f0820-develop,36,23,30,48063
tweesecake.social,hometown,4.0.10+hometown-1.1.1,362,229,321,157523
noclick.se,mastodon,4.2.0,7,5,5,319
jkpg.rocks,mastodon,4.2.1,2,1,2,3455
birb.site,mastodon,4.2.1,11,4,5,47207
social.qownnotes.org,mastodon,4.2.1,2,2,2,232
social.beaware.live,mastodon,4.1.6,5,2,6,3670
social.dropbear.xyz,mastodon,4.2.1,4,1,1,2142
c18.masto.host,mastodon,4.2.1,158,57,89,23766
astronomy.city,mastodon,4.2.1,16,6,11,6287
toot.lgbt,mastodon,4.2.0,204,65,65,62445
lviv.social,mastodon,4.2.0,66,18,30,7160
social.politicaconciencia.org,mastodon,4.1.4,5361,188,444,278027
masto.nyc,mastodon,4.2.1,1472,199,567,20899
grumble.social,mastodon,4.2.0,25,14,18,13041
misskey.yakijake.net,misskey,13.14.1,4,null,null,54
homo.promo,mastodon,4.2.1,2,2,2,7416
meowr.me,mastodon,4.2.0,30,6,9,2363
mastodon.content.town,mastodon,4.2.1,650,205,386,9789
tanoshii.site,misskey,2023.9.3,30,null,null,34943
gratefuldread.masto.host,mastodon,4.2.1,11,8,9,67718
mastinsaan.in,mastodon,4.2.1,8,5,7,3256
kimpire.net,mastodon,4.2.1,23,21,21,62184
mastodon.arch-linux.cz,mastodon,4.2.1,2930,341,1115,86159
mastodon.tardis.pw,akkoma,3.10.3-1-g43c5fd5d,11,4,6,3786
spacey.space,mastodon,4.2.1,676,181,372,64241
taakka.fillari.xyz,akkoma,3.10.4-0-g0af8e93,1,1,1,111
mi.yude.moe,misskey,13.9.2,47,null,null,25201
mstdn.dgm.pw,mastodon,3.5.3,1,1,1,2739
nsfw.finance,pleroma,2.5.5,14,5,7,1069
ferelith.blue,mastodon,4.2.1,1,1,1,475
social.skynetcloud.site,mastodon,4.2.1,2,2,2,6376
misfittoys.social,mastodon,4.1.6,11,4,7,34038
mstdn.ryanak.xyz,mastodon,4.3.0-alpha.0,2,2,2,10022
pilote.me,mastodon,4.2.1,4,3,4,2630
hakodon.cf,mastodon,4.2.1,16,7,7,50632
ghetti.monster,pleroma,2.4.53-912-g7f0b3161-develop,29,14,21,57094
obufalus.jp,mastodon,4.2.0,122,87,118,28091
social.pixels.pizza,mastodon,4.2.1,2,1,1,5951
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,575
pipou.academy,mastodon,4.3.0-alpha.0+glitch,239,86,115,598058
mcr.wtf,mastodon,4.2.1,152,32,72,11929
giersig.net,mastodon,4.2.1,1,1,1,6729
calckey.world,firefish,1.0.5-dev12,523,123,517,13713
misskey.todanano-fune.moe,misskey,2023.10.1,5,null,null,2283
lifehack.social,mastodon,4.2.1,1,1,1,102
gxtech.social,mastodon,4.2.1,8,1,4,1142
jemal.contact,mastodon,4.2.1,1,1,1,2517
ma.fono.jp,mastodon,4.2.0,15,8,18,42398
social.bloomanalytics.net,mastodon,4.2.1,1,1,1,1
eyes4you.org,mastodon,4.1.3,12,4,4,1809
mogumogu-croquette.com,misskey,2023.10.1,13,null,null,962
m6n.io,mastodon,4.2.1,93,17,26,9264
dartboard.social,akkoma,3.9.3-0-g9d7c877,8,2,2,157
vaughan.social,mastodon,4.2.0,2,1,1,61
misskey.syachiku.info,misskey,13.14.2,7,null,null,226
social.keiths-place.com,mastodon,4.1.6,2,1,1,391
masto.bike,mastodon,4.1.4,769,393,582,146592
mi.tkw.fm,misskey,12.119.1,9,2,2,31964
jellystyle.social,mastodon,4.2.1,2,2,2,488
pleroma.frickalou.com,akkoma,3.10.4-1-gebfb617b,2,1,2,15
novoa.nagoya,misskey,13.11.3,225,null,null,46731
brockha.us,pleroma,2.5.54-333-g1e685c83-develop,3,2,3,3748
muensterland.social,mastodon,4.1.4+glitch,192,17,49,5041
poststoffarm.de,mastodon,4.1.4,3,3,3,90
tuit.fr,firefish,1.0.4-beta,107,11,105,1617
bcom.moe,mastodon,4.2.0,42,8,18,771
pixelart.moe,misskey,13.14.2,5,null,null,1664
ak.lavenderfield.xyz,akkoma,3.10.4-4-g5f5621fb,2,6,7,28
techhangout.social,mastodon,4.2.1,10,5,5,4080
nya.house,akkoma,3.9.3-29-gc1306989-nya,31,2,8,842
mikrobloggen.no,mastodon,4.2.1,3,2,3,853
cantina.tatooine.space,akkoma,3.9.0-0-g9a8373a,2,2,2,554
katzebot.space,mastodon,4.2.0,35,20,36,2820
m.feyo.pw,mastodon,4.2.0,1,1,1,104
toot.re,mastodon,4.2.0,166,52,156,9482
formu1a.social,mastodon,4.1.4+glitch,22,3,11,521
mastodon.tetaneutral.net,mastodon,4.1.9,850,115,168,187256
tny.social,mastodon,4.2.0,2,2,2,560
misskey.na2na.dev,misskey,2023.10.1-na2na-v2,13,null,null,66766
tyt.maanebedotten.no,akkoma,3.9.3-0-g9d7c877,2,1,2,474
ippaitaberukimigasukey.com,misskey,13.14.2,40,null,null,1910
stereophonic.space,pleroma,2.4.4-2-g8ce247a0-stereophonic-stable,947,null,null,405997
mstdn.tomokiwakimoto.com,mastodon,3.1.5,1,1,1,7159
tragically.social,mastodon,4.1.9,2,1,1,1421
mastodon.tuidao.me,mastodon,4.1.9,1,1,1,159
sciences.social,mastodon,4.2.1,4029,1293,2288,108400
soc.jae.fi,firefish,1.0.4-beta,5,1,3,4463
firefish.sekretaerbaer.net,firefish,1.0.3,3,1,1,0
toots.nu,mastodon,4.0.2,102,55,311,4230
meetiko.org,firefish,1.0.3,38,16,36,7570
bdx.town,akkoma,3.9.3-0-g80519fe,76,42,86,14112
t3n.social,mastodon,4.2.1,15,8,9,1015
raphus.social,mastodon,4.2.1,180,60,123,10513
nugen.me,mastodon,4.2.1,7,2,5,24096
toots.sahilister.in,mastodon,4.2.1,1,1,1,137
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,2,51
onlybsds.com,mastodon,4.0.2,4,1,3,35
blewsky.social,firefish,1.0.5-dev6,5,1,3,2103
msky.negset.com,misskey,13.14.2-negskey.4.0,8,null,null,252
thefolklore.cafe,mastodon,4.1.2,27,16,22,17890
misskey.7ka.org,misskey,2023.10.1,221,null,null,68400
lepoulsdumonde.com,mastodon,4.3.0-alpha.0,53,49,52,12940
fedifeed.net,mastodon,4.2.1,33,30,32,40154
ridixy.com,meisskey,10.102.670-m544,3,1,1,25197
dragon.style,mastodon,4.0.6,300,95,123,369857
mstdn.kgtkr.net,mastodon,4.1.9,6,5,5,635
one.telmina.com,mastodon,4.2.1,1,1,1,84878
mog.blue,mastodon,4.2.0,11,8,10,6170
thechimp.zone,pleroma,2.5.4,6,6,6,4126
thunderstruck.fedicity.net,mastodon,4.2.1,1,1,1,45
c.osumiakari.jp,firefish,1.0.3,6,4,4,597
space-pirates.org,mastodon,4.1.3,62,20,38,5413
aa.nikola.love,akkoma,3.10.4-1-gebfb617b,26,20,27,2376
misskey.nokotaro.work,misskey,2023.9.3,15,null,null,4365
mstdn.n-s.tokyo,mastodon,4.2.0,1,1,1,167
srilankans.online,mastodon,4.2.1,34,5,11,26283
mstdn.monapii.net,mastodon,4.2.1,4,3,3,2401
misk.mikanbako.blog,misskey,2023.10.0,4,null,null,115
post.yourein.net,misskey,13.14.1,8,null,null,1976
geekdom.social,mastodon,4.1.4,7993,743,4535,68335
mstdn.delmulin.com,mastodon,4.2.1,17,12,15,29664
gohan-oisii.net,mastodon,4.2.1,1,1,1,2516
hvac-tf.net,misskey,13.14.2,10,null,null,23349
post.liaru.link,mastodon,4.0.2,1,0,1,89
ankokunogrove.space,misskey,2023.9.3,5,null,null,487
social.kernel.org,akkoma,3.10.3,59,32,44,6139
pl.valkyrie.world,pleroma,2.5.5,1,1,2,20367
ck.sumi.space,firefish,1.0.3,4,1,2,2
calc.bal.ovh,firefish,1.0.4-beta31,14,5,12,31556
firefish.community,firefish,1.0.5-dev18,43,26,41,12690
social.butnot.today,mastodon,4.2.1,12,8,12,2031
prattle.org.uk,mastodon,4.0.10,3,2,2,19930
zoo.retro-ink.com,mastodon,4.2.1,44,28,38,3382
rapidsloth.xyz,akkoma,3.10.3-162-ge7788f3c-develop,2,1,2,1
nonexiste.net,mastodon,4.1.4,10,2,3,7037
ricard.social,mastodon,4.2.1,3,2,2,2304
stegodon.nl,mastodon,4.2.1,1,1,1,3954
p1.a9z.dev,misskey,2023.9.0-beta.6-p1.1,421,null,null,135244
nachocheese.mom,mastodon,4.1.0,3,2,2,24
friendo.space,firefish,1.0.3,3,1,1,1234
kayii.goe.land,akkoma,3.10.3,6,1,691,1396
soc.umrath.net,mastodon,4.2.1,1,1,1,6650
social.afront.org,mastodon,4.2.0+glitch,39,24,30,18673
jonburns.uk,mastodon,4.2.1,1,1,1,193
fedi.software,firefish,1.0.4-beta31,12,8,11,1451
summary.ink,misskey,13.14.2,115,null,null,9984
growers.social,mastodon,4.2.1,82,22,81,2581
surutodon.net,mastodon,4.2.1,1,1,1,6125
twit.social,mastodon,4.2.1,8157,2536,4537,298437
kitsune.moe,misskey,2023.10.1,379,null,null,10559
social.platypush.tech,mastodon,4.2.1,33,4,23,82248
correctiv.social,mastodon,4.2.0,7,2,2,415
gaygeek.social,mastodon,4.2.1,637,239,317,43514
clar.ke,mastodon,4.2.0+glitch,4,1,3,776
social.openrightsgroup.org,mastodon,4.2.0,8,4,6,2266
toot.krivokuca.dev,mastodon,4.2.1,2,2,2,324
pleroma.s4if.dev,akkoma,3.10.3,1,1,1,125
claristdon.link,mastodon,4.1.4,14,11,13,22155
poag.one,mastodon,4.2.1,2,2,3,4000
social.wxcafe.net,mastodon,4.1.3+glitch,291,39,64,145146
bv.umbrellix.org,akkoma,3.4.0-117-gde1bbc02,12,null,null,6084
kinoko.pw,misskey,13.14.2-sh.1,3,null,null,3696
mi.oya0831.net,misskey,13.14.2,6,null,null,77
social.psychodog.co.uk,mastodon,4.2.0,5,3,3,469
fedi.astrid.tech,akkoma,3.8.0,12,7,12,37130
misskey-r1.hopeinthefield.net,misskey,2023.10.1,3,null,null,151
remotelab.uk,mastodon,4.2.1,1,1,1,293
posts.dumb.stuff.donaberger.xyz,mastodon,4.2.1,1,1,1,467
mastodon.maechler.cloud,mastodon,4.2.0,1,1,1,771
misskey.always-we-need.games,misskey,13.13.2,569,null,null,40892
magialaboratory.com,misskey,2023.10.1,4,null,null,98
msk.kitazawa.me,misskey,2023.9.3,50,null,null,12193
sns.copi.pe,misskey,2023.10.1,63,null,null,8185
trpg.social,misskey,2023.10.1,7,null,null,74
xvlt.net,mastodon,4.2.1,29,7,15,2397
plustodon.net,mastodon,4.1.6,189,24,33,99944
zeroes.ca,mastodon,4.1.10,1284,312,576,213733
vollans.id.au,mastodon,4.2.1,1,1,1,240
side.misskey.productions,misskey,2023.9.3,2568,null,null,1725021
mastodon.aridgwayweb.com,mastodon,4.2.0,1,1,1,28
pl.independen.top,pleroma,2.5.5,1,1,1,130
pleroma.salastil.com,pleroma,2.5.54-640-gacbec640.develop+soapbox,1,1,1,45522
sio.masto.host,mastodon,4.2.1,3,0,3,0
akkoma.net,akkoma,3.5.0-develop,4,null,null,7
frikiverse.zone,mastodon,4.2.1,243,99,304,37116
fed.sbcloud.cc,mastodon,4.2.0,22,17,19,5296
liberdon.com,mastodon,4.2.1,2436,228,479,424466
furry.energy,mastodon,4.3.0-alpha.0+glitch,227,105,153,7898
mstdn.3naly.xyz,mastodon,4.1.0rc3,13,8,12,5929
misskey.kyoupro.com,misskey,2023.10.1,385,null,null,9603
sunisky.club,misskey,12.101.1,null,null,null,null
xn--8r9a.com,mastodon,4.1.4,1,1,1,50
tsukihi.me,mastodon,4.2.0-beta2+glitch,61,29,51,38728
social.eiden.ch,mastodon,4.2.1,2,2,2,152
thecooltable.wtf,mastodon,4.2.0,41,9,16,5917
spookygirl.boo,firefish,1.0.5-dev6,14,12,13,14734
hub.uckermark.social,mastodon,4.2.1,20,5,9,8575
mastodon.frl,mastodon,4.1.7,89,24,66,5294
talk.stayas.one,mastodon,4.2.0,3,3,3,755
social.luca.run,mastodon,4.2.1,6,4,4,66914
bologna.one,mastodon,4.2.1,651,49,121,6608
libera.tokyo,mastodon,4.3.0-alpha.0+glitch,47,25,34,28869
matrix.rocks,misskey,2023.10.1,18,null,null,3535
akm.hora.win,akkoma,3.10.4-1-gebfb617b,2,2,2,740
thelife.boats,mastodon,4.1.4,95,23,51,5832
aperture.ink,mastodon,4.2.0,4,2,2,1536
tooot.im,mastodon,4.2.1,3352,642,1541,518381
edge.taruntarun.net,mastodon,4.3.0-alpha.0,12,1,1,668
saysrelax.com,akkoma,3.10.4-0-g0af8e93,1,1,1,72
skaya.ligun.net,misskey,2023.9.3,5,null,null,3316
bots.krohsnest.com,mastodon,4.1.8,181,145,159,701397
mstdn.dk,mastodon,4.3.0-nightly.2023-10-17+glitch,2050,235,263,20143
iee.engineer,pleroma,2.5.2-13-g2d193861,1,1,1,2935
2248.live,misskey,2023.9.3+reo2248,9,null,null,326
misskey.romira.dev,misskey,13.14.2,4,null,null,25
fanfare.horse,mastodon,4.1.10,296,44,70,16271
social.interru.io,akkoma,3.5.0-12-g63f2d1cb,1,null,null,316
mitra.social,mitra,2.1.0,3,3,3,294
mstdn.giratina.net,mastodon,4.0.1,46,19,44,8273
rigor-mortis.nmrc.org,mastodon,4.0.7,6,4,4,1139
indiegameskey.net,misskey,13.14.2,80,null,null,854
saskodon.ca,mastodon,4.2.1,9,9,9,2385
prodromou.pub,mastodon,4.1.8,4,1,3,4954
enshittification.social,mastodon,4.2.1,49,23,57,428
social.shofutex.net,mastodon,4.2.1,1,1,1,90
vivinezz.hostdon.ne.jp,mastodon,4.2.1,1,1,2,142
kitsunes.club,sharkey,2023.10.2,197,null,null,40953
openedtech.social,mastodon,4.2.0,132,32,60,1468
so.fnky.nz,mastodon,4.1.4,21,5,6,1291
rencher.industries,mastodon,4.2.1,2,2,2,38
writeout.ink,hometown,4.0.6+hometown-1.1.1,33,12,17,12302
niklas.social,mastodon,4.2.1,4,3,4,4780
anticapitalist.party,mastodon,4.2.1,1960,91,138,311115
fieldnotes.social,mastodon,4.2.1,1,1,1,56
pl.inu.is,akkoma,3.9.3-28-g9d7c877d,4,3,4,76
pullopen.xyz,mastodon,4.2.1,394,225,298,562134
konpeki.icu,dolphin,1.4.0-20230211123100,null,null,null,null
fluffy.family,mastodon,4.2.1,70,29,47,26249
hell.twtr.plus,pleroma,2.5.54-594-gb094e92c.develop+soapbox,36,32,34,25925
pl.kpherox.dev,pleroma,2.5.54-0-ge4ab961,4,1,1,28858
helix.cafe,akkoma,3.10.3-203-gd1af78ab-develop,1,1,727,4
mastodon.chuggybumba.com,mastodon,4.2.1,5,1,3,4436
levallo.is,mastodon,4.2.1,2,2,2,3947
nokinoki.net,mastodon,4.2.1,2,2,2,11297
mstdn-bike.net,mastodon,4.2.1,645,151,271,780575
microblog.club,pleroma,2.4.53-2082-gf435f364.develop+soapbox,10,1,5,3088
rockcd.jp,mastodon,4.2.1,46,23,44,7119
ichiji.social,mastodon,4.2.1,4229,208,394,1992900
mk.humblemagica.org,misskey,13.9.1,4,null,null,14
miniskey.com,misskey,13.14.2,47,null,null,5480
iris-no-misskey.wkspcloud.com,misskey,2023.10.1,3,null,null,244
mysportgallery.com,mastodon,4.2.1,25,8,15,19180
social.9tail.net,mastodon,4.2.0,8,2,3,759
social.archworks.co,mastodon,4.2.1,1,1,1,251
froggie.town,misskey,13.14.1,36,null,null,7723
negi.fjordur.net,misskey,2023.9.3,14,null,null,61631
easymode.im,firefish,1.0.3,538,143,423,13582
metreee.com,misskey,13.14.2,57,null,null,1772
tapbots.social,mastodon,4.2.0,9,6,7,12435
wanderingdj.hostdon.ne.jp,mastodon,4.2.1,1,1,1,6322
mi.sugattor.ga,meisskey,10.102.671-m544,3,1,2,1344
brighton.social,mastodon,4.1.6,29,4,24,108
awscommunity.social,mastodon,4.2.1,11036,722,2151,192503
ringed.space,akkoma,3.10.4-0-g0af8e93,1,1,1,344
vocalodon.net,mastodon,3.3.2,6945,419,1338,4659043
mstdn.yakitamago.info,mastodon,4.2.0,57,11,16,513192
mathstodon.xyz,mastodon,4.2.0,16081,3464,6319,882527
fedia.social,firefish,1.0.4,123,67,120,21683
observatory.social,mastodon,4.1.5,3,2,5,2127
woodworking.group,mastodon,4.2.0,11,8,8,346
mk.absturztau.be,firefish,1.0.5-dev12,480,122,293,719154
mstdn.science,mastodon,4.2.0,7012,1546,3283,237809
fairmove.net,mastodon,4.2.0,134,41,80,4395
fedi.at,mastodon,4.2.1-stable+ff1,495,134,307,17932
costodon.social,mastodon,4.2.1+costodon,134,62,133,1840
ilbery.family,mastodon,4.2.1,4,4,4,103
akko.wtf,akkoma,3.10.3-203-gd1af78ab-develop,108,64,97,92565
robertparker.se,mastodon,4.2.1,1,1,4,181
social.skewed.de,mastodon,4.2.0,11,4,5,10765
quietplace.xyz,misskey,13.14.2,672,null,null,42423
mastodon.rzgierskopp.de,mastodon,4.2.0,5,4,4,2337
mastodon.dias.ie,mastodon,4.2.1,42,18,23,3653
suma-ev.social,mastodon,4.2.1,53,30,33,4223
ebi.bal.ovh,misskey,2023.9.3,25,null,null,3125
epicure.social,mastodon,4.2.0,901,155,296,56736
erscheinung47.com,mastodon,4.2.1,1,1,1,9904
filmisnotdead.net,misskey,2023.10.1,3,null,null,791
mstd.seungjin.net,mastodon,4.2.1,8,7,7,14364
oldfriends.live,mastodon,4.2.1,8,5,7,15663
otasky.ja-jp.org,misskey,12.119.2,115,20,86,1242
mastodon.falconk.rocks,mastodon,4.1.4,1,1,1,2174
birdon.social,mastodon,4.1.9,313,148,545,7206
assemblag.es,hometown,4.0.6+hometown-1.1.1,558,194,293,40882
firefish.rinkko.moe,firefish,1.0.3,6,5,5,116
inapom.com,misskey,13.14.2,61,null,null,369
fedi.neon.moe,akkoma,3.10.2,1,1,1,786
toot.garden,mastodon,4.2.0-rc2,336,107,321,26247
social.swordandfiddle.co.uk,firefish,1.0.3,7,1,3,109
social.yukinobu.jp,mastodon,4.2.1,1,1,1,130
nekoplanet.xyz,misskey,2023.9.3,12,null,null,13932
ian.jago.uk,mastodon,4.2.0+glitch,1,1,1,195
flipping.rocks,hometown,4.0.10+hometown-1.1.1,80,40,60,54931
go.coffee-break.cc,misskey,2023.9.3,8,null,null,105
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,227
dindon.one,mastodon,4.1.4,32,3,12,24544
social.nokes.name,mastodon,4.2.1,1,1,1,987
ursal.zone,mastodon,4.2.1,2797,557,1160,347241
doesstuff.social,mastodon,4.2.1+doesstuffsocial-mods,1,1,1,243
misinformation.wikileaks2.org,pleroma,2.5.54-338-ga94cf2ad-develop,2,2,2,5218
skinheads.social,mastodon,4.2.1,29,28,84,13218
gensokyo.social,mastodon,4.0.2,3645,88,232,102156
bbs.kawa-kun.com,pleroma,2.5.52-288-g52f28dca-bbs-kawa-kun-com,75,16,29,258241
marikotu.org,misskey,13.13.2,12,null,null,112
alpaka.garden,mastodon,4.1.9,11,10,11,3292
blacktwitter.io,mastodon,4.1.4,1536,133,349,66193
social.illegalpornography.com,mastodon,4.2.0+glitch,18,13,14,479629
daepi.so,misskey,2023.9.3,758,null,null,60273
social.arielaw.ar,firefish,1.0.4-beta,3,1,1,262
rva.party,mastodon,4.0.1,127,9,23,15025
h4.io,mastodon,4.2.1,8096,745,2203,70070
social.igotout.de,mastodon,4.2.1,7,3,3,1647
md.korako.me,mastodon,4.1.8,14,7,10,32166
saturation.social,hometown,4.0.10+hometown-1.1.1,86,30,39,18589
mastodon.kumolabo.com,mastodon,4.0.2,3,1,2,7
zusammenkunft.net,mastodon,4.2.1,2,2,2,4569
mastodonia.masto.host,mastodon,4.2.1,4,3,4,280
social.0x705h.com,mastodon,4.1.6,3,1,2,111
theweird.space,mastodon,4.2.1,12,3,11,1820
momo.mame.moe,mastodon,4.2.0,1,1,1,220472
lgtm.systems,mastodon,4.2.0,5,3,4,418
earthstream.social,mastodon,4.1.3,1308,118,325,18468
mstdn.gots9713.xyz,mastodon,4.0.6,1,1,1,67
mastodon.ap-msk.com,mastodon,4.2.0,13,2,2,23
mastodon.nzoss.nz,mastodon,4.2.0,377,55,84,90007
jbgs.jp,misskey,2023.10.1,9,null,null,84
cyberfurz.social,mastodon,4.2.0+glitch,352,144,302,38187
calc.menac.at,calckey,13.2.0-beta6,11,5,9,31696
harukakanata.net,mastodon,4.2.1,3,2,3,1992
oisaur.com,mastodon,4.3.0-alpha.0,33,30,31,7065
julialang.social,mastodon,4.2.0,231,60,116,10599
bbq.snoot.com,mastodon,4.2.1,1216,179,397,77660
hacks.fi,mastodon,4.2.1,16,13,16,39
mrcippy.xyz,mastodon,4.2.0,1,1,1,865
social.dsbeans.com,mastodon,4.2.1,1,0,0,305
glaceon.social,mastodon,4.1.3+glitch,498,78,142,575165
misskey.umicat.de,misskey,13.13.2,13,null,null,2907
kopiti.am,mastodon,4.2.0,1256,164,211,62296
mstdn.hitoxu.com,mastodon,4.2.1,1,1,1,4121
octodon.social,mastodon,4.2.0+glitch,12223,963,1432,2715451
piipitin.fi,mastodon,4.2.0,192,75,113,53476
hivemind.plus,mastodon,4.2.0,7,2,3,1448
nojack.easydns.ca,mastodon,4.1.4,6949,45,109,25879
misskey.nnct18j.com,misskey,2023.9.3,15,null,null,1503
netzsphaere.xyz,akkoma,3.10.3-0-gc887dd4,19,3,4,102936
sin.tyaku.com,mastodon,3.0.1,7,1,1,6988
connectop.us,mastodon,4.1.4,28,12,19,5785
nya.one,misskey,2023.10.1,2628,null,null,118969
msk.seppuku.club,misskey,12.119.2-taiyme-v1.2.0,58,16,24,123737
newsmast.social,mastodon,4.0.2,1012,161,292,6186
houshindai.net,misskey,2023.10.0,149,null,null,8138
shortstacksran.ch,pleroma,2.5.4,12,10,10,5671
zdf.social,mastodon,4.1.4,8,3,5,10802
radiosocial.de,mastodon,4.2.1,127,65,90,20389
don.mamemo.online,mastodon,4.2.0,37,10,13,293005
calckey.uryokurin.net,firefish,1.0.5-dev17,5,1,3,711
kiritan.work,mastodon,4.2.1,292,85,141,1909513
geofront.rocks,pleroma,2.5.54-2736-gacbec640.develop+soapbox,5,3,4,10705
itools.jp,mastodon,4.2.1,2,2,2,215
pxlmo.net,mastodon,4.2.1,7,3,7,519
social.alexdobin.com,mastodon,4.2.1,1,1,1,23
mastodon.falkvinge.net,mastodon,4.2.0,1,1,1,179
genix.ink,mastodon,4.2.1,16,13,13,25411
kazv.moe,pleroma,2.5.5-0-g7b3b031,804,131,330,114390
ansico.dk,mastodon,4.2.1,1,1,1,1534
friends.ravergram.club,mastodon,4.2.0,18,6,9,2333
newforest.social,mastodon,4.0.2,3,3,3,51
pancake.place,mastodon,4.2.1,3,2,3,1226
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,5,8,32443
cylon.space,mastodon,4.2.1,1,1,1,231
fulda.social,mastodon,4.2.0,3199,353,824,57200
fed.xnor.in,pleroma,2.5.1,1,1,1,213
toepi.moe,akkoma,3.10.2,2,1,1,1350
brioco.social,firefish,1.0.5-dev18,8,3,6,961
istoleyour.pw,mastodon,4.2.0-nightly.2023-09-26+glitch,2,1,1,8644
firefish.tpgc.me,firefish,1.0.4-beta,4,3,3,28
milliways.social,mastodon,4.1.9,27,12,16,3522
mstdn.mx,mastodon,4.1.9,1358,254,487,205574
vtuber.games,misskey,13.13.2,7,null,null,3
ff.syobon.net,firefish,1.0.3,3,1,2,5330
social.meyer-guillot.fr,akkoma,3.9.3-28-g9d7c877d,1,1,1,528
mastodon.snthtns.jp,mastodon,4.2.1,5,3,3,259
commodore.social,mastodon,4.2.0,1,1,1,289
phocks.eu.org,mastodon,4.2.0,1,1,1,3960
don.nemuimon.jp,mastodon,4.2.1,1,1,1,350
soc0.outrnat.nl,misskey,2023.10.1,5,null,null,4959
key.dokodare.ovh,misskey,13.13.2,10,null,null,287
social.kouhack.com,pleroma,2.5.5,1,1,1,52
hoosier.social,mastodon,4.2.1,134,51,137,25319
mainburg.hallertau.social,mastodon,4.2.0,5,4,4,2036
misskey.molina.jp,misskey,13.13.2,4,null,null,1
mstdn.yuicho.net,mastodon,4.1.9,13,12,12,12903
bunt.social,mastodon,4.2.0,43,24,28,30684
eter9.com,pleroma,2.5.50-190-g4c0ab884.develop+soapbox,764,136,654,1642
zahnpasta.tube,mastodon,4.1.2,1,1,1,2932
sunny.garden,mastodon,4.2.1,1582,483,968,116475
umaskey.net,misskey,13.13.2,11,null,null,69443
idlethumbs.social,mastodon,4.2.1,478,110,161,23154
mastodon.in.ua,mastodon,4.2.0,159,33,131,5909
med-mastodon.com,mastodon,4.2.1,10663,1309,3365,354458
mojt.net,mastodon,4.2.1,2,1,2,124
mastodon.tojo.tokyo,mastodon,4.2.0,4,1,2,15561
cho.yukiya.me,mastodon,4.2.1,12,10,11,4789
fnordon.de,mastodon,4.2.1,278,205,205,127724
astronomy.social,mastodon,4.2.0,21,7,9,9196
